region,piso_ecologico,distrito,anio,numero_mes,mes,num_cultivos,produccion_piso_ton,temp_promedio,temp_maxima,temp_minima,precipitacion,humedad_relativa,radiacion_solar,velocidad_viento,presion_atmosferica,humedad_suelo,temp_superficie,punto_rocio,humedad_especifica,produccion_piso_ton_z,temp_promedio_z,temp_maxima_z,precipitacion_z,humedad_relativa_z,radiacion_solar_z,humedad_suelo_z,anomalia,score_anomalia,evento_conocido
Ica,costa,El Carmen,2020,10,Octubre,2,1606.0,18.82,24.54,14.29,0.05,66.83,23.51,3.04,95.85,0.32,20.74,12.18,9.32,-0.8847240396706255,-0.5266538429671527,-0.6994775882208794,-0.40619361565120093,-1.2254814831893268,0.8487976413611537,-0.700697558718183,False,0.41053698026568797,ninguno
La Libertad,costa,Guadalupe,2024,12,Diciembre,1,0.0,21.33,29.56,16.37,1.33,73.08,21.88,2.53,91.78,0.38,23.12,15.81,12.32,-0.4800653349671325,-0.40499125272987335,0.04425037292919967,0.5551264831556497,0.9125293275223169,0.7335122152437433,-0.4430972035304598,False,0.4105362319609107,nino_costero_2023_2024
San Martin,selva_alto_mayo,Moyobamba,2024,12,Diciembre,14,33735.96,24.3,32.23,18.71,0.79,70.76,16.88,0.01,90.21,0.55,24.28,18.01,14.42,-1.3525916241374665,0.6803103216185603,0.40228378185974356,-0.6764313004720717,-0.17110775989374388,0.30557085249619875,-0.3184928039736096,False,0.4105118029521093,nino_costero_2023_2024
Junin,sierra,Matahuasi,2023,4,Abril,1,13686.9,7.37,16.95,0.9,0.31,75.85,16.46,2.1,61.85,0.48,9.41,2.62,7.5,1.009319439667644,0.2428611748517376,-0.547209962645994,-0.5577257607766664,0.7183810748623765,-0.503557732261879,0.2300390527847099,False,0.4104902597687126,ninguno
Piura,valle_chira,Querecotillo,2022,5,Mayo,1,39494.0,24.76,34.61,17.79,0.11,60.41,18.12,4.14,99.6,0.39,26.72,15.7,11.22,0.9405839163667883,-0.44192314148064105,-0.683440957025076,-0.31004458551332204,-0.4573430380813078,-0.5529147176540378,-0.6615968845984962,False,0.4104707393361171,ninguno
Puno,puna_alta,Pucara,2025,12,Diciembre,1,0.0,8.37,21.31,-0.6,1.89,55.97,23.74,2.21,60.92,0.41,11.39,-1.37,5.77,-0.3864845380266832,0.7910096281722819,1.2897872773279064,0.026137913508566733,-0.7010494310310393,0.6002591290378597,-0.9809074354103415,False,0.41044728761102756,ninguno
Ica,costa,Salas,2021,10,Octubre,2,5722.307,18.94,27.57,11.47,0.25,46.74,26.53,3.14,87.05,0.38,21.66,6.24,7.04,-0.6665055770243186,-0.11065329709802414,0.13799645799809435,-0.3577544002384863,-1.132515653338735,1.4831517110341674,-0.5206736306618891,False,0.4104090375169613,ninguno
Piura,valle_piura,Castilla,2020,4,Abril,1,6000.0,27.94,37.79,20.96,0.15,58.45,21.19,3.41,99.55,0.4,30.18,18.26,13.23,-0.48108525002489416,1.2275505838271268,1.3291620969815539,-0.27464484416606977,-1.0163160186176978,0.42834235786526326,-0.3391703045225481,False,0.4102740225380837,ninguno
Piura,sierra,Canchaque,2024,7,Julio,21,14095.0,20.34,29.05,13.44,0.26,63.15,16.54,2.92,83.22,0.45,21.8,12.29,10.8,0.7642924363525981,0.5616498055541802,-0.32042330188932605,-0.7072231339891331,-0.9719053253887706,0.11343285397813271,-0.7499827258593861,False,0.41021958081542154,nino_costero_2023_2024
Junin,selva_baja,Rio Tambo,2022,6,Junio,2,13418.159,22.67,31.62,13.32,0.27,63.9,15.64,0.12,89.37,0.54,22.35,14.64,11.86,0.1479181559279482,-1.2367840380762052,-0.9084099640525845,-0.7974018598159707,-0.20244922899989667,0.08342613773765058,-0.682569689958253,False,0.41018603697295475,ninguno
Junin,sierra,San Jose de Quero,2021,8,Agosto,1,1214.5,5.95,18.13,-3.58,0.05,68.18,20.8,2.18,61.93,0.41,8.39,-1.02,5.85,-0.6697610558887663,-1.372199089864774,0.23351776499828933,-0.7942475034135447,-0.6562844424740675,0.717499159384531,-0.6601933791301035,False,0.41018089495379956,ninguno
La Libertad,costa,Viru,2021,12,Diciembre,28,523463.8505,19.32,26.7,15.16,0.26,77.33,22.17,2.36,94.08,0.38,21.41,15.01,11.38,-0.04366260764918613,-0.6468409501383535,-0.5435297239058564,-0.1734230238585216,0.48909248547569995,1.1991637924303418,-0.3703087397906099,False,0.41010700632576036,ninguno
Ica,costa,Salas,2020,6,Junio,2,1698.8,17.65,26.6,11.08,0.0,53.25,20.43,2.36,87.11,0.38,18.33,6.85,7.44,-0.7284263789723983,-1.3239666997778656,-0.7704113633147033,-0.6835082729784042,-0.4996199159438413,-0.5147417379216747,-0.5206736306618891,False,0.4100449036184064,ninguno
Piura,valle_chira,Ignacio Escudero,2021,9,Septiembre,1,0.0,23.38,35.0,16.54,0.08,59.78,22.51,4.73,99.67,0.39,25.85,14.32,10.24,-0.7421164011300344,-1.113747142118859,-0.3886098576916236,-0.3249248132914489,-0.6515291171236962,1.2512390526250114,-0.6542057624241651,False,0.4100248742948854,ninguno
Junin,selva_alta,Rio Negro,2025,1,Enero,1,43103.85,24.55,33.53,17.95,1.54,66.31,14.77,0.07,89.12,0.55,24.48,17.11,13.79,1.1635168518511043,0.23538050035640287,0.3074215088570381,0.31960746076322183,0.047004753319675054,-0.6666483772409911,-0.30521408900572217,False,0.4099859437163647,ninguno
La Libertad,sierra,Huamachuco,2020,9,Septiembre,14,23237.549,12.14,22.2,3.29,0.23,65.79,19.88,2.24,68.16,0.45,15.2,4.92,8.02,-1.0033071602183374,0.3888967257884605,0.18332374276415692,-0.9347823137826141,-0.6262708686722612,0.6838779357932399,-0.9833793394008071,False,0.4099477278705101,ninguno
Junin,selva_alta,Pangoa,2025,1,Enero,1,19421.9,20.58,27.84,14.67,2.44,75.63,14.77,0.26,83.79,0.54,20.71,15.6,13.35,0.87591563440292,-0.06315950602603204,-0.4654180445271943,0.612228289162015,0.41682239107230423,-0.6666483772409911,0.25470785471392476,False,0.4099399145803797,ninguno
Junin,selva_alta,Perene,2020,3,Marzo,11,44276.0,19.6,28.58,14.48,0.86,76.59,15.55,0.72,82.63,0.55,19.97,14.76,12.85,0.08906640687026914,-0.4076662922945168,0.36671233384887464,0.011759374938018393,0.690941717801997,0.3448582569179643,0.5694955788396098,False,0.40988308067144935,ninguno
Junin,selva_baja,Rio Tambo,2023,6,Junio,2,12349.95,24.02,32.21,14.42,0.07,56.46,16.03,0.12,89.46,0.54,23.65,14.09,11.34,-0.1491663998470373,-0.1796446088825782,-0.5328389855098216,-0.973308839434741,-0.972547830019652,0.41966643755566246,-0.682569689958253,False,0.4097878814331529,ninguno
Puno,puna_alta,Ayaviri,2021,1,Enero,6,0.0,7.47,19.79,-2.77,4.34,70.89,18.47,1.83,60.92,0.48,9.89,1.41,7.03,-0.39314399248613935,0.27674340644156625,0.5017693695944841,1.3020643392345812,1.013205521167911,-0.9003106763212612,0.1237028748217072,False,0.4097029628708154,ninguno
La Libertad,yunga,Cascas,2024,10,Octubre,7,5206.41,20.31,30.05,12.69,0.8,56.5,20.05,1.63,80.65,0.37,23.28,10.52,9.93,-0.9505037710896902,1.2320488814430104,0.791501137313926,-0.3246765220824281,-0.69588718594526,0.7684663044832669,-0.7588516650227356,False,0.4096990404083164,nino_costero_2023_2024
La Libertad,sierra,Huamachuco,2022,7,Julio,14,100760.59,11.08,21.25,0.19,0.39,66.95,19.2,2.19,68.2,0.48,13.09,3.86,7.5,0.8769832699395189,-0.8019136393276092,-0.44660784141480553,-0.776782755386547,-0.4440023149296208,0.34552446103313517,-0.327793113133602,False,0.4096907488407784,ninguno
Piura,sierra,Canchaque,2024,4,Abril,21,3550.0,20.67,30.83,14.93,0.57,71.11,14.45,1.02,83.17,0.46,22.26,14.59,12.54,-0.7972398485807517,0.9916539555588137,1.258088560572382,-0.3743007654207784,0.5357693214642764,-0.9649000695919203,-0.27777137994792,False,0.4096562441139838,nino_costero_2023_2024
Puno,altiplano_lacustre,Ilave,2023,3,Marzo,22,55704.525,9.69,17.26,3.86,3.31,74.95,20.59,3.88,63.81,0.47,14.06,5.09,8.64,-0.17214333592030023,0.08295925950506003,0.031149540792335347,0.8532610333493583,1.2984576205597258,-0.8219858679617722,0.2354664564364766,False,0.4096282186172761,ninguno
Piura,valle_chira,Querecotillo,2025,4,Abril,1,25500.0,27.5,37.45,20.74,0.23,59.44,19.53,3.69,99.45,0.42,29.53,18.1,13.11,-0.745460367927154,0.9869590488529795,1.1012368499515273,-0.21804184601292825,-0.7376331136888631,0.04532087849623204,0.330798442299249,False,0.40961632968725187,ninguno
Ica,costa,Nazca,2022,1,Enero,1,146.25,21.03,28.2,16.13,0.5,71.37,22.09,3.16,91.65,0.27,24.73,15.11,11.79,-0.6165527256474886,0.6876559851044849,0.17048793188634265,0.3625436242728661,1.3415288051897132,0.1096759345847764,-0.3614101258110674,False,0.409599124881832,ninguno
Junin,sierra,San Jose de Quero,2020,7,Julio,1,1997.6,5.91,16.6,-3.05,0.47,67.67,21.13,1.97,61.89,0.42,7.65,-1.36,5.8,-0.6026742745214391,-1.4176937452089011,-0.778781746269297,-0.4121739191539719,-0.7476898419319025,0.8697082833832904,-0.5330173174279872,False,0.4095820833751715,ninguno
Puno,altiplano_lacustre,Taraco,2024,12,Diciembre,1,24910.5,12.15,21.24,3.43,0.64,58.6,24.0,2.68,63.94,0.39,15.56,3.23,7.61,-0.5820540458228328,1.438181128069043,0.7412780623984676,-0.5066853241782127,-0.04625093937784545,0.6266666533212847,-1.0187404531927091,False,0.40955556257013154,ninguno
Piura,bosque_seco,Tambogrande,2021,10,Octubre,4,25629.0,23.81,34.56,17.6,0.24,59.38,22.34,4.86,99.62,0.39,26.42,14.72,10.52,-0.3874277312529813,-0.9230123588363275,-0.7055028371917472,-0.2026922537709597,-0.7565313083571473,1.1954206136315395,-0.6662069228163598,False,0.4094916944974781,ninguno
Piura,valle_piura,Castilla,2021,3,Marzo,1,1000.0,28.01,37.62,21.33,0.91,59.04,21.29,2.95,99.42,0.4,30.36,18.36,13.36,-0.632670974172093,1.2641461358112944,1.2214484272226065,0.3117247770052625,-0.8446501116145044,0.47250815961498926,-0.3391703045225481,False,0.4094840026311176,ninguno
Puno,puna_alta,Pucara,2021,8,Agosto,1,0.0,5.46,17.28,-5.33,0.15,56.27,23.11,2.05,61.12,0.42,7.43,-4.54,4.55,-0.3864845380266832,-0.8972511230402538,-0.7842942400261287,-0.8505843902004686,-0.6673350009243463,0.3518505476686048,-0.8270396024047977,False,0.40942309776122165,ninguno
Junin,selva_baja,Rio Tambo,2023,12,Diciembre,2,15223.274,24.36,32.65,18.73,2.04,75.24,15.32,0.06,89.11,0.56,24.31,19.09,15.62,0.6499470546713246,0.08659791402544671,-0.2527521540542032,0.759374909810148,0.9713300902963432,-0.19246333903610263,0.07214151194680873,False,0.4094088229580375,ninguno
Piura,valle_chira,Querecotillo,2024,10,Octubre,1,25500.0,24.92,34.94,18.3,0.09,59.28,23.11,4.6,99.6,0.4,27.75,15.71,11.21,-0.745460367927154,-0.35848476540276525,-0.4760664231158242,-0.3253783754300544,-0.7838665282220671,1.5642452999274126,-0.33079844229924715,False,0.4093097453733243,nino_costero_2023_2024
Puno,puna_alta,Ayaviri,2023,2,Febrero,6,0.0,7.77,20.22,-0.77,3.49,71.15,18.31,1.81,61.0,0.48,10.0,1.72,7.13,-0.39314399248613935,0.45377587716618056,0.7259022196852684,0.8664098164689733,1.0432294444956278,-0.9838533642391744,0.1237028748217072,False,0.4093060236402124,ninguno
Puno,altiplano_lacustre,Taraco,2025,2,Febrero,1,162580.0,10.59,19.89,2.67,2.36,67.45,24.02,2.92,63.97,0.45,13.6,4.1,8.04,0.04863073052390966,0.4685319305967832,-0.11062281932090946,0.39162668582820154,1.126282640943331,0.6357747790907636,0.051342357057457315,False,0.4092854220826034,ninguno
Ica,costa,Nazca,2024,4,Abril,1,337.25,21.33,28.98,15.57,0.47,70.56,18.29,2.69,91.65,0.28,23.73,15.17,11.89,-0.6063044868055787,0.8423217193506959,0.6385355461333198,0.29715114031913953,1.1839946263391652,-1.0353851359892035,0.07744502695951462,False,0.40925546650795186,nino_costero_2023_2024
San Martin,selva_huallaga,Tocache,2024,7,Julio,3,63675.2,23.94,32.76,16.28,1.19,61.44,15.76,0.1,90.19,0.59,23.67,15.23,12.14,0.3314769768468202,0.36091810184947937,0.5190751102253786,-0.8749239138235761,-1.323749065328321,0.2939096161219047,-0.7819109357166696,False,0.409208446859821,nino_costero_2023_2024
Junin,sierra,El Tambo,2020,7,Julio,21,18697.39,8.21,18.22,-0.99,0.47,73.32,21.13,1.81,64.99,0.43,10.01,2.49,7.18,0.3337986205765681,-1.148930871155742,-0.2669704254555146,-0.5123290598247192,-0.670455742330102,0.8697082833832904,-0.5350416475120049,False,0.4091019767430636,ninguno
Junin,sierra,San Jose de Quero,2024,6,Junio,1,29381.1,7.03,18.13,-3.7,0.54,69.75,19.23,1.79,61.98,0.45,8.64,0.11,6.49,1.743221367889756,-0.1438433955733425,0.23351776499828933,-0.34849498844404303,-0.37489919316269704,-0.006647279033812816,-0.1514891323216383,False,0.4090741866944806,ninguno
Ica,costa,Nazca,2025,10,Octubre,1,0.0,19.21,27.61,13.42,0.23,60.76,25.71,2.98,91.67,0.29,22.49,10.6,8.86,-0.6243998718811501,-0.2506494693225376,-0.18354808401842146,-0.2259887313106725,-0.7219744511119046,1.2004972702368308,0.5163001797300942,False,0.4090714175528505,ninguno
Junin,selva_alta,Pichanaqui,2022,8,Agosto,1,4092.389,19.6,28.15,11.57,0.09,61.35,16.3,0.79,82.77,0.49,19.93,11.12,10.25,-0.3230944996446601,-0.35795263050753645,0.0747569036902908,-0.718652384755445,-1.3921692444300096,0.7212976845335942,-0.8688263675581293,False,0.40904196777243484,ninguno
Ica,costa,Chincha Alta,2025,10,Octubre,26,42184.33,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77,0.8019183606273569,-0.5212004454764021,-0.4959861783437577,-0.16898894696939276,-0.489878232912363,0.5449479020412071,0.4337651553969683,False,0.4090075139673083,ninguno
Piura,bosque_seco,Tambogrande,2021,9,Septiembre,4,15138.0,23.38,35.0,16.54,0.08,59.78,22.51,4.73,99.67,0.39,25.85,14.32,10.24,-0.6048919789503557,-1.1485022190784042,-0.4262510196394651,-0.32700407570038703,-0.639419865711229,1.2669737762348674,-0.6662069228163598,False,0.40899239848903357,ninguno
San Martin,selva_huallaga,Tocache,2024,4,Abril,3,53466.44,24.93,32.91,19.48,1.27,71.64,14.92,0.02,89.93,0.6,24.9,18.81,15.2,-0.3860674986905766,1.0879380484834376,0.5924375340067121,-0.8239865626763131,-0.19697438077076745,-0.4076414608895123,-0.5476821091583722,False,0.4089527994348604,nino_costero_2023_2024
Junin,selva_alta,Perene,2022,5,Mayo,11,51402.305,19.1,27.17,12.83,0.42,72.25,13.93,0.7,82.76,0.52,19.58,13.44,11.78,1.0615920878536984,-0.9187523519557845,-0.6750766608009114,-0.4173144032882168,0.10838959439050312,-0.8782449492018941,-0.12203476689420083,False,0.40892264221157565,ninguno
Piura,bosque_seco,Tambogrande,2025,4,Abril,4,23452.0,27.5,37.45,20.74,0.23,59.44,19.53,3.69,99.45,0.42,29.53,18.1,13.11,-0.43255399826634366,1.012005279054985,1.1286738735493884,-0.21046174264154893,-0.738964591960261,0.012688925894189084,0.34050576055058374,False,0.40891723158271404,ninguno
Junin,selva_alta,Rio Negro,2020,7,Julio,1,31292.0,23.37,31.87,16.54,0.71,67.18,15.75,0.1,89.33,0.56,23.23,16.14,12.94,-1.1507741670783647,-0.6886376673832131,-0.7492697189073458,-0.41040650465467565,0.13705660585827595,0.17826314537862767,0.07214151194680873,False,0.4088933273232553,ninguno
Junin,selva_alta,Rio Negro,2023,6,Junio,1,35861.85,24.02,32.21,14.42,0.07,56.46,16.03,0.12,89.46,0.54,23.65,14.09,11.34,-0.2554052948987457,-0.1796446088825782,-0.5328389855098216,-0.973308839434741,-0.972547830019652,0.41966643755566246,-0.682569689958253,False,0.40885079974985156,ninguno
Piura,bosque_seco,Tambogrande,2021,4,Abril,4,17416.0,27.01,37.37,19.98,0.12,57.02,19.3,3.91,99.45,0.39,29.24,16.98,12.21,-0.5576721184742697,0.7550517173837817,1.0779008158126062,-0.2959261202180302,-1.4474888199680682,-0.084118294098548,-0.6662069228163598,False,0.4088384800261261,ninguno
Piura,valle_chira,Querecotillo,2021,7,Julio,1,32876.0,23.85,36.53,17.3,0.02,63.81,18.25,4.31,99.66,0.39,25.87,15.67,11.19,0.14322497157206843,-0.9164789054235591,0.5231017857196695,-0.3790466401386174,0.5251170207493014,-0.4977582442501126,-0.6615968845984962,False,0.40872421033586087,ninguno
Piura,valle_chira,Querecotillo,2025,8,Agosto,1,23004.0,23.8,35.09,17.16,0.01,62.96,19.71,4.59,99.67,0.42,25.95,15.48,11.05,-1.0461868602522704,-0.9425533979478956,-0.3818052713388874,-0.38671353509698353,0.2795020060416492,0.12169138013243656,0.330798442299249,False,0.4086141301159758,ninguno
San Martin,selva_alto_mayo,Moyobamba,2020,8,Agosto,14,42153.118,23.8,32.63,15.35,0.33,66.11,17.58,0.06,90.4,0.53,23.69,16.2,12.86,-0.8366694061688069,0.26792752726963953,0.6346005306195142,-0.9967760556388605,-0.7834934268818816,0.8265297557490304,-0.8884272952948037,False,0.408579942000106,ninguno
Piura,valle_piura,Castilla,2021,4,Abril,1,300.0,27.01,37.37,19.98,0.12,57.02,21.26,3.91,99.45,0.39,29.24,16.98,12.21,-0.6538929755527008,0.7413525360374736,1.0630459716947442,-0.2977910134228329,-1.4323876237271351,0.45925841909007226,-0.6733528104491765,False,0.4085455951163155,ninguno
Junin,selva_alta,Pangoa,2025,8,Agosto,1,16629.28,20.3,28.3,13.71,0.48,64.41,15.43,0.26,84.04,0.53,20.25,12.7,11.01,-1.2930666110745437,-0.3251544939858565,-0.19026634479537277,-0.6411939286492498,-0.8350723122797665,-0.09762633139512555,0.0986706103846737,False,0.4084411809622532,ninguno
Ica,costa,El Carmen,2023,12,Diciembre,2,5313.0,20.95,26.06,16.34,0.48,76.08,23.58,3.52,95.74,0.33,22.77,16.32,12.19,-0.7489634062478407,0.6349198225629588,0.2982867440798385,0.7271175791618826,0.713074090902384,0.864210309297672,-0.13346620166060733,False,0.4084370537531662,nino_costero_2023_2024
San Martin,selva_alto_mayo,Moyobamba,2022,8,Agosto,14,57105.24,23.15,32.35,14.23,0.83,63.89,17.9,0.08,90.48,0.54,22.94,14.99,11.98,0.07980762153793025,-0.2681701053839593,0.47197880648767637,-0.6485752348053945,-1.0758581969278307,1.0646823972360397,-0.6034600496342066,False,0.4083675875040533,ninguno
San Martin,selva_alto_mayo,Moyobamba,2022,11,Noviembre,14,47997.198,23.65,32.02,15.35,2.33,69.35,18.18,0.04,90.24,0.56,23.55,16.89,13.54,-0.4784617171143446,0.14421268896496153,0.2803174887608693,0.39602722769500415,-0.356798897625632,1.2730659585371733,-0.033525558313012536,False,0.4083632898238128,ninguno
Ica,costa,Independencia,2025,12,Diciembre,2,39150.62,20.21,26.27,15.32,0.06,72.42,24.28,3.01,95.82,0.33,22.15,14.67,11.0,1.35990588966136,0.2313684082473339,0.43613576367401724,-0.3798375413532223,-0.05396519571120025,1.0183369886628626,-0.13346620166060733,False,0.4083402743496324,ninguno
Junin,selva_alta,Perene,2021,8,Agosto,11,41723.67,20.09,28.32,12.75,0.1,60.59,16.57,0.75,82.79,0.5,20.43,11.47,10.42,-0.25924965192098914,0.09319804617352406,0.17460939866522712,-0.7293680601800242,-1.4567158800283933,1.1149602755860224,-0.5830549973834079,False,0.40824336706863795,ninguno
Piura,valle_chira,Querecotillo,2024,8,Agosto,1,39000.0,23.6,34.63,16.76,0.03,61.26,20.84,4.51,99.68,0.41,25.81,14.85,10.61,0.8810651314274424,-1.0468513680452398,-0.6708728034548164,-0.3713797451802512,-0.21172802337365543,0.6011284181819431,0.0,False,0.4081176814934294,nino_costero_2023_2024
Piura,valle_piura,Castilla,2022,9,Septiembre,1,3000.0,22.94,33.92,16.26,0.03,59.83,21.33,4.79,99.67,0.39,25.41,13.85,9.94,-0.5720366845132134,-1.3864174150419766,-1.1229079145897516,-0.36722952119312224,-0.6147923717288715,0.4901744803148797,-0.6733528104491765,False,0.4081086798005347,ninguno
Piura,valle_chira,Sullana,2022,2,Febrero,7,3210.0,26.82,36.69,20.71,0.24,57.62,18.05,3.85,99.52,0.39,29.44,16.87,12.14,-0.8228895744830126,0.6554166628582122,0.6463298250499863,-0.2026922537709597,-1.2718216559991917,-0.6102444897112486,-0.6662069228163598,False,0.40810730600438466,ninguno
Junin,selva_alta,Perene,2022,12,Diciembre,11,37266.09,19.66,28.3,14.57,0.78,73.65,14.5,0.78,82.47,0.48,20.16,14.21,12.46,-0.8675748674482668,-0.34633596513516596,0.15983224980494676,-0.06625403928493342,0.29630963420066303,-0.4478938211226847,-1.044075227872615,False,0.4080849428692988,ninguno
Ica,costa,Nazca,2022,2,Febrero,1,283.4,20.9,28.43,15.51,0.72,70.5,20.17,2.91,91.62,0.27,23.97,14.76,11.57,-0.6091938462905884,0.6206341669311248,0.3085019719848103,0.8420885066001939,1.1723254279057909,-0.4688812379157601,-0.3614101258110674,False,0.40808224488677397,ninguno
Puno,altiplano_lacustre,Taraco,2024,9,Septiembre,1,0.0,11.19,20.8,1.47,0.53,55.32,21.68,2.2,64.08,0.38,14.54,1.09,6.58,-0.6961728093920004,0.8414739296245751,0.46362147872696796,-0.5641355108646694,-0.48081705728219115,-0.4298759359382968,-1.1970875882344036,False,0.4080697251027651,ninguno
Junin,selva_alta,Pichanaqui,2022,1,Enero,1,0.0,19.75,29.47,14.61,0.97,74.37,14.94,0.8,82.51,0.5,20.2,14.51,12.68,-0.9929349463695971,-0.2056854724813179,1.021207514561717,0.1297588757167848,0.3790580800572988,-0.23276570687117312,-0.6433012253409129,False,0.4079991967274201,ninguno
Ica,costa,Santiago,2021,4,Abril,1,15136.0,19.17,26.77,12.77,0.81,64.51,22.41,2.47,87.02,0.42,20.69,11.66,10.02,0.18029708186937998,0.10567389872861421,-0.6112058688578227,0.3719342746989299,0.5950661060325808,-0.155227321997136,0.6033202387034569,False,0.407906877071301,ninguno
La Libertad,costa,Viru,2020,4,Abril,28,425709.612,21.4,27.7,16.49,0.46,76.14,20.68,2.25,94.14,0.38,22.95,16.73,12.72,-1.1458984312576501,0.7975730692422718,0.23277822034111045,0.24925674755292876,0.23527754335619921,0.406863333030001,-0.3703087397906099,False,0.4078901864566957,ninguno
Junin,selva_alta,Pichanaqui,2023,5,Mayo,1,15344.079,20.02,27.83,13.62,0.2,70.72,14.35,0.69,82.76,0.52,20.45,13.99,12.21,1.5185772124067862,0.06839541196587762,-0.1546856686421763,-0.6126009771964163,-0.1174841422452115,-0.6466608546129468,-0.1922509409064804,False,0.40786613117369913,ninguno
Piura,bosque_seco,Tambogrande,2022,6,Junio,4,13778.0,23.01,33.99,16.29,0.17,62.76,17.83,4.19,99.68,0.39,24.72,14.66,10.49,-0.6330829404286161,-1.342528377891353,-1.0672608735662965,-0.25707867586508415,0.23306038200086523,-0.7028427001390849,-0.6662069228163598,False,0.40777813266059654,ninguno
Junin,selva_alta,Rio Negro,2025,9,Septiembre,1,32900.2,25.57,34.34,17.98,0.64,55.04,15.96,0.11,89.33,0.54,25.38,15.06,12.06,-0.8356801880113797,1.0341080690804776,0.8230359031276124,-0.4719739475212453,-1.119529014622885,0.35931561451140376,-0.682569689958253,False,0.40774666309840496,ninguno
Ica,costa,Santiago,2020,5,Mayo,1,14070.719,19.56,28.63,13.21,0.13,51.41,19.92,2.22,87.14,0.38,20.49,8.16,8.13,-0.007755166159591543,0.4724895786085627,1.1306895410821824,-0.5141162591536469,-0.6785028893396334,-0.9280320900228654,-0.5206736306618891,False,0.4076876990149467,ninguno
Piura,valle_chira,Sullana,2025,10,Octubre,7,17555.0,24.63,34.74,17.75,0.04,60.35,21.83,4.6,99.59,0.41,27.35,15.73,11.24,0.7263305315623919,-0.4930084393049247,-0.591263457283995,-0.3580820311827439,-0.47253605994079456,0.980761125821557,0.00493486609493524,False,0.4076814779118609,ninguno
Piura,bosque_seco,Tambogrande,2022,2,Febrero,4,51454.0,26.82,36.69,20.71,0.24,57.62,18.05,3.85,99.52,0.39,29.44,16.87,12.14,0.14788960711177843,0.6554166628582122,0.6463298250499863,-0.2026922537709597,-1.2718216559991917,-0.6102444897112486,-0.6662069228163598,False,0.40766463000337105,ninguno
Ica,costa,Nazca,2020,10,Octubre,1,9419.57,19.24,27.58,13.02,0.11,57.24,24.95,2.99,91.64,0.26,22.83,9.83,8.38,-0.11898624283355919,-0.2351828958979176,-0.20154991533561353,-0.4875586671255786,-1.4065674258698388,0.9714850561220345,-0.8002652785816495,False,0.4076508811341244,ninguno
Ica,costa,El Carmen,2024,12,Diciembre,2,210.2,20.29,25.67,16.77,0.22,77.21,24.29,3.02,95.83,0.33,21.98,15.96,11.87,-0.935842111462242,0.2749955881733466,0.04228142197636676,0.04185964741443671,0.949892231304938,1.0205387983680791,-0.13346620166060733,False,0.40764527680320134,nino_costero_2023_2024
Puno,altiplano_lacustre,Ilave,2021,8,Agosto,22,9018.8,8.28,16.84,2.27,0.18,58.56,22.37,2.93,63.88,0.41,11.66,-0.66,5.94,-0.4584258286052704,-1.276721732177902,-0.26539408755070537,-0.9199090343920732,-0.9005683291830547,-0.08804392743290783,-0.7652659834185501,False,0.40758392661158044,ninguno
Junin,selva_alta,Pangoa,2020,1,Enero,1,17660.3,20.19,29.4,14.93,1.51,79.81,14.99,0.25,83.81,0.56,20.27,16.08,13.78,-0.49229025241057456,-0.428081096398645,0.46770511108506757,0.017492236833200562,0.8832145354583706,-0.4769743619590355,0.5667823433724268,False,0.4074180788092456,ninguno
Piura,valle_piura,Castilla,2023,10,Octubre,1,57898.0,26.51,35.99,20.31,0.1,60.09,20.44,4.69,99.52,0.42,29.21,17.36,12.48,1.0923139323333702,0.4799557361505633,0.18866441718094779,-0.31322179292734165,-0.5391429889816995,0.09709884474231098,0.3291947073307069,False,0.40735720933985314,nino_costero_2023_2024
Junin,selva_baja,Rio Tambo,2024,3,Marzo,2,9858.301,24.14,32.77,18.43,1.96,75.2,14.7,0.08,89.26,0.57,24.02,18.85,15.37,-0.8421304511817368,-0.08567665962092151,-0.17636483638448577,0.6890121179626397,0.967189775237098,-0.7269992002852499,0.4494971128993354,False,0.40735360912188906,ninguno
Ica,costa,Salas,2020,9,Septiembre,2,3789.1,18.04,26.8,11.55,0.1,48.21,25.33,2.64,87.08,0.38,20.15,6.14,6.89,-0.6962571663148657,-0.9571510198979137,-0.5831107816007248,-0.5532067238824371,-0.9896037126366624,1.0901234915674436,-0.5206736306618891,False,0.4073227011574514,ninguno
Junin,sierra,El Tambo,2020,5,Mayo,21,24136.699,8.36,17.82,-3.01,0.22,72.81,18.49,1.96,65.08,0.43,9.94,2.64,7.33,0.7421749102912472,-0.9684705249009152,-0.5261280119076894,-0.7011754175224691,-0.7784912647908745,-0.347964708606791,-0.5350416475120049,False,0.40731464699002595,ninguno
Junin,sierra,Matahuasi,2020,4,Abril,1,13073.8,7.59,19.18,-0.58,0.23,71.33,17.65,1.96,61.96,0.46,9.81,1.53,7.01,0.5943313180491944,0.4930817792444363,0.928233115868203,-0.6305016815880135,-0.09172168111685837,0.23236229111957438,-0.024313070619521985,False,0.4073030762518689,ninguno
