region,piso_ecologico,distrito,anio,numero_mes,mes,num_cultivos,produccion_piso_ton,temp_promedio,temp_maxima,temp_minima,precipitacion,humedad_relativa,radiacion_solar,velocidad_viento,presion_atmosferica,humedad_suelo,temp_superficie,punto_rocio,humedad_especifica,produccion_piso_ton_z,temp_promedio_z,temp_maxima_z,precipitacion_z,humedad_relativa_z,radiacion_solar_z,humedad_suelo_z,anomalia,score_anomalia,evento_conocido
Piura,valle_chira,Sullana,2023,4,Abril,7,670.6,26.71,33.85,21.53,7.36,78.75,16.45,1.99,99.38,0.57,27.47,22.37,17.12,-1.0971377123214021,0.5977332102381463,-1.1561137246056599,5.329183822088557,4.9145903017714705,-1.283686020095506,5.374069177385305,True,0.6935592655502288,nino_costero_2023_2024
Piura,bosque_seco,Tambogrande,2023,4,Abril,4,22328.6,26.71,33.85,21.53,7.36,78.75,16.45,1.99,99.38,0.57,27.47,22.37,17.12,-0.45584056159331254,0.5977332102381463,-1.1561137246056599,5.329183822088557,4.9145903017714705,-1.283686020095506,5.374069177385305,True,0.6868378277990802,nino_costero_2023_2024
Piura,valle_piura,Castilla,2023,4,Abril,1,2800.0,26.71,33.85,21.53,7.36,78.75,17.31,1.99,99.38,0.57,27.47,22.37,17.12,-0.5781001134791014,0.584514456105327,-1.1672606021375531,5.288151167209333,4.890155018949839,-1.2852907500241442,5.341932296230127,True,0.6861627629811619,nino_costero_2023_2024
Piura,valle_chira,Ignacio Escudero,2023,4,Abril,1,0.0,26.71,33.85,21.53,7.36,78.75,16.45,1.99,99.38,0.57,27.47,22.37,17.12,-0.7421164011300344,0.6551886438484652,-1.1255095751560795,5.215775065970303,4.8247352173641875,-1.247179677181811,5.279288361888027,True,0.6829710271185049,nino_costero_2023_2024
Junin,selva_alta,Rio Negro,2025,3,Marzo,1,42552.75,21.71,28.68,17.67,4.58,88.67,13.23,0.09,89.24,0.67,21.59,19.58,16.06,1.0555400505429242,-1.988527632169453,-2.7798992469605905,2.9933935509685328,2.3614408714381874,-1.9943664842146767,4.223053122424644,True,0.6807524838482898,ninguno
Piura,valle_chira,Querecotillo,2023,4,Abril,1,28000.0,26.71,33.85,21.53,7.36,78.75,16.45,1.99,99.38,0.57,27.47,22.37,17.12,-0.44425194212074726,0.5749820669684687,-1.1610307926948695,5.248454259302137,4.842162102787324,-1.2614632606121594,5.292775076787978,True,0.6806189323548427,nino_costero_2023_2024
Junin,selva_baja,Rio Tambo,2025,3,Marzo,2,8469.183,21.71,28.68,17.67,4.58,88.67,13.23,0.09,89.24,0.67,21.59,19.58,16.06,-1.2284644962506663,-1.988527632169453,-2.7798992469605905,2.9933935509685328,2.3614408714381874,-1.9943664842146767,4.223053122424644,True,0.6750926232949888,ninguno
Ica,costa,Santiago,2025,6,Junio,1,8316.43,17.13,25.05,12.09,4.08,66.52,16.05,2.21,87.14,0.52,17.09,10.34,9.12,-1.0235500430590965,-1.8130542729511336,-2.221990871598042,4.632794930137057,0.7904763106660264,-2.1291382957496023,3.4133049121168244,True,0.6584738422059142,ninguno
La Libertad,costa,Viru,2025,6,Junio,28,446367.071,19.55,26.62,15.58,2.58,79.62,14.73,2.44,94.15,0.45,20.49,15.63,11.84,-0.9129735813083248,-0.48712209222607245,-0.6056343594456124,4.729662324514302,0.9775262816552456,-2.7570210518237044,4.525995708551937,True,0.6498159352643297,ninguno
Ica,costa,Chincha Alta,2025,6,Junio,26,22391.63,18.05,23.54,13.86,2.43,78.54,10.56,3.19,95.96,0.41,18.54,14.02,10.47,-0.500848344037518,-0.9465654497550333,-1.3559014910502991,5.866552067267727,1.2286250868229922,-2.0025459268948618,4.404384654799991,True,0.6472981485887885,ninguno
Junin,sierra,San Agustin,2025,3,Marzo,1,26236.6,8.52,15.14,1.81,4.43,89.55,14.85,1.82,64.95,0.75,9.2,6.72,9.53,1.3883316350221135,-0.7759794888957645,-2.2624838411372665,2.4789972461076393,2.767615884215723,-2.0268774702900845,3.507495244800926,True,0.6461346683777627,ninguno
Ica,costa,El Carmen,2025,6,Junio,2,37874.37,18.05,23.54,13.86,2.43,78.54,10.56,3.19,95.96,0.41,18.54,14.02,10.47,0.44352437802884076,-0.9465654497550333,-1.3559014910502991,5.866552067267727,1.2286250868229922,-2.0025459268948618,4.404384654799991,True,0.6445730915956915,ninguno
Ica,costa,Independencia,2025,6,Junio,2,21652.92,18.05,23.54,13.86,2.43,78.54,10.56,3.19,95.96,0.41,18.54,14.02,10.47,-0.29035063838902014,-0.9465654497550333,-1.3559014910502991,5.866552067267727,1.2286250868229922,-2.0025459268948618,4.404384654799991,True,0.6445056749502743,ninguno
Junin,selva_alta,Pangoa,2025,3,Marzo,1,18595.31,18.7,24.2,15.12,5.56,92.6,13.23,0.23,83.88,0.78,18.64,17.29,14.9,0.23391671070788977,-1.822268710899153,-2.6427054076224743,2.6074718195554567,2.3102852356253027,-1.9943664842146767,3.999601718615946,True,0.64299180261226,ninguno
Junin,sierra,Huasahuasi,2025,3,Marzo,1,53034.9,9.11,16.23,3.8,4.22,86.36,14.16,2.09,65.46,0.62,10.59,6.62,9.41,0.4843550035656899,-0.2979617160595712,-2.0651356537418684,3.8170876479186697,2.7347108842728214,-1.9259241640075484,3.1129800878788267,True,0.6425167026300432,ninguno
Piura,sierra,Canchaque,2023,4,Abril,21,2510.161,18.94,26.65,13.59,4.09,81.2,14.11,1.09,83.14,0.57,19.85,15.19,13.06,-0.9512220363126445,-1.2626102247684952,-2.448753902961297,3.405979032516669,2.4468795208043828,-1.1403226504597759,4.916553425078199,True,0.641035667543407,nino_costero_2023_2024
Junin,selva_alta,Pichanaqui,2021,1,Enero,1,0.0,18.1,23.74,14.09,5.35,85.64,14.92,0.78,82.5,0.65,18.42,15.34,13.38,-0.9929349463695971,-1.8806242107697362,-3.0872485462665185,4.352533103976292,1.9122172157694304,-0.2467960508624194,2.7395759079173287,True,0.6393556560520385,ninguno
Junin,sierra,Matahuasi,2025,3,Marzo,1,14788.45,6.66,14.78,0.94,4.19,85.43,14.16,2.01,61.88,0.72,8.06,4.1,8.31,1.7549240153792791,-0.5646689575065182,-1.9829550211104812,2.971906398573674,2.435368774482086,-1.9259241640075484,3.282264533635498,True,0.6392548295591973,ninguno
Junin,selva_alta,Perene,2021,1,Enero,11,36849.569,18.1,23.74,14.09,5.35,85.64,13.76,0.78,82.5,0.65,18.42,15.34,13.38,-0.9244174203798201,-1.9409244712783202,-3.209357690339052,4.390262248201191,1.905710546574811,-1.0065952856465705,2.8745967312856426,True,0.637020278828268,ninguno
Junin,sierra,Matahuasi,2025,7,Julio,1,16788.5,4.43,14.59,-4.34,0.22,71.99,19.22,2.17,61.98,0.61,5.53,-1.49,5.71,3.108695003216466,-3.1009959929416038,-2.1086654179345605,-0.6395986716894319,0.026567659357985142,1.2032819858329225,1.8833278549122203,True,0.6361469819626947,ninguno
Junin,selva_alta,Perene,2025,3,Marzo,11,50844.55,18.41,24.84,14.4,4.5,87.53,12.58,0.64,82.64,0.65,18.6,16.02,13.93,0.9854753539787225,-1.6240511142883354,-2.396614503023613,3.5613697220823277,2.159402600318526,-1.897497620968442,2.8745967312856426,True,0.6355131742418345,ninguno
Ica,costa,Nazca,2025,2,Febrero,1,227.41,22.14,28.83,17.54,2.62,76.0,14.62,2.79,91.59,0.32,25.02,17.34,13.61,-0.612198028975188,1.2599192018154708,0.5485263895473614,4.983612490336207,2.2420019509650646,-2.1412730646751257,1.8328656380418404,True,0.6332305248782972,ninguno
Junin,sierra,San Jose de Quero,2025,3,Marzo,1,16954.5,6.66,14.78,0.94,4.19,85.43,14.85,2.01,61.88,0.72,8.06,4.1,8.31,0.6786566924469909,-0.5646689575065182,-1.9829550211104812,2.971906398573674,2.435368774482086,-2.0268774702900845,3.282264533635498,True,0.6306767687306395,ninguno
Junin,sierra,El Tambo,2025,3,Marzo,21,19860.875,8.52,15.14,1.81,4.43,89.55,14.85,1.82,64.95,0.75,9.2,6.72,9.53,0.4211515706367106,-0.7759794888957645,-2.2624838411372665,2.4789972461076393,2.767615884215723,-2.0268774702900845,3.507495244800926,True,0.6265292620964884,ninguno
San Martin,selva_huallaga,Bajo Biavo,2021,3,Marzo,2,65221.92,23.3,30.76,18.84,7.12,87.6,15.67,0.05,94.32,0.7,23.22,20.91,16.48,-1.1516610502197808,-1.972980826974886,-2.2688748376031764,3.645239907972082,2.0664630593586186,-0.8185790842016851,3.032777988283392,True,0.6263277345567493,ninguno
Ica,costa,Salas,2025,6,Junio,2,4107.1,17.13,25.05,12.09,4.08,66.52,18.38,2.21,87.14,0.52,17.09,10.34,9.12,-0.6913632230411273,-1.8130542729511336,-2.221990871598042,4.632794930137057,0.7904763106660264,-1.1861649461773265,3.4133049121168244,True,0.6261574646630962,ninguno
San Martin,selva_huallaga,Tocache,2023,10,Octubre,3,79071.56,27.64,36.57,19.86,0.34,50.9,15.76,0.03,89.83,0.57,27.57,15.82,12.6,1.4136429853909491,3.0780633569460942,2.382480674271269,-1.4161332697632454,-2.4880829060377927,0.2939096161219047,-1.250368588833264,True,0.6256543937967644,nino_costero_2023_2024
La Libertad,costa,Guadalupe,2023,4,Abril,1,165328.5,22.83,30.21,18.27,1.79,79.88,18.44,1.95,91.7,0.52,23.67,18.72,14.92,2.7663102282455685,1.054038369550233,0.5789943162144866,1.0811452106402166,2.168873772555803,-0.672215929847328,3.3130662465809557,True,0.6224732283735716,nino_costero_2023_2024
La Libertad,costa,Guadalupe,2025,6,Junio,1,135088.2,20.93,28.67,15.38,3.7,73.06,13.57,2.43,91.87,0.48,21.85,15.32,11.95,2.172514416003753,-0.7940658186712336,-0.6879374878768038,3.265266448673962,0.9088341968016309,-2.6623019957175384,2.2398766894062647,True,0.6218809777712863,ninguno
Piura,valle_chira,Ignacio Escudero,2025,6,Junio,1,209537.0,24.17,34.24,17.75,4.32,69.31,14.21,4.08,99.62,0.46,25.62,17.51,12.6,2.790852276937947,-0.6940897034058889,-0.8756044535811763,2.902076215289572,2.09959366135124,-2.1706875905097447,1.6532641748083554,True,0.6215461301121987,ninguno
Ica,costa,Salas,2025,2,Febrero,2,126833.55,19.68,26.84,15.63,4.08,79.76,16.15,2.76,87.03,0.47,21.88,15.74,12.97,1.197367231321425,0.5853559416485486,-0.5456506652579298,4.632794930137057,2.0776559670574857,-1.9165423873529868,2.0083125754101396,True,0.6142185960265016,ninguno
Junin,sierra,San Agustin,2025,4,Abril,1,53881.7,8.62,15.89,2.29,1.75,87.93,17.25,1.79,64.96,0.73,9.37,6.51,9.41,3.487621507098304,-0.6556725913925459,-1.7765633665394371,0.45456429158776046,2.424444224634441,-0.9199020230263739,3.2548366890313676,True,0.6132306575230961,ninguno
Piura,sierra,Jilili,2021,3,Marzo,1,11210.57,16.71,23.73,11.12,7.25,83.55,15.11,1.1,80.31,0.58,17.64,13.6,12.18,-1.3996957572391246,-1.3905309221963769,-2.1110773684506237,4.153642179152777,1.9198712566978224,-0.6871014399754825,2.9383501897605173,True,0.6111695637369139,ninguno
Puno,puna_alta,Ayaviri,2022,11,Noviembre,6,0.0,9.33,22.59,-5.87,0.28,40.94,25.59,2.46,60.99,0.35,13.24,-6.36,4.1,-0.39314399248613935,1.3743447249341758,1.9612390911158708,-0.7788266753870292,-2.4453194929286424,2.817338936025872,-1.901359001889219,True,0.6082934972471639,sequia_puno_2022
Ica,costa,Nazca,2025,6,Junio,1,7751.03,17.36,25.13,12.61,2.62,71.96,18.91,2.46,91.76,0.37,18.32,11.84,9.52,-0.2085129257512579,-1.2044214971741818,-1.6716994729062442,4.983612490336207,1.4562759231178877,-0.848559382369238,4.027141401894748,True,0.6078617711638283,ninguno
Junin,selva_alta,Rio Negro,2021,1,Enero,1,43349.8,21.98,29.35,16.06,5.03,81.98,14.26,0.06,89.08,0.64,21.93,18.43,14.97,1.2117057364124315,-1.7770997463307274,-2.35340338997135,3.3891842551107665,1.6689731777792947,-1.1063472308491598,3.0909863195670515,True,0.6076914491483949,ninguno
Junin,selva_alta,Pichanaqui,2025,3,Marzo,1,6982.338,18.41,24.84,14.4,4.5,87.53,12.82,0.64,82.64,0.65,18.6,16.02,13.93,0.1499310922949832,-1.565938750848883,-2.298539703873663,3.533044954656525,2.1693308596466205,-1.7199821699433087,2.7395759079173287,True,0.6074858712079506,ninguno
Puno,puna_alta,Pucara,2022,11,Noviembre,1,0.0,9.33,22.59,-5.87,0.28,40.94,29.46,2.46,60.99,0.35,13.24,-6.36,4.1,-0.3864845380266832,1.3479616285722944,1.9485526227902312,-0.785082149118759,-2.390142379376338,2.855651328136496,-1.9041144334436035,True,0.6066480262429299,sequia_puno_2022
Junin,sierra,San Jose de Quero,2025,4,Abril,1,34301.8,6.52,14.47,0.8,1.54,84.4,17.25,1.86,61.89,0.72,7.68,3.74,8.11,2.164768967269411,-0.7239002512109637,-2.1880614580339786,0.561204021697797,2.2507657128319503,-0.9199020230263739,3.282264533635498,True,0.5993949245747089,ninguno
La Libertad,costa,Guadalupe,2023,3,Marzo,1,68318.0,22.74,30.08,18.39,2.94,77.83,20.42,2.02,91.78,0.52,24.04,18.13,14.36,0.8614207713458463,0.9664965922134267,0.4720455275574275,2.3961920293516337,1.790122873685414,0.13689503738532424,3.3130662465809557,True,0.5989969787317379,nino_costero_2023_2024
Piura,valle_chira,Sullana,2023,5,Mayo,7,3213.0,27.2,36.79,21.41,0.35,69.51,14.21,3.48,99.43,0.5,28.44,20.53,15.26,-0.8225655828261191,0.8546867719093495,0.7097961472209607,-0.11722787619447843,2.209315976650747,-2.2265041626334647,3.0250729161957697,True,0.5987087408278703,nino_costero_2023_2024
Ica,costa,Chincha Alta,2025,2,Febrero,26,12970.46,22.17,26.86,19.51,1.69,82.99,22.06,2.46,95.75,0.35,23.48,19.0,14.42,-1.1209550801062496,1.3002343164346675,0.8234258663433749,3.9162025692173037,2.161227498142786,0.5295352341046881,1.0009965124545408,True,0.5942218621505384,ninguno
Piura,valle_piura,Castilla,2025,6,Junio,1,275.0,24.17,34.24,17.75,4.32,69.31,14.07,4.08,99.62,0.46,25.62,17.51,12.6,-0.6546509041734367,-0.7433812873201769,-0.9201527715140877,2.9426726825240035,2.1435005068987287,-2.7162627267152972,1.6659247310372205,True,0.5939537742299763,ninguno
Piura,bosque_seco,Tambogrande,2023,5,Mayo,4,16924.0,27.2,36.79,21.41,0.35,69.51,14.21,3.48,99.43,0.5,28.44,20.53,15.26,-0.5678706133619933,0.8546867719093495,0.7097961472209607,-0.11722787619447843,2.209315976650747,-2.2265041626334647,3.0250729161957697,True,0.5925919421904392,nino_costero_2023_2024
Piura,valle_chira,Querecotillo,2023,3,Marzo,1,22346.0,27.77,38.39,22.07,5.27,69.04,17.13,2.66,99.46,0.45,29.47,20.79,15.57,-1.1254649179245166,1.1277613084843945,1.6919400677536403,3.6460732130036106,2.036371758303443,-0.9729524766531641,1.323193769196996,True,0.5924481317398572,nino_costero_2023_2024
La Libertad,yunga,Cascas,2023,2,Febrero,7,11638.479,17.81,25.93,12.58,3.0,78.98,15.51,1.4,80.57,0.6,19.27,13.63,12.2,1.0658295373844857,-1.3110340452849134,-2.2866076720956934,1.4332535431919566,1.928868508693912,-1.4905407181797865,3.556944713506565,True,0.5918045953532503,nino_costero_2023_2024
San Martin,selva_huallaga,Tocache,2023,9,Septiembre,3,95777.57,26.43,35.51,18.96,0.88,56.0,16.34,0.05,89.93,0.57,26.33,16.08,12.78,2.5878605381370727,2.1894834221712545,1.8640528795498394,-1.07230614951922,-1.924695563759016,0.7783139312012166,-1.250368588833264,True,0.591703942797451,nino_costero_2023_2024
Ica,costa,Independencia,2025,3,Marzo,2,29415.32,22.0,27.64,18.89,1.11,80.76,22.57,2.6,95.81,0.38,23.18,18.35,13.84,0.44174279522444165,1.2075265590918876,1.335436510550323,2.38755025993454,1.6938784246050025,0.6418275290707554,2.7026905836272674,True,0.5911709018245315,ninguno
Junin,selva_baja,Rio Tambo,2021,1,Enero,2,12278.12,21.98,29.35,16.06,5.03,81.98,14.26,0.06,89.08,0.64,21.93,18.43,14.97,-0.1691433740546289,-1.7770997463307274,-2.35340338997135,3.3891842551107665,1.6689731777792947,-1.1063472308491598,3.0909863195670515,True,0.5908858825445698,ninguno
Piura,valle_chira,Ignacio Escudero,2023,5,Mayo,1,4706.0,27.2,36.79,21.41,0.35,69.51,14.21,3.48,99.43,0.5,28.44,20.53,15.26,-0.6627693139855781,0.9154824982400525,0.7583905721008782,-0.11943182326388393,2.1573297112667693,-2.1706875905097447,2.971818424655509,True,0.5905107200055684,nino_costero_2023_2024
Junin,sierra,Matahuasi,2025,4,Abril,1,14722.85,6.52,14.47,0.8,1.54,84.4,15.06,1.86,61.89,0.72,7.68,3.74,8.11,1.7105214370426773,-0.7239002512109637,-2.1880614580339786,0.561204021697797,2.2507657128319503,-1.369345995063591,3.282264533635498,True,0.589794325711679,ninguno
Piura,valle_chira,Querecotillo,2023,5,Mayo,1,28000.0,27.2,36.79,21.41,0.35,69.51,14.21,3.48,99.43,0.5,28.44,20.53,15.26,-0.44425194212074726,0.8305120937069621,0.686487782133019,-0.12603910651253444,2.1721824134947325,-2.211851725418261,2.9771859806932395,True,0.5894053969175168,nino_costero_2023_2024
San Martin,selva_huallaga,Bajo Biavo,2023,10,Octubre,2,89734.7,30.28,38.49,21.75,0.95,48.3,18.01,0.02,94.2,0.6,30.26,17.27,13.2,0.05075787395028338,2.7784303035510662,1.9216078385659525,-0.9804651272297048,-2.2822383185687563,1.0010954600588935,-1.2816342126218567,True,0.5893614355328743,nino_costero_2023_2024
Junin,sierra,El Tambo,2025,6,Junio,21,59794.925,7.79,15.67,0.89,3.01,83.59,18.08,1.57,65.06,0.64,8.67,4.76,8.31,3.4193484320910748,-1.654219840669263,-1.9191000390881343,1.40634993438442,1.505083111929026,-0.5370730141810083,2.1178731880683563,True,0.5892728803932338,ninguno
Junin,sierra,El Tambo,2025,7,Julio,21,38316.833,6.75,15.32,-4.38,0.26,77.09,20.52,1.76,65.11,0.58,7.84,2.13,7.01,1.8068010439742146,-2.9054115747027414,-2.1458629272337877,-0.6709600002908291,0.12815978644856668,0.5883520238704311,1.359897520759681,True,0.5888419065911796,ninguno
San Martin,selva_alto_mayo,Moyobamba,2023,9,Septiembre,14,49800.13,26.44,35.01,19.27,0.4,54.41,18.87,0.05,90.33,0.52,26.34,15.69,12.44,-0.3679526027212595,2.445308681431942,2.0168851857401275,-0.9480279407221754,-2.3243347825294527,1.7865825917435374,-1.1733945409554007,True,0.5871058287274125,nino_costero_2023_2024
Ica,costa,Santiago,2025,2,Febrero,1,7431.75,19.68,26.84,15.63,4.08,79.76,19.28,2.76,87.03,0.47,21.88,15.74,12.97,-1.1797211028886347,0.5853559416485486,-0.5456506652579298,4.632794930137057,2.0776559670574857,-1.1266646408407237,2.0083125754101396,True,0.5867693735640095,ninguno
Piura,valle_chira,Sullana,2023,3,Marzo,7,2270.0,27.77,38.39,22.07,5.27,69.04,17.13,2.66,99.46,0.45,29.47,20.79,15.57,-0.9244069603096198,1.1535919354860562,1.7252573019565383,3.7053606481354118,2.071710031541793,-0.997473369682197,1.3472184439175292,True,0.5858081976787005,nino_costero_2023_2024
Junin,sierra,Huasahuasi,2025,7,Julio,1,44156.7,6.73,16.01,-3.19,0.17,73.52,19.22,1.99,65.61,0.52,8.02,0.98,6.53,0.2334700575957686,-2.946073969056864,-2.2124975873453896,-0.6139776793313795,-0.41138670750039735,1.2032819858329225,1.5189842597481027,True,0.5848640169442436,ninguno
Ica,costa,El Carmen,2025,3,Marzo,2,27287.79,22.0,27.64,18.89,1.11,80.76,22.57,2.6,95.81,0.38,23.18,18.35,13.84,0.05581442211274042,1.2075265590918876,1.335436510550323,2.38755025993454,1.6938784246050025,0.6418275290707554,2.7026905836272674,True,0.5846257713711672,ninguno
San Martin,selva_alto_mayo,Moyobamba,2020,1,Enero,14,38165.345,22.01,29.94,16.81,8.09,85.19,15.89,0.02,90.29,0.66,21.97,19.11,15.47,-1.0810964076478733,-1.2084028764994963,-0.927729604789922,4.407300683696534,1.7292632454049255,-0.43121388210423417,2.816146898292955,True,0.5838515102086418,ninguno
Ica,costa,El Carmen,2025,2,Febrero,2,3098.82,22.17,26.86,19.51,1.69,82.99,22.06,2.46,95.75,0.35,23.48,19.0,14.42,-0.8300528260784481,1.3002343164346675,0.8234258663433749,3.9162025692173037,2.161227498142786,0.5295352341046881,1.0009965124545408,True,0.5828634594905738,ninguno
Junin,sierra,Huasahuasi,2025,4,Abril,1,81415.9,8.82,16.41,2.85,1.38,86.34,15.06,1.92,65.47,0.63,10.03,6.33,9.23,1.2863605510384128,-0.6206308561306692,-1.9445667989753508,0.709871467822339,2.729810420734235,-1.369345995063591,3.2723796706918993,True,0.5824414158910042,ninguno
Piura,bosque_seco,Tambogrande,2025,6,Junio,4,2554.0,24.17,34.24,17.75,4.32,69.31,14.21,4.08,99.62,0.46,25.62,17.51,12.6,-0.865741287216847,-0.7342301502615638,-0.9085950681388627,2.9672592054294373,2.150760255327787,-2.2265041626334647,1.6827893383731776,True,0.5823844527914419,ninguno
San Martin,selva_alto_mayo,Moyobamba,2020,2,Febrero,14,39130.7,21.63,27.08,16.27,2.96,87.17,15.86,0.06,90.34,0.69,21.49,19.2,15.54,-1.0219258309844514,-1.5218138002046782,-2.5887943584222604,0.8347602619451714,1.9900210132837457,-0.45354069224364213,3.671048635274743,True,0.5815355776391278,ninguno
Ica,costa,Salas,2025,3,Marzo,2,51443.68,19.48,26.39,15.31,1.93,78.8,16.98,2.51,87.08,0.54,21.09,15.35,12.63,0.037135321904720284,0.39724533658190764,-0.9670769741143821,1.831311624573762,1.9843257200683764,-1.6446978688885028,3.975301846799498,True,0.5815001029135983,ninguno
Junin,selva_alta,Rio Negro,2025,2,Febrero,1,44744.2,22.75,32.31,17.7,5.83,81.55,14.43,0.07,89.14,0.61,22.64,18.98,15.49,1.484909967485061,-1.1741387385684359,-0.4691828874517252,4.092812173585848,1.6244647908923995,-0.9597809463131036,1.9589195167094589,True,0.5810923898205885,ninguno
Ica,costa,Santiago,2025,3,Marzo,1,8802.35,19.48,26.39,15.31,1.93,78.8,21.95,2.51,87.08,0.54,21.09,15.35,12.63,-0.9377714096635531,0.39724533658190764,-0.9670769741143821,1.831311624573762,1.9843257200683764,-0.29799446789747186,3.975301846799498,True,0.5805169014959669,ninguno
Ica,costa,Independencia,2025,2,Febrero,2,16895.67,22.17,26.86,19.51,1.69,82.99,22.06,2.46,95.75,0.35,23.48,19.0,14.42,-0.7390200559734837,1.3002343164346675,0.8234258663433749,3.9162025692173037,2.161227498142786,0.5295352341046881,1.0009965124545408,True,0.5795296000889738,ninguno
Piura,bosque_seco,Tambogrande,2023,3,Marzo,4,33654.0,27.77,38.39,22.07,5.27,69.04,17.13,2.66,99.46,0.45,29.47,20.79,15.57,-0.22108032988309953,1.1535919354860562,1.7252573019565383,3.7053606481354118,2.071710031541793,-0.997473369682197,1.3472184439175292,True,0.5790985473775392,nino_costero_2023_2024
Ica,costa,Chincha Alta,2025,3,Marzo,26,19148.75,22.0,27.64,18.89,1.11,80.76,22.57,2.6,95.81,0.38,23.18,18.35,13.84,-0.7142965391409466,1.2075265590918876,1.335436510550323,2.38755025993454,1.6938784246050025,0.6418275290707554,2.7026905836272674,True,0.5790370574834989,ninguno
Piura,valle_chira,Ignacio Escudero,2023,3,Marzo,1,0.0,27.77,38.39,22.07,5.27,69.04,17.13,2.66,99.46,0.45,29.47,20.79,15.57,-0.7421164011300344,1.2182733084506754,1.783642352920993,3.6251071061272997,2.0216499939652777,-0.9668290606358313,1.3236256123465664,True,0.5787128174043156,nino_costero_2023_2024
Piura,valle_chira,Querecotillo,2024,2,Febrero,1,34413.0,28.85,38.72,23.33,4.39,67.36,16.46,3.63,99.42,0.45,30.92,21.53,16.27,0.3284079117578473,1.6909703470100563,1.8993146016628921,2.9713864566673895,1.550920905704788,-1.257220454965703,1.323193769196996,True,0.5775228511462054,nino_costero_2023_2024
San Martin,selva_huallaga,Tocache,2021,4,Abril,3,48886.09,21.05,26.52,16.77,5.28,90.47,15.07,0.07,89.98,0.75,20.92,19.33,15.67,-0.708007169965807,-1.7613926514557154,-2.5328017190781247,1.729248163580244,1.8831400614075393,-0.28236448285175897,2.9657502892160843,True,0.5773141285784883,ninguno
Piura,valle_piura,Castilla,2023,3,Marzo,1,983.0,27.77,38.39,22.07,5.27,69.04,18.68,2.66,99.46,0.45,29.47,20.79,15.57,-0.6331863656341934,1.1386756718655764,1.7093279902484242,3.6756347089881682,2.0649415325074374,-0.6802192660528843,1.3317422251105921,True,0.5771747394003531,nino_costero_2023_2024
Ica,costa,Nazca,2025,3,Marzo,1,246.53,22.0,29.25,17.37,0.83,74.06,15.87,2.82,91.65,0.35,24.58,16.69,13.05,-0.6111721319769822,1.187741859167238,0.800552027988042,1.0818609477638577,1.8646978682859756,-1.7646082388284219,3.149431096353584,True,0.576887388600505,ninguno
Piura,valle_chira,Querecotillo,2025,6,Junio,1,25000.0,24.17,34.24,17.75,4.32,69.31,14.21,4.08,99.62,0.46,25.62,17.51,12.6,-0.8057020530884353,-0.7496021532678075,-0.915951798074843,2.917718191958827,2.1143906453282257,-2.211851725418261,1.653992211496245,True,0.5768487417707596,ninguno
La Libertad,yunga,Cascas,2023,1,Enero,7,11528.048,17.37,26.53,11.31,7.48,70.17,17.15,1.78,80.63,0.46,19.41,11.02,10.39,1.0312114846882057,-1.7586166403890258,-1.8383393988806993,5.0130384033870685,0.9002164771204642,-0.6745117496407107,0.9299382222278609,True,0.5767172111080944,nino_costero_2023_2024
Piura,valle_chira,Sullana,2025,6,Junio,7,9592.0,24.17,34.24,17.75,4.32,69.31,14.21,4.08,99.62,0.46,25.62,17.51,12.6,-0.13365132305172842,-0.7342301502615638,-0.9085950681388627,2.9672592054294373,2.150760255327787,-2.2265041626334647,1.6827893383731776,True,0.5766654502921352,ninguno
Piura,bosque_seco,Tambogrande,2024,2,Febrero,4,43933.0,28.85,38.72,23.33,4.39,67.36,16.46,3.63,99.42,0.45,30.92,21.53,16.27,-0.0080105555926304,1.7199385612103437,1.93469616512075,3.0216456275235615,1.5798419724289319,-1.2794770105306037,1.3472184439175292,True,0.5754034621080557,nino_costero_2023_2024
Piura,valle_piura,Castilla,2023,5,Mayo,1,900.0,27.2,36.79,21.41,0.35,69.51,15.89,3.48,99.43,0.5,28.44,20.53,15.26,-0.6357026886550369,0.8406833199944984,0.6955522748701051,-0.12033704912098235,2.201692339781168,-1.9124451348702662,3.002654754743732,True,0.5753132196061059,nino_costero_2023_2024
Piura,sierra,Jilili,2025,12,Diciembre,1,120987.0,18.12,28.78,9.98,0.2,63.8,20.68,1.54,80.28,0.43,20.03,9.92,9.73,2.2639028241548593,0.38759797644577765,1.106748404224348,-1.0797570184236147,-1.866306566716532,2.8882048027105154,-1.1504863635215115,True,0.5751927062285477,ninguno
Piura,valle_chira,Sullana,2023,6,Junio,7,27437.4,26.31,35.34,20.53,0.07,68.26,13.53,3.84,99.5,0.47,27.82,19.28,14.1,1.7936022482569272,0.3879752007106317,-0.21046552425815288,-0.33477356457097623,1.843342718382251,-2.5127168130467745,2.018360232828824,True,0.5750364070575099,nino_costero_2023_2024
Piura,valle_chira,Ignacio Escudero,2024,2,Febrero,1,865.0,28.85,38.72,23.33,4.39,67.36,16.46,3.63,99.42,0.45,30.92,21.53,16.27,-0.72753177928984,1.791982212007646,1.9951005327151403,2.9553521756670884,1.5366671746748357,-1.243056873997311,1.3236256123465664,True,0.5746370192765203,nino_costero_2023_2024
