region,piso_ecologico,distrito,cultivo,anio,numero_mes,mes,produccion_ton,temp_promedio,temp_maxima,temp_minima,precipitacion,humedad_relativa,radiacion_solar,velocidad_viento,presion_atmosferica,humedad_suelo,temp_superficie,punto_rocio,humedad_especifica
Ica,costa,Chincha Alta,pallar_grano_seco,2025,8,Agosto,95.12,17.74,24.3,13.02,0.02,68.9,14.11,3.32,95.99,0.37,18.64,11.51,8.94
Ica,costa,Chincha Alta,palta,2025,8,Agosto,19508.1,17.74,24.3,13.02,0.02,68.9,14.11,3.32,95.99,0.37,18.64,11.51,8.94
Ica,costa,Chincha Alta,papa,2025,8,Agosto,60851.48,17.74,24.3,13.02,0.02,68.9,14.11,3.32,95.99,0.37,18.64,11.51,8.94
Ica,costa,Chincha Alta,papaya,2025,8,Agosto,26.0,17.74,24.3,13.02,0.02,68.9,14.11,3.32,95.99,0.37,18.64,11.51,8.94
Ica,costa,Chincha Alta,paprika,2025,8,Agosto,438.74,17.74,24.3,13.02,0.02,68.9,14.11,3.32,95.99,0.37,18.64,11.51,8.94
Ica,costa,Chincha Alta,pimiento,2025,8,Agosto,93.63,17.74,24.3,13.02,0.02,68.9,14.11,3.32,95.99,0.37,18.64,11.51,8.94
Ica,costa,Chincha Alta,tangelo,2025,8,Agosto,5825.22,17.74,24.3,13.02,0.02,68.9,14.11,3.32,95.99,0.37,18.64,11.51,8.94
Ica,costa,Chincha Alta,tomate,2025,8,Agosto,2968.09,17.74,24.3,13.02,0.02,68.9,14.11,3.32,95.99,0.37,18.64,11.51,8.94
Ica,costa,Chincha Alta,tuna,2025,8,Agosto,0.0,17.74,24.3,13.02,0.02,68.9,14.11,3.32,95.99,0.37,18.64,11.51,8.94
Ica,costa,Chincha Alta,uva,2025,8,Agosto,825.0,17.74,24.3,13.02,0.02,68.9,14.11,3.32,95.99,0.37,18.64,11.51,8.94
Ica,costa,Chincha Alta,yuca,2025,8,Agosto,425.56,17.74,24.3,13.02,0.02,68.9,14.11,3.32,95.99,0.37,18.64,11.51,8.94
Ica,costa,Chincha Alta,zanahoria,2025,8,Agosto,34.65,17.74,24.3,13.02,0.02,68.9,14.11,3.32,95.99,0.37,18.64,11.51,8.94
Ica,costa,Chincha Alta,zapallo,2025,8,Agosto,3061.62,17.74,24.3,13.02,0.02,68.9,14.11,3.32,95.99,0.37,18.64,11.51,8.94
Ica,costa,Chincha Alta,aceituna,2025,9,Septiembre,60.31,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,aji,2025,9,Septiembre,40.0,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,ajo,2025,9,Septiembre,8.7,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,alcachofa,2025,9,Septiembre,11827.0,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,alfalfa,2025,9,Septiembre,5125.16,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,algodon_rama,2025,9,Septiembre,,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,arandano,2025,9,Septiembre,9505.99,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,arveja_grano_seco,2025,9,Septiembre,0.0,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,arveja_verde,2025,9,Septiembre,11.24,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,camote,2025,9,Septiembre,2189.96,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,cebolla,2025,9,Septiembre,12453.07,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,esparrago,2025,9,Septiembre,20746.88,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,frijol_grano_seco,2025,9,Septiembre,2508.93,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,haba_grano_seco,2025,9,Septiembre,0.0,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,limon_sutil,2025,9,Septiembre,634.45,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,maiz_amarillo_duro,2025,9,Septiembre,18590.08,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,maiz_chala,2025,9,Septiembre,0.0,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,maiz_choclo,2025,9,Septiembre,15910.16,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,mandarina,2025,9,Septiembre,,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,mango,2025,9,Septiembre,0.0,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,naranja,2025,9,Septiembre,935.05,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,pallar_grano_seco,2025,9,Septiembre,901.96,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,palta,2025,9,Septiembre,7291.93,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,papa,2025,9,Septiembre,19249.6,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,papaya,2025,9,Septiembre,12.51,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,paprika,2025,9,Septiembre,1204.35,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,pimiento,2025,9,Septiembre,266.76,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,tangelo,2025,9,Septiembre,1416.6,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,tomate,2025,9,Septiembre,441.91,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,tuna,2025,9,Septiembre,0.0,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,uva,2025,9,Septiembre,1140.0,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,yuca,2025,9,Septiembre,831.86,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,zanahoria,2025,9,Septiembre,0.0,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,zapallo,2025,9,Septiembre,4817.52,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,aceituna,2025,10,Octubre,0.0,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,aji,2025,10,Octubre,287.34,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,ajo,2025,10,Octubre,0.0,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,alcachofa,2025,10,Octubre,5580.2,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,alfalfa,2025,10,Octubre,7530.22,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,algodon_rama,2025,10,Octubre,1.16,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,arandano,2025,10,Octubre,19100.0,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,arveja_grano_seco,2025,10,Octubre,13.5,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,arveja_verde,2025,10,Octubre,0.0,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,camote,2025,10,Octubre,724.5,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,cebolla,2025,10,Octubre,6867.75,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,esparrago,2025,10,Octubre,18663.97,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,frijol_grano_seco,2025,10,Octubre,785.64,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,haba_grano_seco,2025,10,Octubre,0.0,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,limon_sutil,2025,10,Octubre,6.05,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,maiz_amarillo_duro,2025,10,Octubre,12262.41,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,maiz_chala,2025,10,Octubre,0.0,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,maiz_choclo,2025,10,Octubre,3732.5,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,mandarina,2025,10,Octubre,3250.38,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,mango,2025,10,Octubre,0.0,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,naranja,2025,10,Octubre,0.0,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,pallar_grano_seco,2025,10,Octubre,2903.68,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,palta,2025,10,Octubre,0.0,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,papa,2025,10,Octubre,0.0,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,papaya,2025,10,Octubre,51.1,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,paprika,2025,10,Octubre,226.5,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,pimiento,2025,10,Octubre,194.07,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,tangelo,2025,10,Octubre,0.0,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,tomate,2025,10,Octubre,12468.0,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,tuna,2025,10,Octubre,0.0,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,uva,2025,10,Octubre,2530.0,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,yuca,2025,10,Octubre,712.0,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,zanahoria,2025,10,Octubre,50.34,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,zapallo,2025,10,Octubre,948.0,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,aceituna,2025,11,Noviembre,0.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,aji,2025,11,Noviembre,824.5,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,ajo,2025,11,Noviembre,84.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,alcachofa,2025,11,Noviembre,8856.3,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,alfalfa,2025,11,Noviembre,7136.38,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,algodon_rama,2025,11,Noviembre,3.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,arandano,2025,11,Noviembre,13682.82,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,arveja_grano_seco,2025,11,Noviembre,0.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,arveja_verde,2025,11,Noviembre,7.59,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,camote,2025,11,Noviembre,354.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,cebolla,2025,11,Noviembre,8860.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,esparrago,2025,11,Noviembre,13292.96,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,frijol_grano_seco,2025,11,Noviembre,0.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,haba_grano_seco,2025,11,Noviembre,0.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,limon_sutil,2025,11,Noviembre,3.7,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,maiz_amarillo_duro,2025,11,Noviembre,9003.4,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,maiz_chala,2025,11,Noviembre,0.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,maiz_choclo,2025,11,Noviembre,50.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,mandarina,2025,11,Noviembre,0.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,mango,2025,11,Noviembre,0.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,naranja,2025,11,Noviembre,0.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,pallar_grano_seco,2025,11,Noviembre,683.6,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,palta,2025,11,Noviembre,0.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,papa,2025,11,Noviembre,8840.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,papaya,2025,11,Noviembre,8.45,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,paprika,2025,11,Noviembre,217.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,pimiento,2025,11,Noviembre,0.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,tangelo,2025,11,Noviembre,0.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,tomate,2025,11,Noviembre,22560.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,tuna,2025,11,Noviembre,0.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,uva,2025,11,Noviembre,35385.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,yuca,2025,11,Noviembre,0.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,zanahoria,2025,11,Noviembre,0.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,zapallo,2025,11,Noviembre,362.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,aceituna,2025,12,Diciembre,0.45,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,aji,2025,12,Diciembre,362.0,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,ajo,2025,12,Diciembre,0.0,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,alcachofa,2025,12,Diciembre,2126.95,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,alfalfa,2025,12,Diciembre,29886.39,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,algodon_rama,2025,12,Diciembre,418.79,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,arandano,2025,12,Diciembre,4687.82,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,arveja_grano_seco,2025,12,Diciembre,0.0,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,arveja_verde,2025,12,Diciembre,5.05,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,camote,2025,12,Diciembre,,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,cebolla,2025,12,Diciembre,14924.5,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,esparrago,2025,12,Diciembre,10967.06,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,frijol_grano_seco,2025,12,Diciembre,0.0,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,haba_grano_seco,2025,12,Diciembre,0.0,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,limon_sutil,2025,12,Diciembre,72.74,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,maiz_amarillo_duro,2025,12,Diciembre,9264.23,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,maiz_chala,2025,12,Diciembre,0.0,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,maiz_choclo,2025,12,Diciembre,0.0,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,mandarina,2025,12,Diciembre,2739.0,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,mango,2025,12,Diciembre,,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,naranja,2025,12,Diciembre,2269.22,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,pallar_grano_seco,2025,12,Diciembre,403.74,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,palta,2025,12,Diciembre,0.0,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,papa,2025,12,Diciembre,127.29,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,papaya,2025,12,Diciembre,286.54,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,paprika,2025,12,Diciembre,817.8,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,pimiento,2025,12,Diciembre,96.0,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,tangelo,2025,12,Diciembre,229.41,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,tomate,2025,12,Diciembre,47642.0,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,tuna,2025,12,Diciembre,489.26,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,uva,2025,12,Diciembre,153615.3,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,yuca,2025,12,Diciembre,461.0,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,zanahoria,2025,12,Diciembre,0.0,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,zapallo,2025,12,Diciembre,882.79,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Junin,selva_alta,Perene,aji,2020,1,Enero,0.0,19.23,27.33,14.32,0.82,81.02,14.55,0.73,82.61,0.58,19.56,15.4,13.41
Junin,sierra,El Tambo,ajo,2020,1,Enero,12.0,9.71,19.15,2.12,0.96,77.12,19.07,2.14,64.92,0.51,11.5,5.25,8.64
Junin,sierra,El Tambo,alcachofa,2020,1,Enero,337.1,9.71,19.15,2.12,0.96,77.12,19.07,2.14,64.92,0.51,11.5,5.25,8.64
Junin,sierra,El Tambo,alfalfa,2020,1,Enero,11069.4,9.71,19.15,2.12,0.96,77.12,19.07,2.14,64.92,0.51,11.5,5.25,8.64
Junin,selva_alta,Perene,arroz_cascara,2020,1,Enero,56.0,19.23,27.33,14.32,0.82,81.02,14.55,0.73,82.61,0.58,19.56,15.4,13.41
Junin,sierra,El Tambo,arveja_grano_seco,2020,1,Enero,0.0,9.71,19.15,2.12,0.96,77.12,19.07,2.14,64.92,0.51,11.5,5.25,8.64
Junin,sierra,El Tambo,arveja_verde,2020,1,Enero,3421.6,9.71,19.15,2.12,0.96,77.12,19.07,2.14,64.92,0.51,11.5,5.25,8.64
Junin,sierra,El Tambo,avena_forrajera,2020,1,Enero,814.2,9.71,19.15,2.12,0.96,77.12,19.07,2.14,64.92,0.51,11.5,5.25,8.64
Junin,selva_baja,Rio Tambo,cacao,2020,1,Enero,544.689,23.39,34.07,17.54,1.5,74.98,14.99,0.05,89.17,0.58,23.34,18.11,14.67
Junin,selva_alta,Perene,cafe_pergamino,2020,1,Enero,0.0,19.23,27.33,14.32,0.82,81.02,14.55,0.73,82.61,0.58,19.56,15.4,13.41
Junin,sierra,El Tambo,cebada_forrajera,2020,1,Enero,312.4,9.71,19.15,2.12,0.96,77.12,19.07,2.14,64.92,0.51,11.5,5.25,8.64
Junin,sierra,El Tambo,cebada_grano,2020,1,Enero,0.0,9.71,19.15,2.12,0.96,77.12,19.07,2.14,64.92,0.51,11.5,5.25,8.64
Junin,sierra,El Tambo,cebolla,2020,1,Enero,270.1,9.71,19.15,2.12,0.96,77.12,19.07,2.14,64.92,0.51,11.5,5.25,8.64
Junin,sierra,El Tambo,frijol_grano_seco,2020,1,Enero,317.3,9.71,19.15,2.12,0.96,77.12,19.07,2.14,64.92,0.51,11.5,5.25,8.64
Junin,selva_alta,Perene,granadilla,2020,1,Enero,736.35,19.23,27.33,14.32,0.82,81.02,14.55,0.73,82.61,0.58,19.56,15.4,13.41
Junin,sierra,El Tambo,haba_grano_seco,2020,1,Enero,0.0,9.71,19.15,2.12,0.96,77.12,19.07,2.14,64.92,0.51,11.5,5.25,8.64
Junin,selva_alta,Perene,limon_sutil,2020,1,Enero,192.75,19.23,27.33,14.32,0.82,81.02,14.55,0.73,82.61,0.58,19.56,15.4,13.41
