region,piso_ecologico,distrito,cultivo,anio,numero_mes,mes,produccion_ton,temp_promedio,temp_maxima,temp_minima,precipitacion,humedad_relativa,radiacion_solar,velocidad_viento,presion_atmosferica,humedad_suelo,temp_superficie,punto_rocio,humedad_especifica
La Libertad,sierra,Huamachuco,avena_forrajera,2024,2,Febrero,408.2,12.74,23.06,4.23,0.89,73.07,17.11,1.79,68.2,0.48,15.43,7.24,9.43
La Libertad,sierra,Huamachuco,cafe_pergamino,2024,2,Febrero,0.0,12.74,23.06,4.23,0.89,73.07,17.11,1.79,68.2,0.48,15.43,7.24,9.43
La Libertad,costa,Viru,camote,2024,2,Febrero,118.48,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,costa,Viru,cana_para_azucar,2024,2,Febrero,398168.5153,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,sierra,Huamachuco,cebada_forrajera,2024,2,Febrero,0.0,12.74,23.06,4.23,0.89,73.07,17.11,1.79,68.2,0.48,15.43,7.24,9.43
La Libertad,sierra,Huamachuco,cebada_grano,2024,2,Febrero,0.0,12.74,23.06,4.23,0.89,73.07,17.11,1.79,68.2,0.48,15.43,7.24,9.43
La Libertad,costa,Viru,cebolla,2024,2,Febrero,2486.0,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,costa,Viru,esparrago,2024,2,Febrero,14414.08,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,yunga,Cascas,frijol_grano_seco,2024,2,Febrero,2.3,20.05,29.96,13.56,1.05,70.47,17.11,1.72,80.67,0.42,22.62,13.62,12.24
La Libertad,yunga,Cascas,granadilla,2024,2,Febrero,26.47,20.05,29.96,13.56,1.05,70.47,17.11,1.72,80.67,0.42,22.62,13.62,12.24
La Libertad,sierra,Huamachuco,haba_grano_seco,2024,2,Febrero,0.0,12.74,23.06,4.23,0.89,73.07,17.11,1.79,68.2,0.48,15.43,7.24,9.43
La Libertad,costa,Viru,limon_sutil,2024,2,Febrero,151.7,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,costa,Viru,maiz_amarillo_duro,2024,2,Febrero,1751.0,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,sierra,Huamachuco,maiz_amilaceo,2024,2,Febrero,0.0,12.74,23.06,4.23,0.89,73.07,17.11,1.79,68.2,0.48,15.43,7.24,9.43
La Libertad,costa,Viru,maiz_chala,2024,2,Febrero,20329.0,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,costa,Viru,maiz_choclo,2024,2,Febrero,11.0,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,costa,Viru,mandarina,2024,2,Febrero,8.5,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,costa,Viru,mango,2024,2,Febrero,1463.04,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,yunga,Cascas,manzana,2024,2,Febrero,107.06,20.05,29.96,13.56,1.05,70.47,17.11,1.72,80.67,0.42,22.62,13.62,12.24
La Libertad,yunga,Cascas,melocoton,2024,2,Febrero,18.34,20.05,29.96,13.56,1.05,70.47,17.11,1.72,80.67,0.42,22.62,13.62,12.24
La Libertad,costa,Viru,naranja,2024,2,Febrero,1.55,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,sierra,Huamachuco,oca,2024,2,Febrero,0.0,12.74,23.06,4.23,0.89,73.07,17.11,1.79,68.2,0.48,15.43,7.24,9.43
La Libertad,sierra,Huamachuco,olluco,2024,2,Febrero,96.0,12.74,23.06,4.23,0.89,73.07,17.11,1.79,68.2,0.48,15.43,7.24,9.43
La Libertad,sierra,Huamachuco,oregano,2024,2,Febrero,0.0,12.74,23.06,4.23,0.89,73.07,17.11,1.79,68.2,0.48,15.43,7.24,9.43
La Libertad,costa,Viru,pallar_grano_seco,2024,2,Febrero,0.0,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,costa,Viru,palta,2024,2,Febrero,800.0,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,sierra,Huamachuco,papa,2024,2,Febrero,35701.6,12.74,23.06,4.23,0.89,73.07,17.11,1.79,68.2,0.48,15.43,7.24,9.43
La Libertad,costa,Viru,papaya,2024,2,Febrero,200.699,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,costa,Viru,paprika,2024,2,Febrero,0.0,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,costa,Viru,pimiento,2024,2,Febrero,2500.0,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,yunga,Cascas,pina,2024,2,Febrero,370.45,20.05,29.96,13.56,1.05,70.47,17.11,1.72,80.67,0.42,22.62,13.62,12.24
La Libertad,costa,Viru,piquillo,2024,2,Febrero,0.0,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,yunga,Cascas,platano,2024,2,Febrero,968.478,20.05,29.96,13.56,1.05,70.47,17.11,1.72,80.67,0.42,22.62,13.62,12.24
La Libertad,sierra,Huamachuco,quinua,2024,2,Febrero,0.0,12.74,23.06,4.23,0.89,73.07,17.11,1.79,68.2,0.48,15.43,7.24,9.43
La Libertad,costa,Viru,tomate,2024,2,Febrero,1170.0,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,sierra,Huamachuco,trigo,2024,2,Febrero,0.0,12.74,23.06,4.23,0.89,73.07,17.11,1.79,68.2,0.48,15.43,7.24,9.43
La Libertad,costa,Viru,tuna,2024,2,Febrero,27.949,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,yunga,Cascas,uva,2024,2,Febrero,7100.0,20.05,29.96,13.56,1.05,70.47,17.11,1.72,80.67,0.42,22.62,13.62,12.24
La Libertad,costa,Viru,yuca,2024,2,Febrero,1453.5,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,costa,Viru,zanahoria,2024,2,Febrero,57.0,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,costa,Viru,zapallo,2024,2,Febrero,1047.5,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,costa,Viru,aceituna,2024,3,Marzo,0.0,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,costa,Viru,aji,2024,3,Marzo,503.8,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,costa,Viru,ajo,2024,3,Marzo,217.4,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,costa,Viru,alcachofa,2024,3,Marzo,0.0,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,costa,Viru,alfalfa,2024,3,Marzo,20735.15,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,costa,Viru,arandano,2024,3,Marzo,2900.0,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,costa,Viru,arroz_cascara,2024,3,Marzo,44995.5,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,sierra,Huamachuco,arveja_grano_seco,2024,3,Marzo,0.0,12.47,23.58,3.46,1.01,73.38,18.37,1.66,68.22,0.48,14.69,7.1,9.35
La Libertad,sierra,Huamachuco,arveja_verde,2024,3,Marzo,387.0,12.47,23.58,3.46,1.01,73.38,18.37,1.66,68.22,0.48,14.69,7.1,9.35
La Libertad,sierra,Huamachuco,avena_forrajera,2024,3,Marzo,598.2,12.47,23.58,3.46,1.01,73.38,18.37,1.66,68.22,0.48,14.69,7.1,9.35
La Libertad,sierra,Huamachuco,cafe_pergamino,2024,3,Marzo,2.96,12.47,23.58,3.46,1.01,73.38,18.37,1.66,68.22,0.48,14.69,7.1,9.35
La Libertad,costa,Viru,camote,2024,3,Marzo,565.2,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,costa,Viru,cana_para_azucar,2024,3,Marzo,301759.3368,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,sierra,Huamachuco,cebada_forrajera,2024,3,Marzo,0.0,12.47,23.58,3.46,1.01,73.38,18.37,1.66,68.22,0.48,14.69,7.1,9.35
La Libertad,sierra,Huamachuco,cebada_grano,2024,3,Marzo,0.0,12.47,23.58,3.46,1.01,73.38,18.37,1.66,68.22,0.48,14.69,7.1,9.35
La Libertad,costa,Viru,cebolla,2024,3,Marzo,2890.0,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,costa,Viru,esparrago,2024,3,Marzo,14639.7,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,yunga,Cascas,frijol_grano_seco,2024,3,Marzo,0.0,20.05,30.2,12.38,1.12,66.77,18.37,1.52,80.68,0.41,22.22,12.79,11.63
La Libertad,yunga,Cascas,granadilla,2024,3,Marzo,34.15,20.05,30.2,12.38,1.12,66.77,18.37,1.52,80.68,0.41,22.22,12.79,11.63
La Libertad,sierra,Huamachuco,haba_grano_seco,2024,3,Marzo,0.0,12.47,23.58,3.46,1.01,73.38,18.37,1.66,68.22,0.48,14.69,7.1,9.35
La Libertad,costa,Viru,limon_sutil,2024,3,Marzo,155.329,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,costa,Viru,maiz_amarillo_duro,2024,3,Marzo,2046.0,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,sierra,Huamachuco,maiz_amilaceo,2024,3,Marzo,0.0,12.47,23.58,3.46,1.01,73.38,18.37,1.66,68.22,0.48,14.69,7.1,9.35
La Libertad,costa,Viru,maiz_chala,2024,3,Marzo,20457.0,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,costa,Viru,maiz_choclo,2024,3,Marzo,415.0,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,costa,Viru,mandarina,2024,3,Marzo,12.7,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,costa,Viru,mango,2024,3,Marzo,1418.599,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,yunga,Cascas,manzana,2024,3,Marzo,112.818,20.05,30.2,12.38,1.12,66.77,18.37,1.52,80.68,0.41,22.22,12.79,11.63
La Libertad,yunga,Cascas,melocoton,2024,3,Marzo,19.22,20.05,30.2,12.38,1.12,66.77,18.37,1.52,80.68,0.41,22.22,12.79,11.63
La Libertad,costa,Viru,naranja,2024,3,Marzo,49.7,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,sierra,Huamachuco,oca,2024,3,Marzo,0.0,12.47,23.58,3.46,1.01,73.38,18.37,1.66,68.22,0.48,14.69,7.1,9.35
La Libertad,sierra,Huamachuco,olluco,2024,3,Marzo,89.0,12.47,23.58,3.46,1.01,73.38,18.37,1.66,68.22,0.48,14.69,7.1,9.35
La Libertad,sierra,Huamachuco,oregano,2024,3,Marzo,0.0,12.47,23.58,3.46,1.01,73.38,18.37,1.66,68.22,0.48,14.69,7.1,9.35
La Libertad,costa,Viru,pallar_grano_seco,2024,3,Marzo,0.0,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,costa,Viru,palta,2024,3,Marzo,7600.0,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,sierra,Huamachuco,papa,2024,3,Marzo,80766.5,12.47,23.58,3.46,1.01,73.38,18.37,1.66,68.22,0.48,14.69,7.1,9.35
La Libertad,costa,Viru,papaya,2024,3,Marzo,230.61,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,costa,Viru,paprika,2024,3,Marzo,72.0,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,costa,Viru,pimiento,2024,3,Marzo,461.0,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,yunga,Cascas,pina,2024,3,Marzo,5197.53,20.05,30.2,12.38,1.12,66.77,18.37,1.52,80.68,0.41,22.22,12.79,11.63
La Libertad,costa,Viru,piquillo,2024,3,Marzo,0.0,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,yunga,Cascas,platano,2024,3,Marzo,1602.52,20.05,30.2,12.38,1.12,66.77,18.37,1.52,80.68,0.41,22.22,12.79,11.63
La Libertad,sierra,Huamachuco,quinua,2024,3,Marzo,0.0,12.47,23.58,3.46,1.01,73.38,18.37,1.66,68.22,0.48,14.69,7.1,9.35
La Libertad,costa,Viru,tomate,2024,3,Marzo,1045.0,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,sierra,Huamachuco,trigo,2024,3,Marzo,0.0,12.47,23.58,3.46,1.01,73.38,18.37,1.66,68.22,0.48,14.69,7.1,9.35
La Libertad,costa,Viru,tuna,2024,3,Marzo,74.79,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,yunga,Cascas,uva,2024,3,Marzo,2827.6,20.05,30.2,12.38,1.12,66.77,18.37,1.52,80.68,0.41,22.22,12.79,11.63
La Libertad,costa,Viru,yuca,2024,3,Marzo,2983.1,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,costa,Viru,zanahoria,2024,3,Marzo,398.0,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,costa,Viru,zapallo,2024,3,Marzo,845.0,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,costa,Viru,aceituna,2024,4,Abril,2.33,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,costa,Viru,aji,2024,4,Abril,373.3,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,costa,Viru,ajo,2024,4,Abril,260.0,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,costa,Viru,alcachofa,2024,4,Abril,0.0,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,costa,Viru,alfalfa,2024,4,Abril,17303.24,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,costa,Viru,arandano,2024,4,Abril,650.0,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,costa,Viru,arroz_cascara,2024,4,Abril,187161.5,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,sierra,Huamachuco,arveja_grano_seco,2024,4,Abril,0.0,13.03,23.15,6.18,0.95,74.47,16.45,1.32,68.2,0.47,15.2,7.9,9.81
La Libertad,sierra,Huamachuco,arveja_verde,2024,4,Abril,328.0,13.03,23.15,6.18,0.95,74.47,16.45,1.32,68.2,0.47,15.2,7.9,9.81
La Libertad,sierra,Huamachuco,avena_forrajera,2024,4,Abril,401.0,13.03,23.15,6.18,0.95,74.47,16.45,1.32,68.2,0.47,15.2,7.9,9.81
La Libertad,sierra,Huamachuco,cafe_pergamino,2024,4,Abril,37.2,13.03,23.15,6.18,0.95,74.47,16.45,1.32,68.2,0.47,15.2,7.9,9.81
La Libertad,costa,Viru,camote,2024,4,Abril,452.7,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,costa,Viru,cana_para_azucar,2024,4,Abril,250652.66,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,sierra,Huamachuco,cebada_forrajera,2024,4,Abril,0.0,13.03,23.15,6.18,0.95,74.47,16.45,1.32,68.2,0.47,15.2,7.9,9.81
La Libertad,sierra,Huamachuco,cebada_grano,2024,4,Abril,0.0,13.03,23.15,6.18,0.95,74.47,16.45,1.32,68.2,0.47,15.2,7.9,9.81
La Libertad,costa,Viru,cebolla,2024,4,Abril,1209.0,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,costa,Viru,esparrago,2024,4,Abril,12058.3,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,yunga,Cascas,frijol_grano_seco,2024,4,Abril,14.0,19.61,29.22,13.71,1.34,69.25,16.45,1.47,80.65,0.41,21.52,13.06,11.74
La Libertad,yunga,Cascas,granadilla,2024,4,Abril,71.0,19.61,29.22,13.71,1.34,69.25,16.45,1.47,80.65,0.41,21.52,13.06,11.74
La Libertad,sierra,Huamachuco,haba_grano_seco,2024,4,Abril,0.0,13.03,23.15,6.18,0.95,74.47,16.45,1.32,68.2,0.47,15.2,7.9,9.81
La Libertad,costa,Viru,limon_sutil,2024,4,Abril,109.93,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,costa,Viru,maiz_amarillo_duro,2024,4,Abril,2815.85,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,sierra,Huamachuco,maiz_amilaceo,2024,4,Abril,5.0,13.03,23.15,6.18,0.95,74.47,16.45,1.32,68.2,0.47,15.2,7.9,9.81
La Libertad,costa,Viru,maiz_chala,2024,4,Abril,21371.0,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,costa,Viru,maiz_choclo,2024,4,Abril,1099.5,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,costa,Viru,mandarina,2024,4,Abril,864.4,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,costa,Viru,mango,2024,4,Abril,699.93,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,yunga,Cascas,manzana,2024,4,Abril,63.16,19.61,29.22,13.71,1.34,69.25,16.45,1.47,80.65,0.41,21.52,13.06,11.74
La Libertad,yunga,Cascas,melocoton,2024,4,Abril,7.79,19.61,29.22,13.71,1.34,69.25,16.45,1.47,80.65,0.41,21.52,13.06,11.74
La Libertad,costa,Viru,naranja,2024,4,Abril,91.449,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,sierra,Huamachuco,oca,2024,4,Abril,49.0,13.03,23.15,6.18,0.95,74.47,16.45,1.32,68.2,0.47,15.2,7.9,9.81
La Libertad,sierra,Huamachuco,olluco,2024,4,Abril,387.0,13.03,23.15,6.18,0.95,74.47,16.45,1.32,68.2,0.47,15.2,7.9,9.81
La Libertad,sierra,Huamachuco,oregano,2024,4,Abril,0.0,13.03,23.15,6.18,0.95,74.47,16.45,1.32,68.2,0.47,15.2,7.9,9.81
La Libertad,costa,Viru,pallar_grano_seco,2024,4,Abril,0.0,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,costa,Viru,palta,2024,4,Abril,19500.0,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,sierra,Huamachuco,papa,2024,4,Abril,104862.25,13.03,23.15,6.18,0.95,74.47,16.45,1.32,68.2,0.47,15.2,7.9,9.81
La Libertad,costa,Viru,papaya,2024,4,Abril,213.75,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,costa,Viru,paprika,2024,4,Abril,144.0,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,costa,Viru,pimiento,2024,4,Abril,2500.0,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,yunga,Cascas,pina,2024,4,Abril,2098.329,19.61,29.22,13.71,1.34,69.25,16.45,1.47,80.65,0.41,21.52,13.06,11.74
La Libertad,costa,Viru,piquillo,2024,4,Abril,0.0,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,yunga,Cascas,platano,2024,4,Abril,1181.91,19.61,29.22,13.71,1.34,69.25,16.45,1.47,80.65,0.41,21.52,13.06,11.74
La Libertad,sierra,Huamachuco,quinua,2024,4,Abril,0.0,13.03,23.15,6.18,0.95,74.47,16.45,1.32,68.2,0.47,15.2,7.9,9.81
La Libertad,costa,Viru,tomate,2024,4,Abril,90.0,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,sierra,Huamachuco,trigo,2024,4,Abril,0.0,13.03,23.15,6.18,0.95,74.47,16.45,1.32,68.2,0.47,15.2,7.9,9.81
La Libertad,costa,Viru,tuna,2024,4,Abril,62.77,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,yunga,Cascas,uva,2024,4,Abril,1760.2,19.61,29.22,13.71,1.34,69.25,16.45,1.47,80.65,0.41,21.52,13.06,11.74
La Libertad,costa,Viru,yuca,2024,4,Abril,1141.6,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,costa,Viru,zanahoria,2024,4,Abril,1166.0,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,costa,Viru,zapallo,2024,4,Abril,880.0,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,costa,Viru,aceituna,2024,5,Mayo,72.0,19.97,27.57,15.81,0.07,75.09,17.79,2.62,94.06,0.38,21.09,15.14,11.48
La Libertad,costa,Viru,aji,2024,5,Mayo,695.5,19.97,27.57,15.81,0.07,75.09,17.79,2.62,94.06,0.38,21.09,15.14,11.48
La Libertad,costa,Viru,ajo,2024,5,Mayo,180.0,19.97,27.57,15.81,0.07,75.09,17.79,2.62,94.06,0.38,21.09,15.14,11.48
La Libertad,costa,Viru,alcachofa,2024,5,Mayo,0.0,19.97,27.57,15.81,0.07,75.09,17.79,2.62,94.06,0.38,21.09,15.14,11.48
La Libertad,costa,Viru,alfalfa,2024,5,Mayo,15982.457,19.97,27.57,15.81,0.07,75.09,17.79,2.62,94.06,0.38,21.09,15.14,11.48
La Libertad,costa,Viru,arandano,2024,5,Mayo,700.0,19.97,27.57,15.81,0.07,75.09,17.79,2.62,94.06,0.38,21.09,15.14,11.48
La Libertad,costa,Viru,arroz_cascara,2024,5,Mayo,91999.0,19.97,27.57,15.81,0.07,75.09,17.79,2.62,94.06,0.38,21.09,15.14,11.48
La Libertad,sierra,Huamachuco,arveja_grano_seco,2024,5,Mayo,0.0,13.38,23.48,3.36,0.41,69.17,18.21,1.46,68.25,0.46,15.55,6.76,9.12
La Libertad,sierra,Huamachuco,arveja_verde,2024,5,Mayo,1227.0,13.38,23.48,3.36,0.41,69.17,18.21,1.46,68.25,0.46,15.55,6.76,9.12
La Libertad,sierra,Huamachuco,avena_forrajera,2024,5,Mayo,719.2,13.38,23.48,3.36,0.41,69.17,18.21,1.46,68.25,0.46,15.55,6.76,9.12
La Libertad,sierra,Huamachuco,cafe_pergamino,2024,5,Mayo,50.359,13.38,23.48,3.36,0.41,69.17,18.21,1.46,68.25,0.46,15.55,6.76,9.12
La Libertad,costa,Viru,camote,2024,5,Mayo,559.2,19.97,27.57,15.81,0.07,75.09,17.79,2.62,94.06,0.38,21.09,15.14,11.48
La Libertad,costa,Viru,cana_para_azucar,2024,5,Mayo,371629.294,19.97,27.57,15.81,0.07,75.09,17.79,2.62,94.06,0.38,21.09,15.14,11.48
La Libertad,sierra,Huamachuco,cebada_forrajera,2024,5,Mayo,0.0,13.38,23.48,3.36,0.41,69.17,18.21,1.46,68.25,0.46,15.55,6.76,9.12
La Libertad,sierra,Huamachuco,cebada_grano,2024,5,Mayo,0.0,13.38,23.48,3.36,0.41,69.17,18.21,1.46,68.25,0.46,15.55,6.76,9.12
La Libertad,costa,Viru,cebolla,2024,5,Mayo,1502.5,19.97,27.57,15.81,0.07,75.09,17.79,2.62,94.06,0.38,21.09,15.14,11.48
La Libertad,costa,Viru,esparrago,2024,5,Mayo,12007.0,19.97,27.57,15.81,0.07,75.09,17.79,2.62,94.06,0.38,21.09,15.14,11.48
La Libertad,yunga,Cascas,frijol_grano_seco,2024,5,Mayo,361.2,20.71,30.3,12.84,0.49,59.6,18.21,1.27,80.64,0.4,22.57,11.57,10.68
La Libertad,yunga,Cascas,granadilla,2024,5,Mayo,104.75,20.71,30.3,12.84,0.49,59.6,18.21,1.27,80.64,0.4,22.57,11.57,10.68
La Libertad,sierra,Huamachuco,haba_grano_seco,2024,5,Mayo,90.7,13.38,23.48,3.36,0.41,69.17,18.21,1.46,68.25,0.46,15.55,6.76,9.12
La Libertad,costa,Viru,limon_sutil,2024,5,Mayo,125.427,19.97,27.57,15.81,0.07,75.09,17.79,2.62,94.06,0.38,21.09,15.14,11.48
La Libertad,costa,Viru,maiz_amarillo_duro,2024,5,Mayo,1832.1,19.97,27.57,15.81,0.07,75.09,17.79,2.62,94.06,0.38,21.09,15.14,11.48
La Libertad,sierra,Huamachuco,maiz_amilaceo,2024,5,Mayo,620.5,13.38,23.48,3.36,0.41,69.17,18.21,1.46,68.25,0.46,15.55,6.76,9.12
La Libertad,costa,Viru,maiz_chala,2024,5,Mayo,20043.0,19.97,27.57,15.81,0.07,75.09,17.79,2.62,94.06,0.38,21.09,15.14,11.48
La Libertad,costa,Viru,maiz_choclo,2024,5,Mayo,4483.6,19.97,27.57,15.81,0.07,75.09,17.79,2.62,94.06,0.38,21.09,15.14,11.48
La Libertad,costa,Viru,mandarina,2024,5,Mayo,1117.61,19.97,27.57,15.81,0.07,75.09,17.79,2.62,94.06,0.38,21.09,15.14,11.48
La Libertad,costa,Viru,mango,2024,5,Mayo,246.55,19.97,27.57,15.81,0.07,75.09,17.79,2.62,94.06,0.38,21.09,15.14,11.48
