region,anio,mes_num,mes_nombre,cultivo,produccion_mensual
Ica,2020,9,Septiembre,yuca,1561.9
Ica,2020,9,Septiembre,zanahoria,0.0
Ica,2020,9,Septiembre,zapallo,2431.3999999999996
Ica,2020,10,Octubre,aceituna,0.0
Ica,2020,10,Octubre,aji,497.0
Ica,2020,10,Octubre,ajo,0.0
Ica,2020,10,Octubre,alcachofa,7859.0
Ica,2020,10,Octubre,alfalfa,12494.5
Ica,2020,10,Octubre,algodon_rama,68.38999999999942
Ica,2020,10,Octubre,arandano,3885.5
Ica,2020,10,Octubre,arroz_cascara,0.0
Ica,2020,10,Octubre,arveja_grano_seco,0.0
Ica,2020,10,Octubre,arveja_verde,8.788999999999987
Ica,2020,10,Octubre,avena_forrajera,0.0
Ica,2020,10,Octubre,cacao,0.0
Ica,2020,10,Octubre,cafe_pergamino,0.0
Ica,2020,10,Octubre,camote,1526.0
Ica,2020,10,Octubre,cana_para_azucar,0.0
Ica,2020,10,Octubre,cebada_forrajera,0.0
Ica,2020,10,Octubre,cebada_grano,0.0
Ica,2020,10,Octubre,cebolla,18107.309999999998
Ica,2020,10,Octubre,esparrago,20485.600000000006
Ica,2020,10,Octubre,frijol_grano_seco,133.01
Ica,2020,10,Octubre,granadilla,0.0
Ica,2020,10,Octubre,haba_grano_seco,0.0
Ica,2020,10,Octubre,limon_sutil,12.81899999999996
Ica,2020,10,Octubre,maiz_amarillo_duro,6142.559999999998
Ica,2020,10,Octubre,maiz_amilaceo,10.64
Ica,2020,10,Octubre,maiz_chala,0.0
Ica,2020,10,Octubre,maiz_choclo,6118.0
Ica,2020,10,Octubre,mandarina,1606.0
Ica,2020,10,Octubre,mango,0.0
Ica,2020,10,Octubre,manzana,0.0
Ica,2020,10,Octubre,melocoton,39.25
Ica,2020,10,Octubre,naranja,66.0
Ica,2020,10,Octubre,oca,0.0
Ica,2020,10,Octubre,olluco,0.0
Ica,2020,10,Octubre,oregano,0.0
Ica,2020,10,Octubre,pallar_grano_seco,1107.029
Ica,2020,10,Octubre,palma_aceitera,0.0
Ica,2020,10,Octubre,palta,0.0
Ica,2020,10,Octubre,papa,9419.570000000007
Ica,2020,10,Octubre,papaya,61.89999999999998
Ica,2020,10,Octubre,paprika,21.59999999999991
Ica,2020,10,Octubre,pimiento,108.80000000000001
Ica,2020,10,Octubre,pina,0.0
Ica,2020,10,Octubre,piquillo,0.0
Ica,2020,10,Octubre,platano,222.95000000000005
Ica,2020,10,Octubre,quinua,0.0
Ica,2020,10,Octubre,tangelo,0.0
Ica,2020,10,Octubre,tomate,9383.439999999995
Ica,2020,10,Octubre,trigo,0.0
Ica,2020,10,Octubre,tuna,0.0
Ica,2020,10,Octubre,uva,1295.0
Ica,2020,10,Octubre,yuca,2618.2000000000007
Ica,2020,10,Octubre,zanahoria,0.0
Ica,2020,10,Octubre,zapallo,1487.7600000000002
Ica,2020,11,Noviembre,aceituna,0.0
Ica,2020,11,Noviembre,aji,421.5
Ica,2020,11,Noviembre,ajo,0.0
Ica,2020,11,Noviembre,alcachofa,8500.8
Ica,2020,11,Noviembre,alfalfa,11862.209000000003
Ica,2020,11,Noviembre,algodon_rama,130.12900000000081
Ica,2020,11,Noviembre,arandano,3809.6000000000004
Ica,2020,11,Noviembre,arroz_cascara,0.0
Ica,2020,11,Noviembre,arveja_grano_seco,0.0
Ica,2020,11,Noviembre,arveja_verde,34.54000000000002
Ica,2020,11,Noviembre,avena_forrajera,0.0
Ica,2020,11,Noviembre,cacao,0.0
Ica,2020,11,Noviembre,cafe_pergamino,0.0
Ica,2020,11,Noviembre,camote,1526.829999999998
Ica,2020,11,Noviembre,cana_para_azucar,0.0
Ica,2020,11,Noviembre,cebada_forrajera,0.0
Ica,2020,11,Noviembre,cebada_grano,0.0
Ica,2020,11,Noviembre,cebolla,22877.770000000004
Ica,2020,11,Noviembre,esparrago,17795.399999999994
Ica,2020,11,Noviembre,frijol_grano_seco,108.18
Ica,2020,11,Noviembre,granadilla,0.0
Ica,2020,11,Noviembre,haba_grano_seco,0.0
Ica,2020,11,Noviembre,limon_sutil,11.299999999999955
