region,piso_asignado,distrito,cultivo,anio,mes_num,mes_nombre,produccion_mensual,t2m,t2m_max,t2m_min,prectotcorr,rh2m,allsky_sfc_sw_dwn,ws2m,ps,gwetroot,ts,t2mdew,qv2m
Ica,costa,Chincha Alta,esparrago,2025,1,Enero,7845.95,21.5,26.36,18.1,0.35,77.14,24.52,2.67,95.85,0.33,23.2,17.09,12.78
Ica,costa,Chincha Alta,maiz_amarillo_duro,2025,1,Enero,4856.94,21.5,26.36,18.1,0.35,77.14,24.52,2.67,95.85,0.33,23.2,17.09,12.78
Ica,costa,Chincha Alta,mandarina,2025,1,Enero,0.0,21.5,26.36,18.1,0.35,77.14,24.52,2.67,95.85,0.33,23.2,17.09,12.78
Ica,costa,Chincha Alta,tomate,2025,1,Enero,13405.570000000002,21.5,26.36,18.1,0.35,77.14,24.52,2.67,95.85,0.33,23.2,17.09,12.78
Ica,costa,Chincha Alta,uva,2025,1,Enero,216559.0,21.5,26.36,18.1,0.35,77.14,24.52,2.67,95.85,0.33,23.2,17.09,12.78
Ica,costa,Chincha Alta,alfalfa,2025,2,Febrero,6987.31,22.17,26.86,19.51,1.69,82.99,22.06,2.46,95.75,0.35,23.48,19.0,14.42
Ica,costa,Chincha Alta,esparrago,2025,2,Febrero,7431.749999999999,22.17,26.86,19.51,1.69,82.99,22.06,2.46,95.75,0.35,23.48,19.0,14.42
Ica,costa,Chincha Alta,maiz_amarillo_duro,2025,2,Febrero,9908.36,22.17,26.86,19.51,1.69,82.99,22.06,2.46,95.75,0.35,23.48,19.0,14.42
Ica,costa,Chincha Alta,mandarina,2025,2,Febrero,633.85,22.17,26.86,19.51,1.69,82.99,22.06,2.46,95.75,0.35,23.48,19.0,14.42
Ica,costa,Chincha Alta,tomate,2025,2,Febrero,14833.55,22.17,26.86,19.51,1.69,82.99,22.06,2.46,95.75,0.35,23.48,19.0,14.42
Ica,costa,Chincha Alta,uva,2025,2,Febrero,112000.0,22.17,26.86,19.51,1.69,82.99,22.06,2.46,95.75,0.35,23.48,19.0,14.42
Ica,costa,Chincha Alta,alfalfa,2025,3,Marzo,8242.060000000001,22.0,27.64,18.89,1.11,80.76,22.57,2.6,95.81,0.38,23.18,18.35,13.84
Ica,costa,Chincha Alta,esparrago,2025,3,Marzo,8802.350000000004,22.0,27.64,18.89,1.11,80.76,22.57,2.6,95.81,0.38,23.18,18.35,13.84
Ica,costa,Chincha Alta,maiz_amarillo_duro,2025,3,Marzo,21173.26,22.0,27.64,18.89,1.11,80.76,22.57,2.6,95.81,0.38,23.18,18.35,13.84
Ica,costa,Chincha Alta,mandarina,2025,3,Marzo,11607.9,22.0,27.64,18.89,1.11,80.76,22.57,2.6,95.81,0.38,23.18,18.35,13.84
Ica,costa,Chincha Alta,tomate,2025,3,Marzo,2979.7000000000007,22.0,27.64,18.89,1.11,80.76,22.57,2.6,95.81,0.38,23.18,18.35,13.84
Ica,costa,Chincha Alta,uva,2025,3,Marzo,48463.97999999998,22.0,27.64,18.89,1.11,80.76,22.57,2.6,95.81,0.38,23.18,18.35,13.84
Ica,costa,Chincha Alta,alfalfa,2025,4,Abril,6803.000000000004,20.65,26.26,16.68,0.25,76.19,21.62,2.52,95.8,0.37,21.54,16.02,11.97
Ica,costa,Chincha Alta,esparrago,2025,4,Abril,6184.299999999999,20.65,26.26,16.68,0.25,76.19,21.62,2.52,95.8,0.37,21.54,16.02,11.97
Ica,costa,Chincha Alta,maiz_amarillo_duro,2025,4,Abril,19831.28,20.65,26.26,16.68,0.25,76.19,21.62,2.52,95.8,0.37,21.54,16.02,11.97
Ica,costa,Chincha Alta,mandarina,2025,4,Abril,32253.28,20.65,26.26,16.68,0.25,76.19,21.62,2.52,95.8,0.37,21.54,16.02,11.97
Ica,costa,Chincha Alta,tomate,2025,4,Abril,5379.750000000004,20.65,26.26,16.68,0.25,76.19,21.62,2.52,95.8,0.37,21.54,16.02,11.97
Ica,costa,Chincha Alta,uva,2025,4,Abril,3400.0,20.65,26.26,16.68,0.25,76.19,21.62,2.52,95.8,0.37,21.54,16.02,11.97
Ica,costa,Chincha Alta,alfalfa,2025,5,Mayo,7023.049999999999,19.76,25.05,15.75,0.09,73.11,15.99,2.57,95.86,0.35,20.38,14.47,10.83
Ica,costa,Chincha Alta,esparrago,2025,5,Mayo,7124.490000000002,19.76,25.05,15.75,0.09,73.11,15.99,2.57,95.86,0.35,20.38,14.47,10.83
Ica,costa,Chincha Alta,maiz_amarillo_duro,2025,5,Mayo,46181.42999999999,19.76,25.05,15.75,0.09,73.11,15.99,2.57,95.86,0.35,20.38,14.47,10.83
Ica,costa,Chincha Alta,mandarina,2025,5,Mayo,56144.100000000006,19.76,25.05,15.75,0.09,73.11,15.99,2.57,95.86,0.35,20.38,14.47,10.83
Ica,costa,Chincha Alta,tomate,2025,5,Mayo,1013.7200000000012,19.76,25.05,15.75,0.09,73.11,15.99,2.57,95.86,0.35,20.38,14.47,10.83
Ica,costa,Chincha Alta,uva,2025,5,Mayo,160.0,19.76,25.05,15.75,0.09,73.11,15.99,2.57,95.86,0.35,20.38,14.47,10.83
Ica,costa,Chincha Alta,alfalfa,2025,6,Junio,8279.359999999993,18.05,23.54,13.86,2.43,78.54,10.56,3.19,95.96,0.41,18.54,14.02,10.47
Ica,costa,Chincha Alta,esparrago,2025,6,Junio,8316.43,18.05,23.54,13.86,2.43,78.54,10.56,3.19,95.96,0.41,18.54,14.02,10.47
Ica,costa,Chincha Alta,maiz_amarillo_duro,2025,6,Junio,13373.560000000012,18.05,23.54,13.86,2.43,78.54,10.56,3.19,95.96,0.41,18.54,14.02,10.47
Ica,costa,Chincha Alta,mandarina,2025,6,Junio,13550.100000000006,18.05,23.54,13.86,2.43,78.54,10.56,3.19,95.96,0.41,18.54,14.02,10.47
Ica,costa,Chincha Alta,tomate,2025,6,Junio,4107.099999999999,18.05,23.54,13.86,2.43,78.54,10.56,3.19,95.96,0.41,18.54,14.02,10.47
Ica,costa,Chincha Alta,uva,2025,6,Junio,,18.05,23.54,13.86,2.43,78.54,10.56,3.19,95.96,0.41,18.54,14.02,10.47
Ica,costa,Chincha Alta,alfalfa,2025,7,Julio,7668.110000000001,17.96,23.62,13.6,0.02,73.71,11.25,3.21,95.95,0.4,18.44,12.86,9.74
Ica,costa,Chincha Alta,esparrago,2025,7,Julio,7422.489999999998,17.96,23.62,13.6,0.02,73.71,11.25,3.21,95.95,0.4,18.44,12.86,9.74
Ica,costa,Chincha Alta,maiz_amarillo_duro,2025,7,Julio,21708.2,17.96,23.62,13.6,0.02,73.71,11.25,3.21,95.95,0.4,18.44,12.86,9.74
Ica,costa,Chincha Alta,mandarina,2025,7,Julio,47442.43000000002,17.96,23.62,13.6,0.02,73.71,11.25,3.21,95.95,0.4,18.44,12.86,9.74
Ica,costa,Chincha Alta,tomate,2025,7,Julio,2298.8300000000017,17.96,23.62,13.6,0.02,73.71,11.25,3.21,95.95,0.4,18.44,12.86,9.74
Ica,costa,Chincha Alta,uva,2025,7,Julio,1250.0,17.96,23.62,13.6,0.02,73.71,11.25,3.21,95.95,0.4,18.44,12.86,9.74
Ica,costa,Chincha Alta,alfalfa,2025,8,Agosto,7358.139999999999,17.74,24.3,13.02,0.02,68.9,14.11,3.32,95.99,0.37,18.64,11.51,8.94
Ica,costa,Chincha Alta,esparrago,2025,8,Agosto,13189.71,17.74,24.3,13.02,0.02,68.9,14.11,3.32,95.99,0.37,18.64,11.51,8.94
Ica,costa,Chincha Alta,maiz_amarillo_duro,2025,8,Agosto,23061.03,17.74,24.3,13.02,0.02,68.9,14.11,3.32,95.99,0.37,18.64,11.51,8.94
Ica,costa,Chincha Alta,mandarina,2025,8,Agosto,20915.76000000001,17.74,24.3,13.02,0.02,68.9,14.11,3.32,95.99,0.37,18.64,11.51,8.94
Ica,costa,Chincha Alta,tomate,2025,8,Agosto,2968.090000000004,17.74,24.3,13.02,0.02,68.9,14.11,3.32,95.99,0.37,18.64,11.51,8.94
Ica,costa,Chincha Alta,uva,2025,8,Agosto,825.0,17.74,24.3,13.02,0.02,68.9,14.11,3.32,95.99,0.37,18.64,11.51,8.94
Ica,costa,Chincha Alta,alfalfa,2025,9,Septiembre,5125.160000000011,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,esparrago,2025,9,Septiembre,20746.880000000005,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,maiz_amarillo_duro,2025,9,Septiembre,18590.080000000016,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,mandarina,2025,9,Septiembre,,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,tomate,2025,9,Septiembre,441.90999999998166,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,uva,2025,9,Septiembre,1140.0,18.5,24.68,13.71,0.07,68.57,18.18,3.23,95.94,0.35,19.83,12.21,9.34
Ica,costa,Chincha Alta,alfalfa,2025,10,Octubre,7530.220000000001,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,esparrago,2025,10,Octubre,18663.97,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,maiz_amarillo_duro,2025,10,Octubre,12262.410000000003,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,mandarina,2025,10,Octubre,3250.3800000000047,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,tomate,2025,10,Octubre,12468.0,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,uva,2025,10,Octubre,2530.0,18.83,24.85,14.14,0.14,70.34,22.13,3.08,95.89,0.34,20.48,12.88,9.77
Ica,costa,Chincha Alta,alfalfa,2025,11,Noviembre,7136.380000000005,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,esparrago,2025,11,Noviembre,13292.959999999992,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,maiz_amarillo_duro,2025,11,Noviembre,9003.399999999994,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,mandarina,2025,11,Noviembre,0.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,tomate,2025,11,Noviembre,22560.000000000007,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,uva,2025,11,Noviembre,35385.0,19.41,26.19,14.81,0.03,70.22,25.16,3.08,95.82,0.34,21.23,13.41,10.12
Ica,costa,Chincha Alta,alfalfa,2025,12,Diciembre,29886.39,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,esparrago,2025,12,Diciembre,10967.060000000012,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,maiz_amarillo_duro,2025,12,Diciembre,9264.229999999952,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,mandarina,2025,12,Diciembre,2739.0,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,tomate,2025,12,Diciembre,47642.0,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Ica,costa,Chincha Alta,uva,2025,12,Diciembre,153615.3,20.21,26.27,15.32,0.06,72.42,25.16,3.01,95.82,0.33,22.15,14.67,11.0
Junin,sierra,El Tambo,alfalfa,2020,1,Enero,11069.4,9.71,19.15,2.12,0.96,77.12,19.07,2.14,64.92,0.51,11.5,5.25,8.64
Junin,sierra,El Tambo,avena_forrajera,2020,1,Enero,814.1999999999999,9.71,19.15,2.12,0.96,77.12,19.07,2.14,64.92,0.51,11.5,5.25,8.64
Junin,selva_alta,Perene,naranja,2020,1,Enero,19948.6,19.23,27.33,14.32,0.82,81.02,14.55,0.73,82.61,0.58,19.56,15.4,13.41
Junin,sierra,El Tambo,papa,2020,1,Enero,24539.200000000004,9.71,19.15,2.12,0.96,77.12,19.07,2.14,64.92,0.51,11.5,5.25,8.64
Junin,selva_alta,Perene,pina,2020,1,Enero,41939.2,19.23,27.33,14.32,0.82,81.02,14.55,0.73,82.61,0.58,19.56,15.4,13.41
Junin,selva_alta,Perene,platano,2020,1,Enero,17660.3,19.23,27.33,14.32,0.82,81.02,14.55,0.73,82.61,0.58,19.56,15.4,13.41
Junin,selva_baja,Rio Tambo,yuca,2020,1,Enero,6911.9,23.39,34.07,17.54,1.5,74.98,14.99,0.05,89.17,0.58,23.34,18.11,14.67
Junin,sierra,El Tambo,alfalfa,2020,2,Febrero,12372.275000000003,9.61,18.23,2.36,1.24,78.8,16.43,2.17,64.94,0.49,11.42,5.52,8.81
Junin,sierra,El Tambo,avena_forrajera,2020,2,Febrero,1929.6999999999996,9.61,18.23,2.36,1.24,78.8,16.43,2.17,64.94,0.49,11.42,5.52,8.81
Junin,selva_alta,Perene,naranja,2020,2,Febrero,23905.300000000003,19.26,26.66,15.12,1.03,81.54,12.8,0.76,82.64,0.56,19.68,15.56,13.53
Junin,sierra,El Tambo,papa,2020,2,Febrero,28885.0,9.61,18.23,2.36,1.24,78.8,16.43,2.17,64.94,0.49,11.42,5.52,8.81
Junin,selva_alta,Perene,pina,2020,2,Febrero,41094.40000000001,19.26,26.66,15.12,1.03,81.54,12.8,0.76,82.64,0.56,19.68,15.56,13.53
Junin,selva_alta,Perene,platano,2020,2,Febrero,15586.649999999998,19.26,26.66,15.12,1.03,81.54,12.8,0.76,82.64,0.56,19.68,15.56,13.53
Junin,selva_baja,Rio Tambo,yuca,2020,2,Febrero,8107.85,23.26,31.95,18.13,1.85,76.69,13.44,0.04,89.2,0.57,23.26,18.39,14.93
Junin,sierra,El Tambo,alfalfa,2020,3,Marzo,12912.524999999989,9.79,18.96,2.53,1.5,78.58,16.75,2.06,64.95,0.47,11.55,5.62,8.84
Junin,sierra,El Tambo,avena_forrajera,2020,3,Marzo,12136.499999999998,9.79,18.96,2.53,1.5,78.58,16.75,2.06,64.95,0.47,11.55,5.62,8.84
Junin,selva_alta,Perene,naranja,2020,3,Marzo,23627.450000000004,19.6,28.58,14.48,0.86,76.59,15.55,0.72,82.63,0.55,19.97,14.76,12.85
Junin,sierra,El Tambo,papa,2020,3,Marzo,47556.400000000016,9.79,18.96,2.53,1.5,78.58,16.75,2.06,64.95,0.47,11.55,5.62,8.84
Junin,selva_alta,Perene,pina,2020,3,Marzo,47927.5,19.6,28.58,14.48,0.86,76.59,15.55,0.72,82.63,0.55,19.97,14.76,12.85
Junin,selva_alta,Perene,platano,2020,3,Marzo,18459.35,19.6,28.58,14.48,0.86,76.59,15.55,0.72,82.63,0.55,19.97,14.76,12.85
Junin,selva_baja,Rio Tambo,yuca,2020,3,Marzo,5850.6500000000015,23.34,32.59,17.47,1.74,73.69,15.74,0.09,89.23,0.57,23.17,17.65,14.27
Junin,sierra,El Tambo,alfalfa,2020,4,Abril,13073.799999999996,9.47,19.84,2.09,0.3,76.81,20.1,2.06,65.04,0.47,11.32,4.8,8.37
Junin,sierra,El Tambo,avena_forrajera,2020,4,Abril,25158.300000000007,9.47,19.84,2.09,0.3,76.81,20.1,2.06,65.04,0.47,11.32,4.8,8.37
Junin,selva_alta,Perene,naranja,2020,4,Abril,21785.7,19.98,27.98,13.24,0.29,72.24,15.23,0.75,82.74,0.53,20.42,14.14,12.38
Junin,sierra,El Tambo,papa,2020,4,Abril,57959.058999999965,9.47,19.84,2.09,0.3,76.81,20.1,2.06,65.04,0.47,11.32,4.8,8.37
Junin,selva_alta,Perene,pina,2020,4,Abril,38910.600000000006,19.98,27.98,13.24,0.29,72.24,15.23,0.75,82.74,0.53,20.42,14.14,12.38
Junin,selva_alta,Perene,platano,2020,4,Abril,17199.30000000001,19.98,27.98,13.24,0.29,72.24,15.23,0.75,82.74,0.53,20.42,14.14,12.38
Junin,selva_baja,Rio Tambo,yuca,2020,4,Abril,7354.5999999999985,23.73,33.11,16.26,0.46,69.88,15.96,0.07,89.36,0.56,23.61,17.07,13.79
Junin,sierra,El Tambo,alfalfa,2020,5,Mayo,12190.300000000005,8.36,17.82,-3.01,0.22,72.81,18.49,1.96,65.08,0.43,9.94,2.64,7.33
Junin,sierra,El Tambo,avena_forrajera,2020,5,Mayo,23974.200000000004,8.36,17.82,-3.01,0.22,72.81,18.49,1.96,65.08,0.43,9.94,2.64,7.33
Junin,selva_alta,Perene,naranja,2020,5,Mayo,27649.90000000001,19.93,28.25,11.4,0.11,65.85,14.8,0.74,82.82,0.51,20.26,12.5,11.22
Junin,sierra,El Tambo,papa,2020,5,Mayo,99476.8,8.36,17.82,-3.01,0.22,72.81,18.49,1.96,65.08,0.43,9.94,2.64,7.33
Junin,selva_alta,Perene,pina,2020,5,Mayo,37794.9,19.93,28.25,11.4,0.11,65.85,14.8,0.74,82.82,0.51,20.26,12.5,11.22
Junin,selva_alta,Perene,platano,2020,5,Mayo,18253.070000000007,19.93,28.25,11.4,0.11,65.85,14.8,0.74,82.82,0.51,20.26,12.5,11.22
Junin,selva_baja,Rio Tambo,yuca,2020,5,Mayo,8740.599999999999,23.62,32.97,15.63,0.27,64.55,15.08,0.1,89.42,0.55,23.4,15.6,12.59
Junin,sierra,El Tambo,alfalfa,2020,6,Junio,11592.500000000016,9.06,18.53,2.23,0.34,74.21,19.94,1.8,65.03,0.42,10.84,3.7,7.77
Junin,sierra,El Tambo,avena_forrajera,2020,6,Junio,18889.59999999999,9.06,18.53,2.23,0.34,74.21,19.94,1.8,65.03,0.42,10.84,3.7,7.77
Junin,selva_alta,Perene,naranja,2020,6,Junio,34393.0,19.44,27.52,14.61,1.55,73.42,14.39,0.67,82.75,0.51,19.93,14.0,12.2
Junin,sierra,El Tambo,papa,2020,6,Junio,92433.2,9.06,18.53,2.23,0.34,74.21,19.94,1.8,65.03,0.42,10.84,3.7,7.77
Junin,selva_alta,Perene,pina,2020,6,Junio,25824.699999999983,19.44,27.52,14.61,1.55,73.42,14.39,0.67,82.75,0.51,19.93,14.0,12.2
Junin,selva_alta,Perene,platano,2020,6,Junio,17950.01000000001,19.44,27.52,14.61,1.55,73.42,14.39,0.67,82.75,0.51,19.93,14.0,12.2
Junin,selva_baja,Rio Tambo,yuca,2020,6,Junio,7952.699999999997,24.06,31.89,17.47,1.19,64.92,14.76,0.06,89.34,0.55,24.0,16.32,13.07
Junin,sierra,El Tambo,alfalfa,2020,7,Julio,10120.899999999994,8.21,18.22,-0.99,0.47,73.32,21.13,1.81,64.99,0.43,10.01,2.49,7.18
Junin,sierra,El Tambo,avena_forrajera,2020,7,Julio,1997.6000000000056,8.21,18.22,-0.99,0.47,73.32,21.13,1.81,64.99,0.43,10.01,2.49,7.18
Junin,selva_alta,Perene,naranja,2020,7,Julio,33373.5,18.68,26.3,12.04,1.25,75.3,15.28,0.67,82.73,0.55,19.05,13.54,11.93
Junin,sierra,El Tambo,papa,2020,7,Julio,25367.79999999999,8.21,18.22,-0.99,0.47,73.32,21.13,1.81,64.99,0.43,10.01,2.49,7.18
Junin,selva_alta,Perene,pina,2020,7,Julio,31292.0,18.68,26.3,12.04,1.25,75.3,15.28,0.67,82.73,0.55,19.05,13.54,11.93
Junin,selva_alta,Perene,platano,2020,7,Julio,15327.289999999994,18.68,26.3,12.04,1.25,75.3,15.28,0.67,82.73,0.55,19.05,13.54,11.93
Junin,selva_baja,Rio Tambo,yuca,2020,7,Julio,6249.9000000000015,23.37,31.87,16.54,0.71,67.18,15.75,0.1,89.33,0.56,23.23,16.14,12.94
Junin,sierra,El Tambo,alfalfa,2020,8,Agosto,8876.100000000006,8.9,19.18,-0.49,0.04,68.76,22.78,2.13,64.99,0.41,11.1,2.04,6.99
Junin,sierra,El Tambo,avena_forrajera,2020,8,Agosto,1356.199999999997,8.9,19.18,-0.49,0.04,68.76,22.78,2.13,64.99,0.41,11.1,2.04,6.99
Junin,selva_alta,Perene,naranja,2020,8,Agosto,25975.79999999999,19.73,29.27,12.8,0.13,67.27,17.3,0.71,82.72,0.52,20.18,12.77,11.33
Junin,sierra,El Tambo,papa,2020,8,Agosto,3631.200000000012,8.9,19.18,-0.49,0.04,68.76,22.78,2.13,64.99,0.41,11.1,2.04,6.99
Junin,selva_alta,Perene,pina,2020,8,Agosto,31172.099999999977,19.73,29.27,12.8,0.13,67.27,17.3,0.71,82.72,0.52,20.18,12.77,11.33
Junin,selva_alta,Perene,platano,2020,8,Agosto,14627.699999999995,19.73,29.27,12.8,0.13,67.27,17.3,0.71,82.72,0.52,20.18,12.77,11.33
Junin,selva_baja,Rio Tambo,yuca,2020,8,Agosto,7306.699999999997,24.88,34.7,14.93,0.09,53.78,17.38,0.13,89.28,0.54,24.56,14.03,11.33
Junin,sierra,El Tambo,alfalfa,2020,9,Septiembre,9167.5,9.11,18.79,2.52,0.19,72.61,19.06,2.43,64.97,0.4,11.51,3.53,7.67
Junin,sierra,El Tambo,avena_forrajera,2020,9,Septiembre,1469.0,9.11,18.79,2.52,0.19,72.61,19.06,2.43,64.97,0.4,11.51,3.53,7.67
Junin,selva_alta,Perene,naranja,2020,9,Septiembre,21915.95000000001,20.59,29.36,14.86,0.2,66.64,13.77,0.84,82.67,0.51,21.16,13.47,11.84
Junin,sierra,El Tambo,papa,2020,9,Septiembre,4441.900000000023,9.11,18.79,2.52,0.19,72.61,19.06,2.43,64.97,0.4,11.51,3.53,7.67
Junin,selva_alta,Perene,pina,2020,9,Septiembre,34088.50000000006,20.59,29.36,14.86,0.2,66.64,13.77,0.84,82.67,0.51,21.16,13.47,11.84
Junin,selva_alta,Perene,platano,2020,9,Septiembre,17700.900000000023,20.59,29.36,14.86,0.2,66.64,13.77,0.84,82.67,0.51,21.16,13.47,11.84
Junin,selva_baja,Rio Tambo,yuca,2020,9,Septiembre,12874.199999999995,25.22,33.72,18.1,0.53,59.1,14.46,0.07,89.24,0.54,25.14,15.82,12.71
Junin,sierra,El Tambo,alfalfa,2020,10,Octubre,10132.0,9.53,21.82,2.36,0.91,72.38,20.87,2.57,64.93,0.4,11.93,3.78,7.83
Junin,sierra,El Tambo,avena_forrajera,2020,10,Octubre,960.5,9.53,21.82,2.36,0.91,72.38,20.87,2.57,64.93,0.4,11.93,3.78,7.83
Junin,selva_alta,Perene,naranja,2020,10,Octubre,22326.95000000001,21.29,29.48,14.84,0.89,65.74,16.8,0.85,82.58,0.5,21.96,13.85,12.15
Junin,sierra,El Tambo,papa,2020,10,Octubre,3561.4000000000237,9.53,21.82,2.36,0.91,72.38,20.87,2.57,64.93,0.4,11.93,3.78,7.83
Junin,selva_alta,Perene,pina,2020,10,Octubre,31651.5,21.29,29.48,14.84,0.89,65.74,16.8,0.85,82.58,0.5,21.96,13.85,12.15
Junin,selva_alta,Perene,platano,2020,10,Octubre,19299.35000000001,21.29,29.48,14.84,0.89,65.74,16.8,0.85,82.58,0.5,21.96,13.85,12.15
Junin,selva_baja,Rio Tambo,yuca,2020,10,Octubre,14476.5,25.86,35.42,18.82,0.83,58.98,17.62,0.07,89.14,0.54,25.78,16.28,13.14
Junin,sierra,El Tambo,alfalfa,2020,11,Noviembre,10586.050000000005,9.57,18.86,2.35,1.01,73.5,24.05,2.29,64.92,0.44,11.56,4.18,8.04
Junin,sierra,El Tambo,avena_forrajera,2020,11,Noviembre,564.6999999999971,9.57,18.86,2.35,1.01,73.5,24.05,2.29,64.92,0.44,11.56,4.18,8.04
Junin,selva_alta,Perene,naranja,2020,11,Noviembre,22752.76000000001,20.58,29.65,14.17,0.7,72.48,17.04,0.74,82.53,0.52,21.06,14.79,12.92
Junin,sierra,El Tambo,papa,2020,11,Noviembre,7531.0,9.57,18.86,2.35,1.01,73.5,24.05,2.29,64.92,0.44,11.56,4.18,8.04
Junin,selva_alta,Perene,pina,2020,11,Noviembre,31901.79999999999,20.58,29.65,14.17,0.7,72.48,17.04,0.74,82.53,0.52,21.06,14.79,12.92
Junin,selva_alta,Perene,platano,2020,11,Noviembre,18550.20000000001,20.58,29.65,14.17,0.7,72.48,17.04,0.74,82.53,0.52,21.06,14.79,12.92
Junin,selva_baja,Rio Tambo,yuca,2020,11,Noviembre,14354.5,24.85,34.3,16.43,0.75,66.86,17.64,0.08,89.1,0.55,24.69,17.51,14.17
Junin,sierra,El Tambo,alfalfa,2020,12,Diciembre,,9.14,18.11,2.45,3.77,80.13,16.82,2.11,64.82,0.47,10.6,5.36,8.72
Junin,sierra,El Tambo,avena_forrajera,2020,12,Diciembre,,9.14,18.11,2.45,3.77,80.13,16.82,2.11,64.82,0.47,10.6,5.36,8.72
Junin,selva_alta,Perene,naranja,2020,12,Diciembre,,19.33,26.88,14.54,2.7,80.38,13.32,0.81,82.46,0.53,19.7,15.44,13.45
Junin,sierra,El Tambo,papa,2020,12,Diciembre,,9.14,18.11,2.45,3.77,80.13,16.82,2.11,64.82,0.47,10.6,5.36,8.72
Junin,selva_alta,Perene,pina,2020,12,Diciembre,,19.33,26.88,14.54,2.7,80.38,13.32,0.81,82.46,0.53,19.7,15.44,13.45
Junin,selva_alta,Perene,platano,2020,12,Diciembre,,19.33,26.88,14.54,2.7,80.38,13.32,0.81,82.46,0.53,19.7,15.44,13.45
Junin,selva_baja,Rio Tambo,yuca,2020,12,Diciembre,,23.47,31.91,17.74,2.76,75.32,14.18,0.05,89.03,0.56,23.45,18.28,14.86
Junin,sierra,El Tambo,alfalfa,2021,1,Enero,10727.649999999998,8.74,16.22,1.87,2.89,84.14,16.17,2.16,64.78,0.6,9.99,5.86,9.01
Junin,sierra,El Tambo,avena_forrajera,2021,1,Enero,801.2,8.74,16.22,1.87,2.89,84.14,16.17,2.16,64.78,0.6,9.99,5.86,9.01
Junin,selva_alta,Perene,naranja,2021,1,Enero,20455.39,18.1,23.74,14.09,5.35,85.64,13.76,0.78,82.5,0.65,18.42,15.34,13.38
Junin,sierra,El Tambo,papa,2021,1,Enero,23756.3,8.74,16.22,1.87,2.89,84.14,16.17,2.16,64.78,0.6,9.99,5.86,9.01
Junin,selva_alta,Perene,pina,2021,1,Enero,43349.8,18.1,23.74,14.09,5.35,85.64,13.76,0.78,82.5,0.65,18.42,15.34,13.38
Junin,selva_alta,Perene,platano,2021,1,Enero,19243.800000000003,18.1,23.74,14.09,5.35,85.64,13.76,0.78,82.5,0.65,18.42,15.34,13.38
Junin,selva_baja,Rio Tambo,yuca,2021,1,Enero,11632.2,21.98,29.35,16.06,5.03,81.98,14.26,0.06,89.08,0.64,21.93,18.43,14.97
Junin,sierra,El Tambo,alfalfa,2021,2,Febrero,12350.149999999998,8.65,18.16,1.5,1.46,79.49,19.79,1.9,64.85,0.58,10.0,4.76,8.38
Junin,sierra,El Tambo,avena_forrajera,2021,2,Febrero,2712.7,8.65,18.16,1.5,1.46,79.49,19.79,1.9,64.85,0.58,10.0,4.76,8.38
