region,piso_asignado,distrito,cultivo,anio,mes_num,mes_nombre,produccion_mensual,t2m,t2m_max,t2m_min,prectotcorr,rh2m,allsky_sfc_sw_dwn,ws2m,ps,gwetroot,ts,t2mdew,qv2m
Junin,selva_alta,Perene,pina,2025,10,Octubre,32984.71999999997,20.43,28.61,14.56,0.77,70.86,16.1,0.85,82.63,0.52,21.06,14.22,12.41
Junin,selva_alta,Perene,platano,2025,10,Octubre,19491.649999999998,20.43,28.61,14.56,0.77,70.86,16.1,0.85,82.63,0.52,21.06,14.22,12.41
Junin,selva_baja,Rio Tambo,yuca,2025,10,Octubre,14159.600000000006,24.71,34.0,17.64,1.23,65.95,15.92,0.05,89.21,0.55,24.68,16.96,13.66
Junin,sierra,El Tambo,alfalfa,2025,11,Noviembre,12752.399999999994,9.43,19.1,2.41,0.18,74.4,21.68,2.22,64.89,0.44,11.6,4.34,8.13
Junin,sierra,El Tambo,avena_forrajera,2025,11,Noviembre,769.1000000000058,9.43,19.1,2.41,0.18,74.4,21.68,2.22,64.89,0.44,11.6,4.34,8.13
Junin,selva_alta,Perene,naranja,2025,11,Noviembre,23245.79999999999,20.67,27.99,15.94,0.23,72.02,16.13,0.81,82.53,0.51,21.24,14.88,12.94
Junin,sierra,El Tambo,papa,2025,11,Noviembre,7051.599999999977,9.43,19.1,2.41,0.18,74.4,21.68,2.22,64.89,0.44,11.6,4.34,8.13
Junin,selva_alta,Perene,pina,2025,11,Noviembre,38085.29999999999,20.67,27.99,15.94,0.23,72.02,16.13,0.81,82.53,0.51,21.24,14.88,12.94
Junin,selva_alta,Perene,platano,2025,11,Noviembre,20040.5,20.67,27.99,15.94,0.23,72.02,16.13,0.81,82.53,0.51,21.24,14.88,12.94
Junin,selva_baja,Rio Tambo,yuca,2025,11,Noviembre,15263.199999999995,25.16,33.24,18.67,0.47,64.98,16.69,0.05,89.09,0.54,25.14,17.37,14.03
Junin,sierra,El Tambo,alfalfa,2025,12,Diciembre,13648.600000000006,9.58,19.98,2.11,0.36,71.56,21.68,1.98,64.79,0.42,11.87,3.89,7.89
Junin,sierra,El Tambo,avena_forrajera,2025,12,Diciembre,1235.5999999999476,9.58,19.98,2.11,0.36,71.56,21.68,1.98,64.79,0.42,11.87,3.89,7.89
Junin,selva_alta,Perene,naranja,2025,12,Diciembre,22094.380000000063,19.61,28.36,14.66,0.48,76.88,16.13,0.79,82.44,0.5,20.14,14.92,13.04
Junin,sierra,El Tambo,papa,2025,12,Diciembre,20423.800000000105,9.58,19.98,2.11,0.36,71.56,21.68,1.98,64.79,0.42,11.87,3.89,7.89
Junin,selva_alta,Perene,pina,2025,12,Diciembre,40377.20000000001,19.61,28.36,14.66,0.48,76.88,16.13,0.79,82.44,0.5,20.14,14.92,13.04
Junin,selva_alta,Perene,platano,2025,12,Diciembre,18444.650000000023,19.61,28.36,14.66,0.48,76.88,16.13,0.79,82.44,0.5,20.14,14.92,13.04
Junin,selva_baja,Rio Tambo,yuca,2025,12,Diciembre,13235.199999999995,24.36,33.97,17.6,0.67,68.27,16.69,0.03,88.99,0.54,24.38,17.43,14.09
La Libertad,costa,Viru,arroz_cascara,2020,1,Enero,863.5,21.94,29.69,18.14,0.14,76.91,22.09,2.36,94.07,0.38,24.2,17.38,13.28
La Libertad,costa,Viru,cana_para_azucar,2020,1,Enero,419785.476,21.94,29.69,18.14,0.14,76.91,22.09,2.36,94.07,0.38,24.2,17.38,13.28
La Libertad,sierra,Huamachuco,papa,2020,1,Enero,15520.7,12.05,22.12,3.37,0.72,70.18,19.6,2.1,68.12,0.5,14.75,5.91,8.59
La Libertad,costa,Viru,arroz_cascara,2020,2,Febrero,16010.0,22.39,28.6,19.04,0.15,79.93,21.08,2.29,94.04,0.38,24.64,18.5,14.24
La Libertad,costa,Viru,cana_para_azucar,2020,2,Febrero,470766.92,22.39,28.6,19.04,0.15,79.93,21.08,2.29,94.04,0.38,24.64,18.5,14.24
La Libertad,sierra,Huamachuco,papa,2020,2,Febrero,35213.5,12.48,22.92,4.99,0.75,72.17,18.0,1.74,68.13,0.48,14.99,6.85,9.17
La Libertad,costa,Viru,arroz_cascara,2020,3,Marzo,36597.0,22.48,28.89,18.43,0.14,77.13,21.86,2.1,94.08,0.38,24.36,17.83,13.77
La Libertad,costa,Viru,cana_para_azucar,2020,3,Marzo,263196.40100000007,22.48,28.89,18.43,0.14,77.13,21.86,2.1,94.08,0.38,24.36,17.83,13.77
La Libertad,sierra,Huamachuco,papa,2020,3,Marzo,71717.50000000001,11.99,22.68,1.17,0.9,70.7,17.68,1.55,68.14,0.47,14.59,5.86,8.71
La Libertad,costa,Viru,arroz_cascara,2020,4,Abril,111143.0,21.4,27.7,16.49,0.46,76.14,20.68,2.25,94.14,0.38,22.95,16.73,12.72
La Libertad,costa,Viru,cana_para_azucar,2020,4,Abril,336954.47200000007,21.4,27.7,16.49,0.46,76.14,20.68,2.25,94.14,0.38,22.95,16.73,12.72
La Libertad,sierra,Huamachuco,papa,2020,4,Abril,77557.5,11.93,21.48,3.11,1.72,73.3,18.22,1.54,68.21,0.5,14.15,6.55,8.97
La Libertad,costa,Viru,arroz_cascara,2020,5,Mayo,211682.0,20.98,27.45,16.37,0.06,73.54,19.05,2.19,94.13,0.38,22.28,15.72,11.93
La Libertad,costa,Viru,cana_para_azucar,2020,5,Mayo,452542.01,20.98,27.45,16.37,0.06,73.54,19.05,2.19,94.13,0.38,22.28,15.72,11.93
La Libertad,sierra,Huamachuco,papa,2020,5,Mayo,93315.40000000002,12.26,22.03,1.99,0.27,68.97,17.81,1.68,68.24,0.47,14.25,5.69,8.51
La Libertad,costa,Viru,arroz_cascara,2020,6,Junio,6335.0,18.64,27.05,13.78,0.02,75.78,18.6,2.39,94.14,0.38,19.83,13.92,10.61
La Libertad,costa,Viru,cana_para_azucar,2020,6,Junio,481071.75699999975,18.64,27.05,13.78,0.02,75.78,18.6,2.39,94.14,0.38,19.83,13.92,10.61
La Libertad,sierra,Huamachuco,papa,2020,6,Junio,113629.89999999997,12.24,22.62,2.36,0.18,64.39,19.24,1.8,68.2,0.45,14.45,4.39,7.76
La Libertad,costa,Viru,arroz_cascara,2020,7,Julio,1153.0,18.19,25.28,13.66,1.68,75.17,18.52,2.18,94.08,0.43,19.02,13.39,10.24
La Libertad,costa,Viru,cana_para_azucar,2020,7,Julio,476288.426,18.19,25.28,13.66,1.68,75.17,18.52,2.18,94.08,0.43,19.02,13.39,10.24
La Libertad,sierra,Huamachuco,papa,2020,7,Julio,26124.79999999999,10.97,21.25,3.0,3.3,73.13,18.83,1.73,68.17,0.54,12.69,5.46,8.31
La Libertad,costa,Viru,arroz_cascara,2020,8,Agosto,366.5999999999767,18.43,26.96,12.51,0.01,70.01,21.73,2.29,94.1,0.39,19.85,12.35,9.58
La Libertad,costa,Viru,cana_para_azucar,2020,8,Agosto,453798.179,18.43,26.96,12.51,0.01,70.01,21.73,2.29,94.1,0.39,19.85,12.35,9.58
La Libertad,sierra,Huamachuco,papa,2020,8,Agosto,2195.0,11.69,22.05,0.98,0.04,64.69,22.12,2.24,68.19,0.49,14.02,3.75,7.48
La Libertad,costa,Viru,arroz_cascara,2020,9,Septiembre,120.0,19.04,26.46,13.88,0.1,67.84,20.71,2.37,94.09,0.38,21.15,12.59,9.72
La Libertad,costa,Viru,cana_para_azucar,2020,9,Septiembre,520562.8829999999,19.04,26.46,13.88,0.1,67.84,20.71,2.37,94.09,0.38,21.15,12.59,9.72
La Libertad,sierra,Huamachuco,papa,2020,9,Septiembre,8419.400000000023,12.14,22.2,3.29,0.23,65.79,19.88,2.24,68.16,0.45,15.2,4.92,8.02
La Libertad,costa,Viru,arroz_cascara,2020,10,Octubre,0.0,20.22,26.77,15.25,0.37,65.75,22.46,2.11,94.02,0.38,22.44,13.2,10.14
La Libertad,costa,Viru,cana_para_azucar,2020,10,Octubre,535768.4669999997,20.22,26.77,15.25,0.37,65.75,22.46,2.11,94.02,0.38,22.44,13.2,10.14
La Libertad,sierra,Huamachuco,papa,2020,10,Octubre,13595.0,12.37,23.47,3.83,0.72,63.6,21.02,2.26,68.11,0.45,15.49,4.33,7.81
La Libertad,costa,Viru,arroz_cascara,2020,11,Noviembre,0.0,19.2,27.66,13.08,0.17,69.06,24.03,1.96,94.11,0.38,21.49,13.02,10.04
La Libertad,costa,Viru,cana_para_azucar,2020,11,Noviembre,441660.9900000002,19.2,27.66,13.08,0.17,69.06,24.03,1.96,94.11,0.38,21.49,13.02,10.04
La Libertad,sierra,Huamachuco,papa,2020,11,Noviembre,40878.09999999998,11.83,22.95,2.76,0.99,63.02,21.64,1.72,68.11,0.46,14.47,3.88,7.59
La Libertad,costa,Viru,arroz_cascara,2020,12,Diciembre,,20.32,26.6,16.38,0.37,76.08,19.23,1.68,94.05,0.39,22.14,15.71,11.92
La Libertad,costa,Viru,cana_para_azucar,2020,12,Diciembre,,20.32,26.6,16.38,0.37,76.08,19.23,1.68,94.05,0.39,22.14,15.71,11.92
La Libertad,sierra,Huamachuco,papa,2020,12,Diciembre,,10.64,21.14,2.1,1.6,75.28,16.83,1.63,68.04,0.49,12.7,5.82,8.59
La Libertad,costa,Viru,arroz_cascara,2021,1,Enero,548.0,21.13,27.05,17.09,0.31,76.86,19.5,1.84,93.97,0.38,23.18,16.65,12.68
La Libertad,costa,Viru,cana_para_azucar,2021,1,Enero,342202.102,21.13,27.05,17.09,0.31,76.86,19.5,1.84,93.97,0.38,23.18,16.65,12.68
La Libertad,sierra,Huamachuco,papa,2021,1,Enero,24464.5,10.95,19.58,2.67,1.02,75.5,15.82,1.56,68.0,0.49,13.31,6.25,8.81
La Libertad,costa,Viru,arroz_cascara,2021,2,Febrero,3492.0,22.29,29.81,17.83,0.08,71.39,22.86,1.92,94.0,0.38,24.59,16.53,12.61
La Libertad,costa,Viru,cana_para_azucar,2021,2,Febrero,457817.9089999999,22.29,29.81,17.83,0.08,71.39,22.86,1.92,94.0,0.38,24.59,16.53,12.61
La Libertad,sierra,Huamachuco,papa,2021,2,Febrero,52341.100000000006,11.58,22.13,2.87,0.73,68.88,20.54,1.9,68.04,0.48,13.99,5.12,8.22
La Libertad,costa,Viru,arroz_cascara,2021,3,Marzo,7166.0,22.23,28.45,17.93,0.37,72.67,19.8,1.93,94.02,0.38,24.04,16.72,12.79
La Libertad,costa,Viru,cana_para_azucar,2021,3,Marzo,383617.335,22.23,28.45,17.93,0.37,72.67,19.8,1.93,94.02,0.38,24.04,16.72,12.79
La Libertad,sierra,Huamachuco,papa,2021,3,Marzo,62266.0,10.45,21.15,2.81,2.38,75.39,16.22,1.65,68.04,0.5,12.84,5.64,8.45
La Libertad,costa,Viru,arroz_cascara,2021,4,Abril,8646.5,20.2,27.57,15.26,0.12,77.17,20.06,2.52,94.04,0.38,21.81,15.79,12.0
La Libertad,costa,Viru,cana_para_azucar,2021,4,Abril,227544.85700000008,20.2,27.57,15.26,0.12,77.17,20.06,2.52,94.04,0.38,21.81,15.79,12.0
La Libertad,sierra,Huamachuco,papa,2021,4,Abril,108676.80000000002,11.47,20.79,3.55,0.85,74.88,17.11,1.31,68.11,0.52,13.35,6.5,8.94
La Libertad,costa,Viru,arroz_cascara,2021,5,Mayo,,19.42,27.7,14.5,0.06,75.39,17.67,2.49,94.15,0.38,20.7,14.61,11.09
La Libertad,costa,Viru,cana_para_azucar,2021,5,Mayo,,19.42,27.7,14.5,0.06,75.39,17.67,2.49,94.15,0.38,20.7,14.61,11.09
La Libertad,sierra,Huamachuco,papa,2021,5,Mayo,,11.39,20.55,3.78,0.61,71.83,17.82,1.67,68.2,0.49,13.42,5.65,8.41
La Libertad,costa,Viru,arroz_cascara,2021,6,Junio,,18.96,26.38,14.5,0.03,76.29,15.32,2.41,94.2,0.38,20.15,14.35,10.91
La Libertad,costa,Viru,cana_para_azucar,2021,6,Junio,,18.96,26.38,14.5,0.03,76.29,15.32,2.41,94.2,0.38,20.15,14.35,10.91
La Libertad,sierra,Huamachuco,papa,2021,6,Junio,,10.97,20.71,3.4,0.27,69.88,16.87,1.6,68.21,0.47,12.89,4.76,7.92
La Libertad,costa,Viru,arroz_cascara,2021,7,Julio,23880.0,19.3,27.96,15.07,0.03,71.78,17.65,2.65,94.15,0.38,20.51,13.62,10.42
La Libertad,costa,Viru,cana_para_azucar,2021,7,Julio,402004.5800000001,19.3,27.96,15.07,0.03,71.78,17.65,2.65,94.15,0.38,20.51,13.62,10.42
La Libertad,sierra,Huamachuco,papa,2021,7,Julio,25983.599999999977,10.91,21.78,1.05,0.48,64.42,19.73,2.32,68.24,0.45,13.25,2.85,7.0
La Libertad,costa,Viru,arroz_cascara,2021,8,Agosto,601.0,18.82,28.23,13.98,0.07,71.18,19.07,2.82,94.18,0.37,20.43,13.07,10.04
La Libertad,costa,Viru,cana_para_azucar,2021,8,Agosto,471871.875,18.82,28.23,13.98,0.07,71.18,19.07,2.82,94.18,0.37,20.43,13.07,10.04
La Libertad,sierra,Huamachuco,papa,2021,8,Agosto,4780.0,11.72,21.8,1.97,0.3,62.94,19.8,2.26,68.22,0.45,14.65,3.44,7.29
La Libertad,costa,Viru,arroz_cascara,2021,9,Septiembre,,18.92,27.06,14.05,0.09,68.52,20.63,2.96,94.14,0.38,20.84,12.65,9.75
La Libertad,costa,Viru,cana_para_azucar,2021,9,Septiembre,453849.378,18.92,27.06,14.05,0.09,68.52,20.63,2.96,94.14,0.38,20.84,12.65,9.75
La Libertad,sierra,Huamachuco,papa,2021,9,Septiembre,13379.000000000058,11.85,22.61,3.5,0.95,66.38,20.41,2.29,68.22,0.46,14.74,4.7,7.88
La Libertad,costa,Viru,arroz_cascara,2021,10,Octubre,0.0,18.52,26.38,13.87,0.33,72.04,21.03,2.74,94.13,0.38,20.68,13.12,10.04
La Libertad,costa,Viru,cana_para_azucar,2021,10,Octubre,501781.8208586001,18.52,26.38,13.87,0.33,72.04,21.03,2.74,94.13,0.38,20.68,13.12,10.04
La Libertad,sierra,Huamachuco,papa,2021,10,Octubre,18355.5,12.53,24.31,3.38,1.55,69.06,18.9,1.58,68.15,0.47,15.42,6.14,8.72
La Libertad,costa,Viru,arroz_cascara,2021,11,Noviembre,0.0,18.14,24.12,14.19,0.25,77.67,22.64,2.44,94.16,0.38,20.39,13.96,10.62
La Libertad,costa,Viru,cana_para_azucar,2021,11,Noviembre,458505.4953102996,18.14,24.12,14.19,0.25,77.67,22.64,2.44,94.16,0.38,20.39,13.96,10.62
La Libertad,sierra,Huamachuco,papa,2021,11,Noviembre,21053.0,11.48,22.48,3.0,1.46,65.68,19.0,1.63,68.04,0.48,14.17,4.27,7.75
La Libertad,costa,Viru,arroz_cascara,2021,12,Diciembre,101.0,19.32,26.7,15.16,0.26,77.33,22.17,2.36,94.08,0.38,21.41,15.01,11.38
La Libertad,costa,Viru,cana_para_azucar,2021,12,Diciembre,444960.6084580999,19.32,26.7,15.16,0.26,77.33,22.17,2.36,94.08,0.38,21.41,15.01,11.38
La Libertad,sierra,Huamachuco,papa,2021,12,Diciembre,48411.59999999998,11.29,22.88,2.7,1.94,72.67,19.59,1.62,68.03,0.52,13.47,5.83,8.59
La Libertad,costa,Viru,arroz_cascara,2022,1,Enero,1298.0,20.35,26.77,16.18,0.24,79.14,21.34,2.4,94.11,0.38,22.46,16.34,12.41
La Libertad,costa,Viru,cana_para_azucar,2022,1,Enero,375847.3764956,20.35,26.77,16.18,0.24,79.14,21.34,2.4,94.11,0.38,22.46,16.34,12.41
La Libertad,sierra,Huamachuco,papa,2022,1,Enero,23612.1,10.83,22.37,1.88,1.25,72.37,18.72,1.8,68.05,0.5,13.42,5.28,8.26
La Libertad,costa,Viru,arroz_cascara,2022,2,Febrero,2885.0,20.51,26.16,16.44,0.52,78.94,19.17,2.35,94.08,0.38,22.65,16.49,12.54
La Libertad,costa,Viru,cana_para_azucar,2022,2,Febrero,377888.5070448999,20.51,26.16,16.44,0.52,78.94,19.17,2.35,94.08,0.38,22.65,16.49,12.54
La Libertad,sierra,Huamachuco,papa,2022,2,Febrero,39043.15,10.95,20.72,1.92,2.64,74.81,15.64,1.46,68.02,0.52,13.35,5.95,8.66
La Libertad,costa,Viru,arroz_cascara,2022,3,Marzo,,21.48,27.49,16.84,0.48,74.59,19.07,2.1,94.05,0.38,23.38,16.55,12.58
La Libertad,costa,Viru,cana_para_azucar,2022,3,Marzo,,21.48,27.49,16.84,0.48,74.59,19.07,2.1,94.05,0.38,23.38,16.55,12.58
La Libertad,sierra,Huamachuco,papa,2022,3,Marzo,,10.48,19.5,2.91,2.46,78.82,16.29,1.55,68.04,0.56,12.65,6.5,8.95
La Libertad,costa,Viru,arroz_cascara,2022,4,Abril,,19.39,25.98,15.4,0.44,78.99,18.78,2.49,94.04,0.39,20.74,15.41,11.69
La Libertad,costa,Viru,cana_para_azucar,2022,4,Abril,,19.39,25.98,15.4,0.44,78.99,18.78,2.49,94.04,0.39,20.74,15.41,11.69
La Libertad,sierra,Huamachuco,papa,2022,4,Abril,,11.07,20.53,2.92,1.74,78.51,16.48,1.45,68.11,0.58,12.51,6.99,9.23
La Libertad,costa,Viru,arroz_cascara,2022,5,Mayo,154702.0,19.24,26.52,13.81,0.25,71.23,18.41,2.3,94.14,0.38,20.31,13.54,10.35
La Libertad,costa,Viru,cana_para_azucar,2022,5,Mayo,346403.09999999986,19.24,26.52,13.81,0.25,71.23,18.41,2.3,94.14,0.38,20.31,13.54,10.35
La Libertad,sierra,Huamachuco,papa,2022,5,Mayo,103918.00000000004,11.5,21.05,3.12,1.38,74.17,17.01,1.29,68.19,0.54,13.2,6.32,8.83
La Libertad,costa,Viru,arroz_cascara,2022,6,Junio,49816.30000000002,17.82,25.32,12.6,0.08,72.95,17.67,2.38,94.19,0.38,18.52,12.54,9.69
La Libertad,costa,Viru,cana_para_azucar,2022,6,Junio,393345.4677705001,17.82,25.32,12.6,0.08,72.95,17.67,2.38,94.19,0.38,18.52,12.54,9.69
La Libertad,sierra,Huamachuco,papa,2022,6,Junio,86711.20000000001,9.9,19.89,0.67,0.81,71.01,17.43,1.56,68.17,0.52,11.29,3.76,7.46
La Libertad,costa,Viru,arroz_cascara,2022,7,Julio,2798.5,18.17,25.98,12.95,0.04,71.02,18.46,2.53,94.13,0.38,19.18,12.41,9.62
La Libertad,costa,Viru,cana_para_azucar,2022,7,Julio,474107.6073058001,18.17,25.98,12.95,0.04,71.02,18.46,2.53,94.13,0.38,19.18,12.41,9.62
La Libertad,sierra,Huamachuco,papa,2022,7,Julio,22027.0,11.08,21.25,0.19,0.39,66.95,19.2,2.19,68.2,0.48,13.09,3.86,7.5
La Libertad,costa,Viru,arroz_cascara,2022,8,Agosto,677.5,18.3,26.33,13.26,0.05,69.29,19.7,2.66,94.14,0.38,19.72,12.2,9.48
La Libertad,costa,Viru,cana_para_azucar,2022,8,Agosto,405646.7713262001,18.3,26.33,13.26,0.05,69.29,19.7,2.66,94.14,0.38,19.72,12.2,9.48
La Libertad,sierra,Huamachuco,papa,2022,8,Agosto,8956.0,11.66,21.8,0.98,0.42,63.81,19.71,2.03,68.18,0.46,14.39,3.57,7.36
La Libertad,costa,Viru,arroz_cascara,2022,9,Septiembre,0.0,18.28,27.61,13.44,0.18,68.14,19.43,2.77,94.16,0.38,20.06,11.92,9.3
La Libertad,costa,Viru,cana_para_azucar,2022,9,Septiembre,370845.2143930001,18.28,27.61,13.44,0.18,68.14,19.43,2.77,94.16,0.38,20.06,11.92,9.3
La Libertad,sierra,Huamachuco,papa,2022,9,Septiembre,10743.199999999952,12.22,22.63,2.89,0.87,64.14,19.09,1.83,68.17,0.46,15.38,4.38,7.76
La Libertad,costa,Viru,arroz_cascara,2022,10,Octubre,0.0,17.81,26.07,11.68,0.07,68.87,22.32,2.67,94.17,0.38,19.89,11.67,9.16
La Libertad,costa,Viru,cana_para_azucar,2022,10,Octubre,500871.6099999999,17.81,26.07,11.68,0.07,68.87,22.32,2.67,94.17,0.38,19.89,11.67,9.16
La Libertad,sierra,Huamachuco,papa,2022,10,Octubre,17480.5,12.36,23.97,4.5,0.79,57.36,21.76,1.66,68.1,0.46,15.01,2.49,7.02
La Libertad,costa,Viru,arroz_cascara,2022,11,Noviembre,0.0,18.73,25.44,13.79,0.05,73.19,23.68,2.38,94.12,0.38,21.09,13.52,10.35
La Libertad,costa,Viru,cana_para_azucar,2022,11,Noviembre,470576.8599999999,18.73,25.44,13.79,0.05,73.19,23.68,2.38,94.12,0.38,21.09,13.52,10.35
La Libertad,sierra,Huamachuco,papa,2022,11,Noviembre,23791.49999999994,12.72,23.92,3.64,0.86,58.53,22.84,1.85,68.08,0.46,15.94,3.35,7.38
La Libertad,costa,Viru,arroz_cascara,2022,12,Diciembre,0.0,19.66,26.51,15.09,0.15,79.87,20.74,2.34,94.08,0.38,21.77,15.85,12.04
La Libertad,costa,Viru,cana_para_azucar,2022,12,Diciembre,468275.1362354001,19.66,26.51,15.09,0.15,79.87,20.74,2.34,94.08,0.38,21.77,15.85,12.04
La Libertad,sierra,Huamachuco,papa,2022,12,Diciembre,46976.75,11.16,21.46,1.24,0.94,69.37,18.76,1.76,68.02,0.46,13.76,4.76,8.03
La Libertad,costa,Viru,arroz_cascara,2023,1,Enero,1118.0,20.47,26.02,16.15,1.16,77.38,20.22,2.02,94.12,0.39,22.21,16.13,12.26
La Libertad,costa,Viru,cana_para_azucar,2023,1,Enero,396244.172,20.47,26.02,16.15,1.16,77.38,20.22,2.02,94.12,0.39,22.21,16.13,12.26
La Libertad,sierra,Huamachuco,papa,2023,1,Enero,27626.1,10.64,20.91,2.96,4.97,73.16,17.15,1.47,68.05,0.52,13.04,5.28,8.27
La Libertad,costa,Viru,arroz_cascara,2023,2,Febrero,3312.0,21.95,28.3,18.35,0.54,80.0,18.71,2.13,93.99,0.39,23.81,18.13,13.93
La Libertad,costa,Viru,cana_para_azucar,2023,2,Febrero,409583.3156480001,21.95,28.3,18.35,0.54,80.0,18.71,2.13,93.99,0.39,23.81,18.13,13.93
La Libertad,sierra,Huamachuco,papa,2023,2,Febrero,33648.7,10.99,18.38,3.58,2.32,80.49,15.51,1.4,68.06,0.61,12.85,7.39,9.49
La Libertad,costa,Viru,arroz_cascara,2023,3,Marzo,68318.0,23.06,28.91,19.57,0.81,78.01,17.73,2.13,94.06,0.39,24.88,18.71,14.49
La Libertad,costa,Viru,cana_para_azucar,2023,3,Marzo,421792.3814878999,23.06,28.91,19.57,0.81,78.01,17.73,2.13,94.06,0.39,24.88,18.71,14.49
La Libertad,sierra,Huamachuco,papa,2023,3,Marzo,52737.49999999999,10.01,19.24,2.53,2.46,81.41,15.55,1.63,68.1,0.62,11.62,6.55,9.0
La Libertad,costa,Viru,arroz_cascara,2023,4,Abril,165328.5,23.09,30.25,19.55,0.23,81.83,17.82,2.5,93.98,0.39,24.59,19.55,15.27
La Libertad,costa,Viru,cana_para_azucar,2023,4,Abril,265236.2541108001,23.09,30.25,19.55,0.23,81.83,17.82,2.5,93.98,0.39,24.59,19.55,15.27
La Libertad,sierra,Huamachuco,papa,2023,4,Abril,67934.0,10.68,19.04,3.02,1.26,81.74,14.65,1.24,68.11,0.59,12.08,7.26,9.43
La Libertad,costa,Viru,arroz_cascara,2023,5,Mayo,66060.0,22.06,29.1,18.42,0.13,80.86,17.01,2.59,94.07,0.38,23.72,18.31,14.07
La Libertad,costa,Viru,cana_para_azucar,2023,5,Mayo,373160.5080364,22.06,29.1,18.42,0.13,80.86,17.01,2.59,94.07,0.38,23.72,18.31,14.07
La Libertad,sierra,Huamachuco,papa,2023,5,Mayo,77269.1,11.99,21.16,5.41,0.72,75.77,16.38,1.45,68.21,0.54,13.65,7.17,9.33
La Libertad,costa,Viru,arroz_cascara,2023,6,Junio,443.0,21.48,28.71,17.57,0.0,77.59,18.28,2.67,94.09,0.38,23.0,17.0,12.97
La Libertad,costa,Viru,cana_para_azucar,2023,6,Junio,380179.23046249966,21.48,28.71,17.57,0.0,77.59,18.28,2.67,94.09,0.38,23.0,17.0,12.97
La Libertad,sierra,Huamachuco,papa,2023,6,Junio,156856.00000000003,11.83,21.38,1.76,0.02,68.27,19.58,1.85,68.22,0.49,13.79,4.86,8.04
La Libertad,costa,Viru,arroz_cascara,2023,7,Julio,686.0,21.21,28.92,16.83,0.02,77.42,18.12,2.77,94.09,0.38,22.84,16.7,12.71
La Libertad,costa,Viru,cana_para_azucar,2023,7,Julio,509382.1590304999,21.21,28.92,16.83,0.02,77.42,18.12,2.77,94.09,0.38,22.84,16.7,12.71
La Libertad,sierra,Huamachuco,papa,2023,7,Julio,59648.59999999998,12.34,23.03,2.69,0.13,63.19,20.34,2.21,68.27,0.45,14.67,3.85,7.5
La Libertad,costa,Viru,arroz_cascara,2023,8,Agosto,239.59999999997672,20.91,30.37,16.56,0.02,75.63,19.38,2.62,94.09,0.38,22.74,16.05,12.2
La Libertad,costa,Viru,cana_para_azucar,2023,8,Agosto,529610.48,20.91,30.37,16.56,0.02,75.63,19.38,2.62,94.09,0.38,22.74,16.05,12.2
La Libertad,sierra,Huamachuco,papa,2023,8,Agosto,8330.0,12.75,23.59,2.05,0.26,61.08,20.9,2.06,68.24,0.45,15.62,3.73,7.48
La Libertad,costa,Viru,arroz_cascara,2023,9,Septiembre,35.0,21.09,27.88,16.95,0.03,72.99,21.85,2.85,94.03,0.37,23.3,15.74,11.94
La Libertad,costa,Viru,cana_para_azucar,2023,9,Septiembre,468486.68000000017,21.09,27.88,16.95,0.03,72.99,21.85,2.85,94.03,0.37,23.3,15.74,11.94
La Libertad,sierra,Huamachuco,papa,2023,9,Septiembre,17594.5,13.22,23.31,4.12,0.28,64.51,20.7,2.23,68.2,0.45,16.54,5.6,8.4
La Libertad,costa,Viru,arroz_cascara,2023,10,Octubre,15.0,20.31,26.8,15.98,0.25,76.66,19.81,2.78,94.08,0.38,22.59,15.83,11.99
La Libertad,costa,Viru,cana_para_azucar,2023,10,Octubre,529235.4229976004,20.31,26.8,15.98,0.25,76.66,19.81,2.78,94.08,0.38,22.59,15.83,11.99
La Libertad,sierra,Huamachuco,papa,2023,10,Octubre,16151.0,13.22,23.15,3.86,0.93,68.82,17.28,1.95,68.18,0.46,16.11,6.82,9.13
La Libertad,costa,Viru,arroz_cascara,2023,11,Noviembre,700.0,20.17,27.1,15.82,0.19,76.34,20.75,2.62,94.03,0.38,22.43,15.58,11.83
La Libertad,costa,Viru,cana_para_azucar,2023,11,Noviembre,443278.4017266901,20.17,27.1,15.82,0.19,76.34,20.75,2.62,94.03,0.38,22.43,15.58,11.83
La Libertad,sierra,Huamachuco,papa,2023,11,Noviembre,32121.300000000047,13.31,23.26,3.54,0.88,64.79,19.04,1.79,68.09,0.46,16.17,5.72,8.63
La Libertad,costa,Viru,arroz_cascara,2023,12,Diciembre,0.0,20.83,27.34,16.8,0.58,80.91,19.52,2.55,94.01,0.38,22.9,17.2,13.11
La Libertad,costa,Viru,cana_para_azucar,2023,12,Diciembre,460390.9392055003,20.83,27.34,16.8,0.58,80.91,19.52,2.55,94.01,0.38,22.9,17.2,13.11
La Libertad,sierra,Huamachuco,papa,2023,12,Diciembre,39841.09999999998,12.53,23.03,3.82,2.62,75.88,15.91,1.53,68.11,0.5,14.59,7.84,9.8
La Libertad,costa,Viru,arroz_cascara,2024,1,Enero,795.0,22.27,28.87,18.77,0.16,82.24,19.91,2.55,94.03,0.38,24.53,18.89,14.59
La Libertad,costa,Viru,cana_para_azucar,2024,1,Enero,334826.8852224,22.27,28.87,18.77,0.16,82.24,19.91,2.55,94.03,0.38,24.53,18.89,14.59
La Libertad,sierra,Huamachuco,papa,2024,1,Enero,18448.7,12.85,22.22,3.36,0.61,74.33,17.15,1.74,68.18,0.51,15.28,7.78,9.74
