region,anio,mes_num,mes_nombre,cultivo,produccion_acumulada
Piura,2020,1,Enero,quinua,0.0
Piura,2020,2,Febrero,quinua,0.0
Piura,2020,3,Marzo,quinua,0.0
Piura,2020,4,Abril,quinua,0.0
Piura,2020,5,Mayo,quinua,0.0
Piura,2020,6,Junio,quinua,0.0
Piura,2020,7,Julio,quinua,0.0
Piura,2020,8,Agosto,quinua,0.0
Piura,2020,9,Septiembre,quinua,0.0
Piura,2020,10,Octubre,quinua,0.0
Piura,2020,11,Noviembre,quinua,0.0
Piura,2020,12,Diciembre,quinua,
Piura,2021,1,Enero,quinua,0.0
Piura,2021,2,Febrero,quinua,0.0
Piura,2021,3,Marzo,quinua,0.0
Piura,2021,4,Abril,quinua,0.0
Piura,2021,5,Mayo,quinua,
Piura,2021,6,Junio,quinua,0.0
Piura,2021,7,Julio,quinua,0.0
Piura,2021,8,Agosto,quinua,0.0
Piura,2021,9,Septiembre,quinua,0.0
Piura,2021,10,Octubre,quinua,0.0
Piura,2021,11,Noviembre,quinua,0.0
Piura,2021,12,Diciembre,quinua,0.0
Piura,2022,1,Enero,quinua,0.0
Piura,2022,2,Febrero,quinua,0.0
Piura,2022,3,Marzo,quinua,
Piura,2022,4,Abril,quinua,0.0
Piura,2022,5,Mayo,quinua,0.0
Piura,2022,6,Junio,quinua,0.0
Piura,2022,7,Julio,quinua,0.0
Piura,2022,8,Agosto,quinua,0.0
Piura,2022,9,Septiembre,quinua,0.0
Piura,2022,10,Octubre,quinua,0.0
Piura,2022,11,Noviembre,quinua,0.0
Piura,2022,12,Diciembre,quinua,0.0
Piura,2023,1,Enero,quinua,0.0
Piura,2023,2,Febrero,quinua,0.0
Piura,2023,3,Marzo,quinua,0.0
Piura,2023,4,Abril,quinua,0.0
Piura,2023,5,Mayo,quinua,0.0
Piura,2023,6,Junio,quinua,0.0
Piura,2023,7,Julio,quinua,0.0
Piura,2023,8,Agosto,quinua,0.0
Piura,2023,9,Septiembre,quinua,0.0
Piura,2023,10,Octubre,quinua,0.0
Piura,2023,11,Noviembre,quinua,0.0
Piura,2023,12,Diciembre,quinua,0.0
Piura,2024,1,Enero,quinua,0.0
Piura,2024,2,Febrero,quinua,0.0
Piura,2024,3,Marzo,quinua,0.0
Piura,2024,4,Abril,quinua,0.0
Piura,2024,5,Mayo,quinua,0.0
Piura,2024,6,Junio,quinua,0.0
Piura,2024,7,Julio,quinua,0.0
Piura,2024,8,Agosto,quinua,0.0
Piura,2024,9,Septiembre,quinua,0.0
Piura,2024,10,Octubre,quinua,0.0
Piura,2024,11,Noviembre,quinua,0.0
Piura,2024,12,Diciembre,quinua,0.0
Piura,2025,1,Enero,quinua,0.0
Piura,2025,2,Febrero,quinua,0.0
Piura,2025,3,Marzo,quinua,0.0
Piura,2025,4,Abril,quinua,0.0
Piura,2025,5,Mayo,quinua,0.0
Piura,2025,6,Junio,quinua,0.0
Piura,2025,7,Julio,quinua,0.0
Piura,2025,8,Agosto,quinua,0.0
Piura,2025,9,Septiembre,quinua,0.0
Piura,2025,10,Octubre,quinua,0.0
Piura,2025,11,Noviembre,quinua,0.0
Piura,2025,12,Diciembre,quinua,0.0
Puno,2020,1,Enero,quinua,0.0
Puno,2020,2,Febrero,quinua,0.0
Puno,2020,3,Marzo,quinua,1649.3
Puno,2020,4,Abril,quinua,27577.7
Puno,2020,5,Mayo,quinua,39588.93
Puno,2020,6,Junio,quinua,39618.13
Puno,2020,7,Julio,quinua,39618.13
Puno,2020,8,Agosto,quinua,39618.13
Puno,2020,9,Septiembre,quinua,39618.130000000005
Puno,2020,10,Octubre,quinua,39618.130000000005
Puno,2020,11,Noviembre,quinua,39618.130000000005
Puno,2020,12,Diciembre,quinua,
Puno,2021,1,Enero,quinua,0.0
Puno,2021,2,Febrero,quinua,0.0
Puno,2021,3,Marzo,quinua,1529.0
Puno,2021,4,Abril,quinua,30210.6
Puno,2021,5,Mayo,quinua,
Puno,2021,6,Junio,quinua,41336.709
Puno,2021,7,Julio,quinua,41336.709
Puno,2021,8,Agosto,quinua,41336.709
Puno,2021,9,Septiembre,quinua,41336.708999999995
Puno,2021,10,Octubre,quinua,41336.708999999995
Puno,2021,11,Noviembre,quinua,41336.708999999995
Puno,2021,12,Diciembre,quinua,41336.708999999995
Puno,2022,1,Enero,quinua,0.0
Puno,2022,2,Febrero,quinua,0.0
Puno,2022,3,Marzo,quinua,
Puno,2022,4,Abril,quinua,30955.300000000007
Puno,2022,5,Mayo,quinua,44790.200000000004
Puno,2022,6,Junio,quinua,44801.50000000001
Puno,2022,7,Julio,quinua,44801.50000000001
Puno,2022,8,Agosto,quinua,44801.50000000001
Puno,2022,9,Septiembre,quinua,44801.50000000001
Puno,2022,10,Octubre,quinua,44801.50000000001
Puno,2022,11,Noviembre,quinua,44801.50000000001
Puno,2022,12,Diciembre,quinua,45188.000000000015
Puno,2023,1,Enero,quinua,0.0
Puno,2023,2,Febrero,quinua,0.0
Puno,2023,3,Marzo,quinua,0.0
Puno,2023,4,Abril,quinua,1023.445
Puno,2023,5,Mayo,quinua,13045.075
Puno,2023,6,Junio,quinua,33522.3
Puno,2023,7,Julio,quinua,33522.3
Puno,2023,8,Agosto,quinua,33522.3
Puno,2023,9,Septiembre,quinua,7267.375
Puno,2023,10,Octubre,quinua,7267.375
Puno,2023,11,Noviembre,quinua,7267.375
Puno,2023,12,Diciembre,quinua,7267.374999999999
Puno,2024,1,Enero,quinua,0.0
Puno,2024,2,Febrero,quinua,0.0
Puno,2024,3,Marzo,quinua,68.5
Puno,2024,4,Abril,quinua,46259.15999999998
Puno,2024,5,Mayo,quinua,56848.07999999998
Puno,2024,6,Junio,quinua,57168.48
Puno,2024,7,Julio,quinua,57168.48
Puno,2024,8,Agosto,quinua,57168.48
Puno,2024,9,Septiembre,quinua,51269.869999999995
Puno,2024,10,Octubre,quinua,51269.869999999995
Puno,2024,11,Noviembre,quinua,51269.869999999995
Puno,2024,12,Diciembre,quinua,41958.86
Puno,2025,1,Enero,quinua,0.0
Puno,2025,2,Febrero,quinua,0.0
Puno,2025,3,Marzo,quinua,0.0
Puno,2025,4,Abril,quinua,27504.22699999999
Puno,2025,5,Mayo,quinua,38918.75699999999
Puno,2025,6,Junio,quinua,36720.317
Puno,2025,7,Julio,quinua,36720.317
Puno,2025,8,Agosto,quinua,36720.317
Puno,2025,9,Septiembre,quinua,36720.316999999995
Puno,2025,10,Octubre,quinua,36720.316999999995
Puno,2025,11,Noviembre,quinua,36720.316999999995
Puno,2025,12,Diciembre,quinua,36720.317
San Martin,2020,1,Enero,quinua,0.0
San Martin,2020,2,Febrero,quinua,0.0
San Martin,2020,3,Marzo,quinua,0.0
San Martin,2020,4,Abril,quinua,0.0
San Martin,2020,5,Mayo,quinua,0.0
San Martin,2020,6,Junio,quinua,0.0
San Martin,2020,7,Julio,quinua,0.0
San Martin,2020,8,Agosto,quinua,0.0
San Martin,2020,9,Septiembre,quinua,0.0
San Martin,2020,10,Octubre,quinua,0.0
San Martin,2020,11,Noviembre,quinua,0.0
San Martin,2020,12,Diciembre,quinua,
San Martin,2021,1,Enero,quinua,0.0
San Martin,2021,2,Febrero,quinua,0.0
San Martin,2021,3,Marzo,quinua,0.0
San Martin,2021,4,Abril,quinua,0.0
San Martin,2021,5,Mayo,quinua,
San Martin,2021,6,Junio,quinua,0.0
San Martin,2021,7,Julio,quinua,0.0
San Martin,2021,8,Agosto,quinua,0.0
San Martin,2021,9,Septiembre,quinua,0.0
San Martin,2021,10,Octubre,quinua,0.0
San Martin,2021,11,Noviembre,quinua,0.0
San Martin,2021,12,Diciembre,quinua,0.0
San Martin,2022,1,Enero,quinua,0.0
San Martin,2022,2,Febrero,quinua,0.0
San Martin,2022,3,Marzo,quinua,
San Martin,2022,4,Abril,quinua,0.0
San Martin,2022,5,Mayo,quinua,0.0
San Martin,2022,6,Junio,quinua,0.0
San Martin,2022,7,Julio,quinua,0.0
San Martin,2022,8,Agosto,quinua,0.0
San Martin,2022,9,Septiembre,quinua,0.0
San Martin,2022,10,Octubre,quinua,0.0
San Martin,2022,11,Noviembre,quinua,0.0
San Martin,2022,12,Diciembre,quinua,0.0
San Martin,2023,1,Enero,quinua,0.0
San Martin,2023,2,Febrero,quinua,0.0
San Martin,2023,3,Marzo,quinua,0.0
San Martin,2023,4,Abril,quinua,0.0
San Martin,2023,5,Mayo,quinua,0.0
San Martin,2023,6,Junio,quinua,0.0
San Martin,2023,7,Julio,quinua,0.0
San Martin,2023,8,Agosto,quinua,0.0
San Martin,2023,9,Septiembre,quinua,0.0
San Martin,2023,10,Octubre,quinua,0.0
San Martin,2023,11,Noviembre,quinua,0.0
San Martin,2023,12,Diciembre,quinua,0.0
San Martin,2024,1,Enero,quinua,0.0
San Martin,2024,2,Febrero,quinua,0.0
San Martin,2024,3,Marzo,quinua,0.0
San Martin,2024,4,Abril,quinua,0.0
San Martin,2024,5,Mayo,quinua,0.0
San Martin,2024,6,Junio,quinua,0.0
San Martin,2024,7,Julio,quinua,0.0
San Martin,2024,8,Agosto,quinua,0.0
San Martin,2024,9,Septiembre,quinua,0.0
San Martin,2024,10,Octubre,quinua,0.0
San Martin,2024,11,Noviembre,quinua,0.0
San Martin,2024,12,Diciembre,quinua,0.0
San Martin,2025,1,Enero,quinua,0.0
San Martin,2025,2,Febrero,quinua,0.0
San Martin,2025,3,Marzo,quinua,0.0
San Martin,2025,4,Abril,quinua,0.0
San Martin,2025,5,Mayo,quinua,0.0
San Martin,2025,6,Junio,quinua,0.0
San Martin,2025,7,Julio,quinua,0.0
San Martin,2025,8,Agosto,quinua,0.0
San Martin,2025,9,Septiembre,quinua,0.0
San Martin,2025,10,Octubre,quinua,0.0
San Martin,2025,11,Noviembre,quinua,0.0
San Martin,2025,12,Diciembre,quinua,0.0
Ica,2020,1,Enero,esparrago,14799.6
Ica,2020,2,Febrero,esparrago,29870.27
Ica,2020,3,Marzo,esparrago,44523.67
Ica,2020,4,Abril,esparrago,59262.24
Ica,2020,5,Mayo,esparrago,73332.959
Ica,2020,6,Junio,esparrago,88894.459
Ica,2020,7,Julio,esparrago,103751.27900000001
Ica,2020,8,Agosto,esparrago,116412.679
Ica,2020,9,Septiembre,esparrago,136575.529
Ica,2020,10,Octubre,esparrago,157061.12900000002
Ica,2020,11,Noviembre,esparrago,174856.529
Ica,2020,12,Diciembre,esparrago,
Ica,2021,1,Enero,esparrago,12668.0
Ica,2021,2,Febrero,esparrago,28160.0
Ica,2021,3,Marzo,esparrago,41981.3
Ica,2021,4,Abril,esparrago,57117.3
Ica,2021,5,Mayo,esparrago,
Ica,2021,6,Junio,esparrago,68895.46999999999
Ica,2021,7,Julio,esparrago,85209.46999999999
Ica,2021,8,Agosto,esparrago,105226.36999999998
Ica,2021,9,Septiembre,esparrago,130597.31999999999
Ica,2021,10,Octubre,esparrago,152299.55
Ica,2021,11,Noviembre,esparrago,166568.44999999998
Ica,2021,12,Diciembre,esparrago,179526.06000000003
Ica,2022,1,Enero,esparrago,10894.8
Ica,2022,2,Febrero,esparrago,22234.41
Ica,2022,3,Marzo,esparrago,
Ica,2022,4,Abril,esparrago,49572.81
Ica,2022,5,Mayo,esparrago,57179.96
Ica,2022,6,Junio,esparrago,63944.909999999996
Ica,2022,7,Julio,esparrago,77026.81
Ica,2022,8,Agosto,esparrago,97659.31
Ica,2022,9,Septiembre,esparrago,127938.31
Ica,2022,10,Octubre,esparrago,152408.91
Ica,2022,11,Noviembre,esparrago,169520.89
Ica,2022,12,Diciembre,esparrago,184063.68000000002
Ica,2023,1,Enero,esparrago,10243.0
Ica,2023,2,Febrero,esparrago,21294.7
Ica,2023,3,Marzo,esparrago,38150.700000000004
Ica,2023,4,Abril,esparrago,47730.5
Ica,2023,5,Mayo,esparrago,56325.65
Ica,2023,6,Junio,esparrago,63674.880000000005
Ica,2023,7,Julio,esparrago,73709.68000000001
Ica,2023,8,Agosto,esparrago,88703.28000000001
Ica,2023,9,Septiembre,esparrago,119526.26000000001
Ica,2023,10,Octubre,esparrago,144872.16
Ica,2023,11,Noviembre,esparrago,160691.16
Ica,2023,12,Diciembre,esparrago,170927.96000000002
Ica,2024,1,Enero,esparrago,7946.9
Ica,2024,2,Febrero,esparrago,17651.0
Ica,2024,3,Marzo,esparrago,28255.299999999996
Ica,2024,4,Abril,esparrago,35848.45
Ica,2024,5,Mayo,esparrago,43626.369999999995
Ica,2024,6,Junio,esparrago,51009.22
Ica,2024,7,Julio,esparrago,59392.92
Ica,2024,8,Agosto,esparrago,74431.4
Ica,2024,9,Septiembre,esparrago,96589.0
Ica,2024,10,Octubre,esparrago,116974.89
Ica,2024,11,Noviembre,esparrago,130412.23
Ica,2024,12,Diciembre,esparrago,143939.74
Ica,2025,1,Enero,esparrago,7845.95
Ica,2025,2,Febrero,esparrago,15277.699999999999
Ica,2025,3,Marzo,esparrago,24080.050000000003
Ica,2025,4,Abril,esparrago,30264.350000000002
Ica,2025,5,Mayo,esparrago,37388.840000000004
Ica,2025,6,Junio,esparrago,45705.270000000004
Ica,2025,7,Julio,esparrago,53127.76
Ica,2025,8,Agosto,esparrago,66317.47
Ica,2025,9,Septiembre,esparrago,87064.35
Ica,2025,10,Octubre,esparrago,105728.32
Ica,2025,11,Noviembre,esparrago,119021.28
Ica,2025,12,Diciembre,esparrago,129988.34000000001
Junin,2020,1,Enero,esparrago,0.0
Junin,2020,2,Febrero,esparrago,0.0
Junin,2020,3,Marzo,esparrago,0.0
Junin,2020,4,Abril,esparrago,0.0
Junin,2020,5,Mayo,esparrago,0.0
Junin,2020,6,Junio,esparrago,0.0
Junin,2020,7,Julio,esparrago,0.0
Junin,2020,8,Agosto,esparrago,0.0
Junin,2020,9,Septiembre,esparrago,0.0
Junin,2020,10,Octubre,esparrago,0.0
Junin,2020,11,Noviembre,esparrago,0.0
Junin,2020,12,Diciembre,esparrago,
Junin,2021,1,Enero,esparrago,0.0
Junin,2021,2,Febrero,esparrago,0.0
Junin,2021,3,Marzo,esparrago,0.0
Junin,2021,4,Abril,esparrago,0.0
Junin,2021,5,Mayo,esparrago,
Junin,2021,6,Junio,esparrago,0.0
Junin,2021,7,Julio,esparrago,0.0
Junin,2021,8,Agosto,esparrago,0.0
Junin,2021,9,Septiembre,esparrago,0.0
Junin,2021,10,Octubre,esparrago,0.0
Junin,2021,11,Noviembre,esparrago,0.0
Junin,2021,12,Diciembre,esparrago,0.0
Junin,2022,1,Enero,esparrago,0.0
Junin,2022,2,Febrero,esparrago,0.0
Junin,2022,3,Marzo,esparrago,
Junin,2022,4,Abril,esparrago,0.0
Junin,2022,5,Mayo,esparrago,0.0
Junin,2022,6,Junio,esparrago,0.0
Junin,2022,7,Julio,esparrago,0.0
Junin,2022,8,Agosto,esparrago,0.0
Junin,2022,9,Septiembre,esparrago,0.0
Junin,2022,10,Octubre,esparrago,0.0
Junin,2022,11,Noviembre,esparrago,0.0
Junin,2022,12,Diciembre,esparrago,0.0
Junin,2023,1,Enero,esparrago,0.0
Junin,2023,2,Febrero,esparrago,0.0
Junin,2023,3,Marzo,esparrago,0.0
Junin,2023,4,Abril,esparrago,0.0
Junin,2023,5,Mayo,esparrago,0.0
Junin,2023,6,Junio,esparrago,0.0
Junin,2023,7,Julio,esparrago,0.0
Junin,2023,8,Agosto,esparrago,0.0
Junin,2023,9,Septiembre,esparrago,0.0
Junin,2023,10,Octubre,esparrago,0.0
Junin,2023,11,Noviembre,esparrago,0.0
Junin,2023,12,Diciembre,esparrago,0.0
Junin,2024,1,Enero,esparrago,0.0
Junin,2024,2,Febrero,esparrago,0.0
Junin,2024,3,Marzo,esparrago,0.0
Junin,2024,4,Abril,esparrago,0.0
Junin,2024,5,Mayo,esparrago,0.0
Junin,2024,6,Junio,esparrago,0.0
Junin,2024,7,Julio,esparrago,0.0
Junin,2024,8,Agosto,esparrago,0.0
Junin,2024,9,Septiembre,esparrago,0.0
Junin,2024,10,Octubre,esparrago,0.0
Junin,2024,11,Noviembre,esparrago,0.0
Junin,2024,12,Diciembre,esparrago,0.0
Junin,2025,1,Enero,esparrago,0.0
Junin,2025,2,Febrero,esparrago,0.0
Junin,2025,3,Marzo,esparrago,0.0
Junin,2025,4,Abril,esparrago,0.0
Junin,2025,5,Mayo,esparrago,0.0
Junin,2025,6,Junio,esparrago,0.0
Junin,2025,7,Julio,esparrago,0.0
Junin,2025,8,Agosto,esparrago,0.0
Junin,2025,9,Septiembre,esparrago,0.0
Junin,2025,10,Octubre,esparrago,0.0
Junin,2025,11,Noviembre,esparrago,0.0
Junin,2025,12,Diciembre,esparrago,0.0
La Libertad,2020,1,Enero,esparrago,10683.300000000001
La Libertad,2020,2,Febrero,esparrago,24394.9
La Libertad,2020,3,Marzo,esparrago,36772.15
La Libertad,2020,4,Abril,esparrago,48638.55
La Libertad,2020,5,Mayo,esparrago,58947.950000000004
La Libertad,2020,6,Junio,esparrago,75330.65
La Libertad,2020,7,Julio,esparrago,84095.04999999999
La Libertad,2020,8,Agosto,esparrago,94372.44999999998
La Libertad,2020,9,Septiembre,esparrago,99279.75
La Libertad,2020,10,Octubre,esparrago,111184.75
La Libertad,2020,11,Noviembre,esparrago,124797.55
La Libertad,2020,12,Diciembre,esparrago,
La Libertad,2021,1,Enero,esparrago,11172.0
La Libertad,2021,2,Febrero,esparrago,28457.8
La Libertad,2021,3,Marzo,esparrago,43494.3
La Libertad,2021,4,Abril,esparrago,58041.950000000004
La Libertad,2021,5,Mayo,esparrago,
La Libertad,2021,6,Junio,esparrago,78078.6
La Libertad,2021,7,Julio,esparrago,87297.8
La Libertad,2021,8,Agosto,esparrago,97879.62
La Libertad,2021,9,Septiembre,esparrago,104719.67
La Libertad,2021,10,Octubre,esparrago,116400.57
La Libertad,2021,11,Noviembre,esparrago,131139.27000000002
La Libertad,2021,12,Diciembre,esparrago,144618.77
La Libertad,2022,1,Enero,esparrago,8850.61
La Libertad,2022,2,Febrero,esparrago,16528.71
La Libertad,2022,3,Marzo,esparrago,
La Libertad,2022,4,Abril,esparrago,44681.409999999996
La Libertad,2022,5,Mayo,esparrago,52933.96
La Libertad,2022,6,Junio,esparrago,61294.96000000001
La Libertad,2022,7,Julio,esparrago,68883.66
La Libertad,2022,8,Agosto,esparrago,77898.76000000001
La Libertad,2022,9,Septiembre,esparrago,86174.41
La Libertad,2022,10,Octubre,esparrago,96768.11
La Libertad,2022,11,Noviembre,esparrago,111160.01000000001
La Libertad,2022,12,Diciembre,esparrago,142957.72
La Libertad,2023,1,Enero,esparrago,11226.100000000002
La Libertad,2023,2,Febrero,esparrago,25649.4
La Libertad,2023,3,Marzo,esparrago,39277.4
La Libertad,2023,4,Abril,esparrago,49084.3
La Libertad,2023,5,Mayo,esparrago,60746.3
La Libertad,2023,6,Junio,esparrago,74706.9
La Libertad,2023,7,Julio,esparrago,85948.59999999999
La Libertad,2023,8,Agosto,esparrago,99197.65
La Libertad,2023,9,Septiembre,esparrago,112021.2
La Libertad,2023,10,Octubre,esparrago,119993.3
La Libertad,2023,11,Noviembre,esparrago,131767.0
La Libertad,2023,12,Diciembre,esparrago,154138.55000000002
La Libertad,2024,1,Enero,esparrago,11288.899999999998
La Libertad,2024,2,Febrero,esparrago,25702.979999999996
La Libertad,2024,3,Marzo,esparrago,40342.68
La Libertad,2024,4,Abril,esparrago,52400.979999999996
La Libertad,2024,5,Mayo,esparrago,64407.979999999996
La Libertad,2024,6,Junio,esparrago,76825.59
La Libertad,2024,7,Julio,esparrago,88424.59
La Libertad,2024,8,Agosto,esparrago,102109.29
La Libertad,2024,9,Septiembre,esparrago,115016.65
La Libertad,2024,10,Octubre,esparrago,128294.25
La Libertad,2024,11,Noviembre,esparrago,140557.95
La Libertad,2024,12,Diciembre,esparrago,158469.95
La Libertad,2025,1,Enero,esparrago,11445.199999999997
La Libertad,2025,2,Febrero,esparrago,23073.96
La Libertad,2025,3,Marzo,esparrago,39017.17
La Libertad,2025,4,Abril,esparrago,48106.869999999995
La Libertad,2025,5,Mayo,esparrago,60075.56999999999
La Libertad,2025,6,Junio,esparrago,75342.51999999999
La Libertad,2025,7,Julio,esparrago,86921.01999999999
La Libertad,2025,8,Agosto,esparrago,101043.249
La Libertad,2025,9,Septiembre,esparrago,113220.499
La Libertad,2025,10,Octubre,esparrago,126444.019
La Libertad,2025,11,Noviembre,esparrago,141823.189
La Libertad,2025,12,Diciembre,esparrago,158517.509
Piura,2020,1,Enero,esparrago,0.0
Piura,2020,2,Febrero,esparrago,0.0
Piura,2020,3,Marzo,esparrago,0.0
Piura,2020,4,Abril,esparrago,0.0
Piura,2020,5,Mayo,esparrago,0.0
Piura,2020,6,Junio,esparrago,0.0
Piura,2020,7,Julio,esparrago,0.0
Piura,2020,8,Agosto,esparrago,0.0
Piura,2020,9,Septiembre,esparrago,0.0
Piura,2020,10,Octubre,esparrago,0.0
Piura,2020,11,Noviembre,esparrago,0.0
Piura,2020,12,Diciembre,esparrago,
Piura,2021,1,Enero,esparrago,0.0
Piura,2021,2,Febrero,esparrago,0.0
Piura,2021,3,Marzo,esparrago,0.0
Piura,2021,4,Abril,esparrago,0.0
Piura,2021,5,Mayo,esparrago,
Piura,2021,6,Junio,esparrago,0.0
Piura,2021,7,Julio,esparrago,0.0
Piura,2021,8,Agosto,esparrago,0.0
Piura,2021,9,Septiembre,esparrago,0.0
Piura,2021,10,Octubre,esparrago,0.0
Piura,2021,11,Noviembre,esparrago,0.0
Piura,2021,12,Diciembre,esparrago,0.0
Piura,2022,1,Enero,esparrago,0.0
Piura,2022,2,Febrero,esparrago,0.0
Piura,2022,3,Marzo,esparrago,
Piura,2022,4,Abril,esparrago,0.0
Piura,2022,5,Mayo,esparrago,0.0
Piura,2022,6,Junio,esparrago,0.0
Piura,2022,7,Julio,esparrago,0.0
Piura,2022,8,Agosto,esparrago,0.0
Piura,2022,9,Septiembre,esparrago,0.0
Piura,2022,10,Octubre,esparrago,0.0
Piura,2022,11,Noviembre,esparrago,0.0
Piura,2022,12,Diciembre,esparrago,0.0
Piura,2023,1,Enero,esparrago,0.0
Piura,2023,2,Febrero,esparrago,0.0
Piura,2023,3,Marzo,esparrago,0.0
Piura,2023,4,Abril,esparrago,0.0
Piura,2023,5,Mayo,esparrago,0.0
Piura,2023,6,Junio,esparrago,0.0
Piura,2023,7,Julio,esparrago,0.0
Piura,2023,8,Agosto,esparrago,0.0
Piura,2023,9,Septiembre,esparrago,0.0
Piura,2023,10,Octubre,esparrago,0.0
Piura,2023,11,Noviembre,esparrago,0.0
Piura,2023,12,Diciembre,esparrago,0.0
Piura,2024,1,Enero,esparrago,0.0
Piura,2024,2,Febrero,esparrago,0.0
Piura,2024,3,Marzo,esparrago,0.0
Piura,2024,4,Abril,esparrago,0.0
Piura,2024,5,Mayo,esparrago,0.0
Piura,2024,6,Junio,esparrago,0.0
Piura,2024,7,Julio,esparrago,0.0
Piura,2024,8,Agosto,esparrago,0.0
Piura,2024,9,Septiembre,esparrago,0.0
Piura,2024,10,Octubre,esparrago,0.0
Piura,2024,11,Noviembre,esparrago,0.0
Piura,2024,12,Diciembre,esparrago,0.0
Piura,2025,1,Enero,esparrago,0.0
Piura,2025,2,Febrero,esparrago,0.0
Piura,2025,3,Marzo,esparrago,0.0
Piura,2025,4,Abril,esparrago,0.0
Piura,2025,5,Mayo,esparrago,0.0
Piura,2025,6,Junio,esparrago,0.0
Piura,2025,7,Julio,esparrago,0.0
Piura,2025,8,Agosto,esparrago,0.0
Piura,2025,9,Septiembre,esparrago,0.0
Piura,2025,10,Octubre,esparrago,0.0
Piura,2025,11,Noviembre,esparrago,0.0
Piura,2025,12,Diciembre,esparrago,0.0
Puno,2020,1,Enero,esparrago,0.0
Puno,2020,2,Febrero,esparrago,0.0
Puno,2020,3,Marzo,esparrago,0.0
Puno,2020,4,Abril,esparrago,0.0
Puno,2020,5,Mayo,esparrago,0.0
Puno,2020,6,Junio,esparrago,0.0
Puno,2020,7,Julio,esparrago,0.0
Puno,2020,8,Agosto,esparrago,0.0
Puno,2020,9,Septiembre,esparrago,0.0
Puno,2020,10,Octubre,esparrago,0.0
Puno,2020,11,Noviembre,esparrago,0.0
Puno,2020,12,Diciembre,esparrago,
Puno,2021,1,Enero,esparrago,0.0
Puno,2021,2,Febrero,esparrago,0.0
Puno,2021,3,Marzo,esparrago,0.0
Puno,2021,4,Abril,esparrago,0.0
Puno,2021,5,Mayo,esparrago,
Puno,2021,6,Junio,esparrago,0.0
Puno,2021,7,Julio,esparrago,0.0
Puno,2021,8,Agosto,esparrago,0.0
Puno,2021,9,Septiembre,esparrago,0.0
Puno,2021,10,Octubre,esparrago,0.0
Puno,2021,11,Noviembre,esparrago,0.0
Puno,2021,12,Diciembre,esparrago,0.0
Puno,2022,1,Enero,esparrago,0.0
Puno,2022,2,Febrero,esparrago,0.0
Puno,2022,3,Marzo,esparrago,
Puno,2022,4,Abril,esparrago,0.0
Puno,2022,5,Mayo,esparrago,0.0
Puno,2022,6,Junio,esparrago,0.0
Puno,2022,7,Julio,esparrago,0.0
Puno,2022,8,Agosto,esparrago,0.0
Puno,2022,9,Septiembre,esparrago,0.0
Puno,2022,10,Octubre,esparrago,0.0
Puno,2022,11,Noviembre,esparrago,0.0
Puno,2022,12,Diciembre,esparrago,0.0
Puno,2023,1,Enero,esparrago,0.0
Puno,2023,2,Febrero,esparrago,0.0
Puno,2023,3,Marzo,esparrago,0.0
Puno,2023,4,Abril,esparrago,0.0
Puno,2023,5,Mayo,esparrago,0.0
Puno,2023,6,Junio,esparrago,0.0
Puno,2023,7,Julio,esparrago,0.0
Puno,2023,8,Agosto,esparrago,0.0
Puno,2023,9,Septiembre,esparrago,0.0
Puno,2023,10,Octubre,esparrago,0.0
Puno,2023,11,Noviembre,esparrago,0.0
Puno,2023,12,Diciembre,esparrago,0.0
Puno,2024,1,Enero,esparrago,0.0
Puno,2024,2,Febrero,esparrago,0.0
Puno,2024,3,Marzo,esparrago,0.0
Puno,2024,4,Abril,esparrago,0.0
Puno,2024,5,Mayo,esparrago,0.0
Puno,2024,6,Junio,esparrago,0.0
Puno,2024,7,Julio,esparrago,0.0
Puno,2024,8,Agosto,esparrago,0.0
Puno,2024,9,Septiembre,esparrago,0.0
Puno,2024,10,Octubre,esparrago,0.0
Puno,2024,11,Noviembre,esparrago,0.0
Puno,2024,12,Diciembre,esparrago,0.0
Puno,2025,1,Enero,esparrago,0.0
Puno,2025,2,Febrero,esparrago,0.0
Puno,2025,3,Marzo,esparrago,0.0
Puno,2025,4,Abril,esparrago,0.0
Puno,2025,5,Mayo,esparrago,0.0
Puno,2025,6,Junio,esparrago,0.0
Puno,2025,7,Julio,esparrago,0.0
Puno,2025,8,Agosto,esparrago,0.0
Puno,2025,9,Septiembre,esparrago,0.0
Puno,2025,10,Octubre,esparrago,0.0
Puno,2025,11,Noviembre,esparrago,0.0
Puno,2025,12,Diciembre,esparrago,0.0
San Martin,2020,1,Enero,esparrago,0.0
San Martin,2020,2,Febrero,esparrago,0.0
San Martin,2020,3,Marzo,esparrago,0.0
San Martin,2020,4,Abril,esparrago,0.0
San Martin,2020,5,Mayo,esparrago,0.0
San Martin,2020,6,Junio,esparrago,0.0
San Martin,2020,7,Julio,esparrago,0.0
San Martin,2020,8,Agosto,esparrago,0.0
San Martin,2020,9,Septiembre,esparrago,0.0
San Martin,2020,10,Octubre,esparrago,0.0
San Martin,2020,11,Noviembre,esparrago,0.0
San Martin,2020,12,Diciembre,esparrago,
San Martin,2021,1,Enero,esparrago,0.0
San Martin,2021,2,Febrero,esparrago,0.0
San Martin,2021,3,Marzo,esparrago,0.0
San Martin,2021,4,Abril,esparrago,0.0
San Martin,2021,5,Mayo,esparrago,
San Martin,2021,6,Junio,esparrago,0.0
